,Iterative timing,Recursive timing,Tail timing
129,2.0999978005420417e-06,5.699999746866524e-06,3.4999975468963385e-06
130,1.8999999156221747e-06,5.999998393235728e-06,3.4000004234258085e-06
131,2.0000006770715117e-06,5.999998393235728e-06,3.3999967854470015e-06
132,2.0999978005420417e-06,5.999998393235728e-06,3.4999975468963385e-06
133,2.0000006770715117e-06,5.49999822396785e-06,3.6000019463244826e-06
134,2.0999978005420417e-06,5.999998393235728e-06,3.3999967854470015e-06
135,2.0999978005420417e-06,5.599998985417187e-06,3.2999996619764715e-06
136,2.1999985619913787e-06,5.999998393235728e-06,3.2999996619764715e-06
137,2.1999985619913787e-06,5.999998393235728e-06,3.5000011848751456e-06
138,2.0999978005420417e-06,5.49999822396785e-06,3.3999967854470015e-06
139,2.0999978005420417e-06,5.999998393235728e-06,3.3999967854470015e-06
140,2.0999978005420417e-06,5.999998393235728e-06,3.4000004234258085e-06
141,2.0999978005420417e-06,5.699999746866524e-06,3.5999983083456755e-06
142,1.9999970390927047e-06,6.099999154685065e-06,3.4999975468963385e-06
143,2.0999978005420417e-06,5.599998985417187e-06,3.5999983083456755e-06
144,1.8999999156221747e-06,5.999998393235728e-06,3.3999967854470015e-06
145,2.0999978005420417e-06,5.699999746866524e-06,3.4999975468963385e-06
146,2.0999978005420417e-06,6.199999916134402e-06,3.3999967854470015e-06
147,2.0999978005420417e-06,5.999998393235728e-06,3.2999996619764715e-06
148,1.9999970390927047e-06,5.999998393235728e-06,3.2999996619764715e-06
149,2.0999978005420417e-06,5.999998393235728e-06,3.2999996619764715e-06
150,2.2999993234407157e-06,5.600002623395994e-06,3.2999996619764715e-06
151,2.0999978005420417e-06,5.999998393235728e-06,3.3999967854470015e-06
152,1.8999999156221747e-06,5.699999746866524e-06,3.4999975468963385e-06
153,1.9999970390927047e-06,6.099999154685065e-06,3.4000004234258085e-06
154,1.8999999156221747e-06,5.699999746866524e-06,3.4000004234258085e-06
155,1.9999970390927047e-06,5.999998393235728e-06,3.5999983083456755e-06
156,2.0999978005420417e-06,5.699999746866524e-06,3.5999983083456755e-06
157,2.0000006770715117e-06,6.099999154685065e-06,3.3999967854470015e-06
158,1.9999970390927047e-06,6.099999154685065e-06,3.2999996619764715e-06
159,2.0000006770715117e-06,5.999998393235728e-06,3.2999996619764715e-06
160,2.0999978005420417e-06,6.199999916134402e-06,3.2999996619764715e-06
161,1.8999999156221747e-06,6.099999154685065e-06,3.2999996619764715e-06
162,2.0999978005420417e-06,5.49999822396785e-06,3.2999996619764715e-06
163,1.9999970390927047e-06,5.999998393235728e-06,3.2999996619764715e-06
164,2.0999978005420417e-06,5.999998393235728e-06,3.3999967854470015e-06
165,2.1000014385208488e-06,5.999998393235728e-06,3.3999967854470015e-06
166,2.0999978005420417e-06,5.999998393235728e-06,3.4000004234258085e-06
167,1.8999999156221747e-06,5.999998393235728e-06,3.3999967854470015e-06
168,1.8999999156221747e-06,5.999998393235728e-06,3.4999975468963385e-06
169,2.0999978005420417e-06,6.199999916134402e-06,3.4000004234258085e-06
170,2.0999978005420417e-06,5.999998393235728e-06,3.2999996619764715e-06
171,2.0999978005420417e-06,5.899997631786391e-06,3.2999996619764715e-06
172,2.2999993234407157e-06,5.699999746866524e-06,3.2999996619764715e-06
173,1.9999970390927047e-06,5.999998393235728e-06,3.2999996619764715e-06
174,2.0999978005420417e-06,5.900001269765198e-06,3.3999967854470015e-06
175,2.0999978005420417e-06,6.099999154685065e-06,3.5999983083456755e-06
176,2.0999978005420417e-06,5.999998393235728e-06,3.3999967854470015e-06
177,1.9999970390927047e-06,5.599998985417187e-06,3.3999967854470015e-06
178,2.0000006770715117e-06,6.099999154685065e-06,3.4999975468963385e-06
179,2.0999978005420417e-06,5.799996870337054e-06,3.4999975468963385e-06
180,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
181,2.2999993234407157e-06,5.999998393235728e-06,3.2999996619764715e-06
182,2.0999978005420417e-06,5.999998393235728e-06,3.2999996619764715e-06
183,1.9999970390927047e-06,5.49999822396785e-06,3.3999967854470015e-06
184,1.9999970390927047e-06,6.099999154685065e-06,3.2999996619764715e-06
185,1.9999970390927047e-06,5.999998393235728e-06,3.2999996619764715e-06
186,1.9999970390927047e-06,5.699999746866524e-06,3.2999996619764715e-06
187,2.0999978005420417e-06,5.999998393235728e-06,3.3999967854470015e-06
188,1.9999970390927047e-06,5.999998393235728e-06,3.3999967854470015e-06
189,2.0999978005420417e-06,5.999998393235728e-06,3.3999967854470015e-06
190,2.0999978005420417e-06,5.999998393235728e-06,3.3999967854470015e-06
191,1.9999970390927047e-06,5.900001269765198e-06,3.4999975468963385e-06
192,2.2000021999701858e-06,5.599998985417187e-06,3.3999967854470015e-06
193,2.2999993234407157e-06,5.600002623395994e-06,3.3999967854470015e-06
194,2.2000021999701858e-06,5.599998985417187e-06,3.3999967854470015e-06
195,2.2999993234407157e-06,6.099999154685065e-06,3.2999996619764715e-06
196,2.2999993234407157e-06,5.599998985417187e-06,3.3999967854470015e-06
197,2.2999993234407157e-06,6.099999154685065e-06,3.3999967854470015e-06
198,2.2999993234407157e-06,5.999998393235728e-06,3.4999975468963385e-06
199,2.2999993234407157e-06,6.099999154685065e-06,3.3999967854470015e-06
200,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
201,2.0999978005420417e-06,5.699999746866524e-06,3.3999967854470015e-06
202,2.1999985619913787e-06,5.800000508315861e-06,3.4000004234258085e-06
203,2.2999993234407157e-06,5.49999822396785e-06,3.3999967854470015e-06
204,2.2999993234407157e-06,5.800000508315861e-06,3.3999967854470015e-06
205,2.1999985619913787e-06,5.999998393235728e-06,3.2999996619764715e-06
206,2.2999993234407157e-06,5.999998393235728e-06,3.2999996619764715e-06
207,2.2999993234407157e-06,5.699999746866524e-06,3.2999996619764715e-06
208,2.0999978005420417e-06,5.999998393235728e-06,3.2999996619764715e-06
209,2.2999993234407157e-06,5.999998393235728e-06,3.2999996619764715e-06
210,2.1999985619913787e-06,5.999998393235728e-06,3.4999975468963385e-06
211,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
212,2.2999993234407157e-06,5.699999746866524e-06,3.4999975468963385e-06
213,2.2999993234407157e-06,5.999998393235728e-06,3.5999983083456755e-06
214,2.2999993234407157e-06,5.999998393235728e-06,3.5999983083456755e-06
215,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
216,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
217,2.2999993234407157e-06,5.999998393235728e-06,3.2999996619764715e-06
218,2.1999985619913787e-06,6.000002031214535e-06,3.2999996619764715e-06
219,2.2999993234407157e-06,5.699999746866524e-06,3.3999967854470015e-06
220,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
221,2.2999993234407157e-06,5.999998393235728e-06,3.4999975468963385e-06
222,2.2000021999701858e-06,5.999998393235728e-06,3.3999967854470015e-06
223,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
224,2.0999978005420417e-06,6.099999154685065e-06,3.3999967854470015e-06
225,2.2999993234407157e-06,5.49999822396785e-06,3.3999967854470015e-06
226,2.2999993234407157e-06,5.49999822396785e-06,3.3999967854470015e-06
227,2.2999993234407157e-06,5.799996870337054e-06,3.3999967854470015e-06
228,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
229,2.2999993234407157e-06,5.799996870337054e-06,3.3999967854470015e-06
230,2.2999993234407157e-06,5.999998393235728e-06,3.2999996619764715e-06
231,2.2999993234407157e-06,6.099999154685065e-06,3.2999996619764715e-06
232,2.2999993234407157e-06,6.099999154685065e-06,3.5999983083456755e-06
233,2.2999993234407157e-06,6.099999154685065e-06,3.4999975468963385e-06
234,2.2999993234407157e-06,5.699999746866524e-06,3.3999967854470015e-06
235,2.2999993234407157e-06,5.999998393235728e-06,3.4999975468963385e-06
236,2.2999993234407157e-06,5.900001269765198e-06,3.3999967854470015e-06
237,2.4999972083605826e-06,6.099999154685065e-06,3.4999975468963385e-06
238,2.1999985619913787e-06,5.999998393235728e-06,3.3999967854470015e-06
239,2.2999993234407157e-06,5.900001269765198e-06,3.3999967854470015e-06
240,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
241,2.2999993234407157e-06,5.999998393235728e-06,3.2999996619764715e-06
242,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
243,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
244,2.2999993234407157e-06,5.599998985417187e-06,3.4999975468963385e-06
245,2.2999993234407157e-06,6.000002031214535e-06,3.3999967854470015e-06
246,2.2000021999701858e-06,5.999998393235728e-06,3.2999996619764715e-06
247,2.2999993234407157e-06,5.999998393235728e-06,3.3999967854470015e-06
248,2.3999964469112456e-06,5.40000110049732e-06,3.4000004234258085e-06
249,2.2999993234407157e-06,5.599998985417187e-06,3.3999967854470015e-06
250,2.2999993234407157e-06,5.599998985417187e-06,3.3999967854470015e-06
251,2.2999993234407157e-06,6.099999154685065e-06,3.3999967854470015e-06
252,2.0999978005420417e-06,5.599998985417187e-06,3.2999996619764715e-06
253,2.1000014385208488e-06,5.999998393235728e-06,3.2999996619764715e-06
254,2.1000014385208488e-06,5.999998393235728e-06,3.2999996619764715e-06
255,2.0999978005420417e-06,6.099999154685065e-06,3.2999996619764715e-06
256,2.1999985619913787e-06,6.499998562503606e-06,3.7999998312443495e-06
257,2.2999993234407157e-06,6.900001608300954e-06,3.7999998312443495e-06
258,2.3999964469112456e-06,6.999998731771484e-06,3.999997716164216e-06
259,2.3999964469112456e-06,6.899997970322147e-06,4.19999923906289e-06
260,2.3999964469112456e-06,6.399997801054269e-06,3.899996954714879e-06
261,2.3999964469112456e-06,6.900001608300954e-06,3.7999998312443495e-06
262,2.1999985619913787e-06,6.900001608300954e-06,3.899996954714879e-06
263,2.3999964469112456e-06,6.400001439033076e-06,3.899996954714879e-06
264,2.3999964469112456e-06,6.599999323952943e-06,3.899996954714879e-06
265,2.3999964469112456e-06,6.999998731771484e-06,3.899996954714879e-06
266,2.3999964469112456e-06,6.999998731771484e-06,3.899996954714879e-06
267,2.3999964469112456e-06,6.999998731771484e-06,3.999997716164216e-06
268,2.3999964469112456e-06,6.399997801054269e-06,4.19999923906289e-06
269,2.2999993234407157e-06,6.399997801054269e-06,3.899996954714879e-06
270,2.1999985619913787e-06,6.899997970322147e-06,3.899996954714879e-06
271,2.3999964469112456e-06,6.900001608300954e-06,3.899996954714879e-06
272,2.2999993234407157e-06,6.500002200482413e-06,3.7999998312443495e-06
273,2.4999972083605826e-06,7.099999493220821e-06,3.7999998312443495e-06
274,2.3999964469112456e-06,6.399997801054269e-06,3.7999998312443495e-06
275,2.3999964469112456e-06,6.500002200482413e-06,3.7999998312443495e-06
276,2.4000000848900527e-06,6.500002200482413e-06,3.899996954714879e-06
277,2.1999985619913787e-06,6.599999323952943e-06,3.899996954714879e-06
278,2.3999964469112456e-06,6.499998562503606e-06,3.899996954714879e-06
279,2.2999993234407157e-06,6.399997801054269e-06,3.999997716164216e-06
280,2.3999964469112456e-06,6.79999720887281e-06,3.899996954714879e-06
281,2.3999964469112456e-06,6.899997970322147e-06,3.899996954714879e-06
282,2.2999993234407157e-06,6.999998731771484e-06,3.7999998312443495e-06
283,2.3999964469112456e-06,6.900001608300954e-06,3.7999998312443495e-06
284,2.1999985619913787e-06,6.899997970322147e-06,3.999997716164216e-06
285,2.2999993234407157e-06,7.100003131199628e-06,3.999997716164216e-06
286,2.1999985619913787e-06,6.999998731771484e-06,3.899996954714879e-06
287,2.3999964469112456e-06,6.999998731771484e-06,3.899996954714879e-06
288,2.3999964469112456e-06,6.999998731771484e-06,3.899996954714879e-06
289,2.1999985619913787e-06,6.900001608300954e-06,3.899996954714879e-06
290,2.4999972083605826e-06,6.899997970322147e-06,3.899996954714879e-06
291,2.2999993234407157e-06,6.399997801054269e-06,3.7999998312443495e-06
292,2.3999964469112456e-06,6.499998562503606e-06,3.899996954714879e-06
293,2.3999964469112456e-06,6.999998731771484e-06,3.7999998312443495e-06
294,2.3999964469112456e-06,6.599999323952943e-06,3.7999998312443495e-06
295,2.3999964469112456e-06,6.599999323952943e-06,3.7999998312443495e-06
296,2.3999964469112456e-06,6.899997970322147e-06,3.899996954714879e-06
297,2.3999964469112456e-06,7.099999493220821e-06,3.899996954714879e-06
298,2.2999993234407157e-06,6.999998731771484e-06,3.899996954714879e-06
299,2.3999964469112456e-06,7.099999493220821e-06,3.899996954714879e-06
300,2.3999964469112456e-06,6.599999323952943e-06,3.899996954714879e-06
301,2.3999964469112456e-06,7.199996616691351e-06,3.899996954714879e-06
302,2.2999993234407157e-06,6.899997970322147e-06,3.899996954714879e-06
303,2.3999964469112456e-06,7.099999493220821e-06,3.7999998312443495e-06
304,2.1999985619913787e-06,6.999998731771484e-06,3.7999998312443495e-06
305,2.6999987312592566e-06,6.999998731771484e-06,3.7999998312443495e-06
306,2.2999993234407157e-06,7.099999493220821e-06,3.899996954714879e-06
307,2.3999964469112456e-06,7.399998139590025e-06,3.7999998312443495e-06
308,2.2999993234407157e-06,7.199996616691351e-06,3.9000005926936865e-06
309,2.2999993234407157e-06,6.999998731771484e-06,3.899996954714879e-06
310,2.2999993234407157e-06,7.099999493220821e-06,3.899996954714879e-06
311,2.3999964469112456e-06,6.899997970322147e-06,3.7999998312443495e-06
312,2.2999993234407157e-06,6.999998731771484e-06,3.899996954714879e-06
313,2.3999964469112456e-06,6.399997801054269e-06,3.7999998312443495e-06
314,2.3999964469112456e-06,6.599999323952943e-06,3.7999998312443495e-06
315,2.2999993234407157e-06,6.999998731771484e-06,3.7999998312443495e-06
316,2.1999985619913787e-06,7.199996616691351e-06,3.899996954714879e-06
317,2.5999979698099196e-06,6.999998731771484e-06,3.7999998312443495e-06
318,2.3999964469112456e-06,6.999998731771484e-06,3.7999998312443495e-06
319,2.2999993234407157e-06,6.399997801054269e-06,4.19999923906289e-06
320,2.2999993234407157e-06,6.499998562503606e-06,4.099998477613553e-06
321,2.3999964469112456e-06,6.999998731771484e-06,3.899996954714879e-06
322,2.2999993234407157e-06,6.999998731771484e-06,3.7999998312443495e-06
323,2.2999993234407157e-06,6.499998562503606e-06,3.7999998312443495e-06
324,2.3999964469112456e-06,6.999998731771484e-06,3.899996954714879e-06
325,2.3999964469112456e-06,6.599999323952943e-06,3.899996954714879e-06
326,2.3999964469112456e-06,6.899997970322147e-06,3.9000005926936865e-06
327,2.4999972083605826e-06,6.900001608300954e-06,3.899996954714879e-06
328,2.3999964469112456e-06,6.599999323952943e-06,3.899996954714879e-06
329,2.4999972083605826e-06,7.099999493220821e-06,3.899996954714879e-06
330,2.1999985619913787e-06,6.499998562503606e-06,3.899996954714879e-06
331,2.4999972083605826e-06,6.79999720887281e-06,3.899996954714879e-06
332,2.4999972083605826e-06,7.099999493220821e-06,3.899996954714879e-06
333,2.4000000848900527e-06,6.899997970322147e-06,3.7999998312443495e-06
334,2.3999964469112456e-06,6.399997801054269e-06,3.7999998312443495e-06
335,2.3999964469112456e-06,6.999998731771484e-06,3.7999998312443495e-06
336,2.3999964469112456e-06,6.599999323952943e-06,3.999997716164216e-06
337,2.3999964469112456e-06,6.999998731771484e-06,3.899996954714879e-06
338,2.3999964469112456e-06,6.999998731771484e-06,3.899996954714879e-06
339,2.3999964469112456e-06,7.199996616691351e-06,4.300000000512227e-06
340,2.3999964469112456e-06,6.399997801054269e-06,3.899996954714879e-06
341,2.2999993234407157e-06,6.599999323952943e-06,3.7999998312443495e-06
342,2.3999964469112456e-06,6.999998731771484e-06,3.7999998312443495e-06
343,2.2999993234407157e-06,6.900001608300954e-06,3.7999998312443495e-06
344,2.2999993234407157e-06,6.999998731771484e-06,3.7999998312443495e-06
345,3.5999983083456755e-06,6.999998731771484e-06,4.19999923906289e-06
346,2.1999985619913787e-06,6.599999323952943e-06,4.0000013541430235e-06
347,2.2999993234407157e-06,6.399997801054269e-06,3.899996954714879e-06
348,2.1999985619913787e-06,7.099999493220821e-06,3.999997716164216e-06
349,2.2999993234407157e-06,6.999998731771484e-06,4.099998477613553e-06
350,2.3999964469112456e-06,6.999998731771484e-06,3.999997716164216e-06
351,2.3999964469112456e-06,6.999998731771484e-06,3.899996954714879e-06
352,2.1999985619913787e-06,6.999998731771484e-06,3.899996954714879e-06
353,2.3999964469112456e-06,6.70000008540228e-06,3.6999990697950125e-06
354,2.2999993234407157e-06,7.899998308857903e-06,3.6999990697950125e-06
355,2.3999964469112456e-06,7.300001016119495e-06,3.7999998312443495e-06
356,2.2000021999701858e-06,7.599999662488699e-06,3.999997716164216e-06
357,2.3999964469112456e-06,7.099999493220821e-06,3.899996954714879e-06
358,2.5999979698099196e-06,7.199996616691351e-06,3.899996954714879e-06
359,2.2999993234407157e-06,6.499998562503606e-06,3.899996954714879e-06
360,2.3999964469112456e-06,6.79999720887281e-06,3.899996954714879e-06
361,2.3999964469112456e-06,6.899997970322147e-06,3.899996954714879e-06
362,2.3999964469112456e-06,6.899997970322147e-06,3.7000027077738196e-06
363,2.2999993234407157e-06,7.099999493220821e-06,3.7999998312443495e-06
364,2.4999972083605826e-06,6.899997970322147e-06,3.899996954714879e-06
365,2.3999964469112456e-06,6.70000008540228e-06,3.899996954714879e-06
366,2.3999964469112456e-06,7.099999493220821e-06,3.999997716164216e-06
367,2.2999993234407157e-06,6.899997970322147e-06,4.400000761961564e-06
368,2.2999993234407157e-06,6.999998731771484e-06,4.800000169780105e-06
369,2.2999993234407157e-06,6.79999720887281e-06,4.599998646881431e-06
370,2.4999972083605826e-06,6.899997970322147e-06,4.300000000512227e-06
371,2.4000000848900527e-06,6.899997970322147e-06,3.999997716164216e-06
372,2.2999993234407157e-06,6.899997970322147e-06,3.899996954714879e-06
373,2.3999964469112456e-06,6.399997801054269e-06,3.899996954714879e-06
374,2.3999964469112456e-06,6.900001608300954e-06,4.099998477613553e-06
375,2.3999964469112456e-06,6.899997970322147e-06,3.999997716164216e-06
376,2.2999993234407157e-06,6.399997801054269e-06,4.1000021155923605e-06
377,2.3999964469112456e-06,6.300000677583739e-06,4.400000761961564e-06
378,2.2999993234407157e-06,6.399997801054269e-06,4.19999923906289e-06
379,2.2999993234407157e-06,6.499998562503606e-06,4.099998477613553e-06
