,Iterative timing,Recursive timing,Tail timing
380,2.2999993234407157e-06,6.899997970322147e-06,4.1000021155923605e-06
381,2.3999964469112456e-06,6.399997801054269e-06,3.899996954714879e-06
382,2.2999993234407157e-06,6.899997970322147e-06,4.0000013541430235e-06
383,2.3999964469112456e-06,6.599999323952943e-06,3.6999990697950125e-06
384,2.5999979698099196e-06,6.499998562503606e-06,3.5999983083456755e-06
385,2.5999979698099196e-06,6.999998731771484e-06,3.4999975468963385e-06
386,2.8999966161791235e-06,6.499998562503606e-06,3.999997716164216e-06
387,2.5999979698099196e-06,6.70000008540228e-06,3.899996954714879e-06
388,2.5999979698099196e-06,6.70000008540228e-06,3.6999990697950125e-06
389,2.5999979698099196e-06,6.899997970322147e-06,3.5999983083456755e-06
390,2.5999979698099196e-06,6.399997801054269e-06,3.899996954714879e-06
391,2.5999979698099196e-06,6.900001608300954e-06,3.7999998312443495e-06
392,2.5999979698099196e-06,6.899997970322147e-06,3.7000027077738196e-06
393,2.5000008463393897e-06,6.899997970322147e-06,3.4999975468963385e-06
394,2.5999979698099196e-06,6.499998562503606e-06,3.4999975468963385e-06
395,2.5999979698099196e-06,6.900001608300954e-06,3.3999967854470015e-06
396,2.5999979698099196e-06,6.899997970322147e-06,3.5999983083456755e-06
397,2.5999979698099196e-06,6.999998731771484e-06,3.5999983083456755e-06
398,2.5999979698099196e-06,7.099999493220821e-06,3.5999983083456755e-06
399,2.5999979698099196e-06,6.499998562503606e-06,3.5999983083456755e-06
400,2.5999979698099196e-06,6.499998562503606e-06,3.4999975468963385e-06
401,2.5000008463393897e-06,6.499998562503606e-06,3.4999975468963385e-06
402,2.3999964469112456e-06,6.900001608300954e-06,3.4999975468963385e-06
403,2.3999964469112456e-06,6.999998731771484e-06,3.3999967854470015e-06
404,2.5999979698099196e-06,7.099999493220821e-06,3.5999983083456755e-06
405,2.5999979698099196e-06,6.499998562503606e-06,3.4999975468963385e-06
406,2.5000008463393897e-06,6.999998731771484e-06,3.4999975468963385e-06
407,2.5999979698099196e-06,6.800000846851617e-06,3.4999975468963385e-06
408,2.4999972083605826e-06,6.999998731771484e-06,3.5999983083456755e-06
409,2.5999979698099196e-06,6.899997970322147e-06,3.4999975468963385e-06
410,2.5999979698099196e-06,6.499998562503606e-06,3.4999975468963385e-06
411,2.5999979698099196e-06,6.500002200482413e-06,3.4999975468963385e-06
412,2.4999972083605826e-06,6.899997970322147e-06,3.4999975468963385e-06
413,2.4999972083605826e-06,6.79999720887281e-06,3.3999967854470015e-06
414,2.3999964469112456e-06,6.899997970322147e-06,3.3999967854470015e-06
415,2.5999979698099196e-06,6.899997970322147e-06,3.3999967854470015e-06
416,2.5999979698099196e-06,6.399997801054269e-06,3.4999975468963385e-06
417,2.2999993234407157e-06,6.499998562503606e-06,3.4999975468963385e-06
418,2.5999979698099196e-06,6.499998562503606e-06,3.4999975468963385e-06
419,2.5000008463393897e-06,6.900001608300954e-06,3.999997716164216e-06
420,2.4999972083605826e-06,6.500002200482413e-06,3.899996954714879e-06
421,2.4000000848900527e-06,6.79999720887281e-06,3.5999983083456755e-06
422,2.5000008463393897e-06,6.499998562503606e-06,3.5999983083456755e-06
423,2.6999987312592566e-06,6.599999323952943e-06,3.4999975468963385e-06
424,2.4999972083605826e-06,6.499998562503606e-06,3.4999975468963385e-06
425,2.5999979698099196e-06,6.899997970322147e-06,3.3999967854470015e-06
426,2.5000008463393897e-06,6.499998562503606e-06,3.4000004234258085e-06
427,2.3999964469112456e-06,6.499998562503606e-06,3.4000004234258085e-06
428,2.4999972083605826e-06,6.899997970322147e-06,3.7999998312443495e-06
429,2.5000008463393897e-06,6.899997970322147e-06,3.5999983083456755e-06
430,2.4999972083605826e-06,6.899997970322147e-06,3.4999975468963385e-06
431,2.5999979698099196e-06,6.899997970322147e-06,3.5999983083456755e-06
432,2.4999972083605826e-06,7.099999493220821e-06,3.5999983083456755e-06
433,2.5999979698099196e-06,6.499998562503606e-06,3.4999975468963385e-06
434,2.4999972083605826e-06,6.900001608300954e-06,3.4999975468963385e-06
435,2.5000008463393897e-06,7.099999493220821e-06,3.4000004234258085e-06
436,2.6999987312592566e-06,6.899997970322147e-06,3.3999967854470015e-06
437,2.4999972083605826e-06,6.499998562503606e-06,3.3999967854470015e-06
438,2.4999972083605826e-06,6.899997970322147e-06,3.5999983083456755e-06
439,2.3999964469112456e-06,6.900001608300954e-06,3.5999983083456755e-06
440,2.5999979698099196e-06,7.099999493220821e-06,3.6999990697950125e-06
441,2.3999964469112456e-06,6.300000677583739e-06,3.4999975468963385e-06
442,2.5999979698099196e-06,6.999998731771484e-06,3.5999983083456755e-06
443,2.4999972083605826e-06,6.900001608300954e-06,4.099998477613553e-06
444,2.5999979698099196e-06,6.999998731771484e-06,3.6000019463244826e-06
445,2.5999979698099196e-06,6.70000008540228e-06,3.4999975468963385e-06
446,2.5999979698099196e-06,6.999998731771484e-06,3.3999967854470015e-06
447,2.5999979698099196e-06,6.899997970322147e-06,3.3999967854470015e-06
448,2.6000016077887267e-06,6.399997801054269e-06,3.4999975468963385e-06
449,2.4999972083605826e-06,6.899997970322147e-06,3.4999975468963385e-06
450,2.4999972083605826e-06,6.999998731771484e-06,3.3999967854470015e-06
451,2.3999964469112456e-06,6.599999323952943e-06,3.5999983083456755e-06
452,2.5999979698099196e-06,6.899997970322147e-06,3.4999975468963385e-06
453,2.3999964469112456e-06,6.899997970322147e-06,3.4999975468963385e-06
454,2.5999979698099196e-06,6.599999323952943e-06,3.4999975468963385e-06
455,2.5999979698099196e-06,6.999998731771484e-06,3.5999983083456755e-06
456,2.4999972083605826e-06,6.899997970322147e-06,3.6999990697950125e-06
457,2.5000008463393897e-06,6.599999323952943e-06,3.6999990697950125e-06
458,2.5999979698099196e-06,6.999998731771484e-06,3.4999975468963385e-06
459,2.5999979698099196e-06,6.900001608300954e-06,3.3999967854470015e-06
460,2.5999979698099196e-06,6.900001608300954e-06,3.3999967854470015e-06
461,2.4999972083605826e-06,6.599999323952943e-06,3.3999967854470015e-06
462,2.5999979698099196e-06,6.399997801054269e-06,3.4000004234258085e-06
463,2.4000000848900527e-06,6.999998731771484e-06,3.5999983083456755e-06
464,2.5999979698099196e-06,6.499998562503606e-06,3.5999983083456755e-06
465,2.3999964469112456e-06,6.499998562503606e-06,3.4999975468963385e-06
466,2.3999964469112456e-06,6.900001608300954e-06,3.5999983083456755e-06
467,2.4999972083605826e-06,6.899997970322147e-06,3.7999998312443495e-06
468,2.5999979698099196e-06,6.899997970322147e-06,3.5999983083456755e-06
469,2.3999964469112456e-06,6.899997970322147e-06,3.4999975468963385e-06
470,2.5999979698099196e-06,6.899997970322147e-06,3.4999975468963385e-06
471,2.5999979698099196e-06,6.599999323952943e-06,3.4999975468963385e-06
472,2.5999979698099196e-06,6.899997970322147e-06,3.999997716164216e-06
473,2.7999994927085936e-06,7.099999493220821e-06,3.999997716164216e-06
474,3.0999981390777975e-06,6.79999720887281e-06,3.7999998312443495e-06
475,2.5999979698099196e-06,6.79999720887281e-06,3.6000019463244826e-06
476,2.4999972083605826e-06,6.999998731771484e-06,3.4999975468963385e-06
477,2.4999972083605826e-06,6.899997970322147e-06,3.4999975468963385e-06
478,2.3999964469112456e-06,6.70000008540228e-06,3.6999990697950125e-06
479,2.5000008463393897e-06,6.999998731771484e-06,3.5999983083456755e-06
480,2.5999979698099196e-06,6.300000677583739e-06,3.4999975468963385e-06
481,2.5999979698099196e-06,6.79999720887281e-06,3.3999967854470015e-06
482,2.5999979698099196e-06,6.499998562503606e-06,3.3999967854470015e-06
483,2.5999979698099196e-06,6.900001608300954e-06,3.3999967854470015e-06
484,2.5999979698099196e-06,6.499998562503606e-06,3.3999967854470015e-06
485,2.5999979698099196e-06,6.899997970322147e-06,3.6999990697950125e-06
486,2.4999972083605826e-06,6.79999720887281e-06,3.7999998312443495e-06
487,2.4000000848900527e-06,6.899997970322147e-06,3.4999975468963385e-06
488,2.5999979698099196e-06,6.899997970322147e-06,3.6000019463244826e-06
489,2.4999972083605826e-06,6.299997039604932e-06,3.999997716164216e-06
490,2.2999993234407157e-06,6.999998731771484e-06,3.6999990697950125e-06
491,2.4000000848900527e-06,6.999998731771484e-06,3.4999975468963385e-06
492,2.3999964469112456e-06,6.70000008540228e-06,3.3999967854470015e-06
493,2.3999964469112456e-06,6.900001608300954e-06,3.4999975468963385e-06
494,2.4999972083605826e-06,7.099999493220821e-06,3.3999967854470015e-06
495,2.4999972083605826e-06,7.199996616691351e-06,3.5999983083456755e-06
496,2.4999972083605826e-06,6.499998562503606e-06,3.5000011848751456e-06
497,2.4999972083605826e-06,6.79999720887281e-06,3.6000019463244826e-06
498,2.5999979698099196e-06,6.299997039604932e-06,3.5000011848751456e-06
499,2.4999972083605826e-06,6.499998562503606e-06,3.7000027077738196e-06
500,2.5999979698099196e-06,6.999998731771484e-06,3.7999998312443495e-06
501,2.4999972083605826e-06,6.899997970322147e-06,3.999997716164216e-06
502,2.5999979698099196e-06,6.599999323952943e-06,3.7999998312443495e-06
503,2.4999972083605826e-06,6.899997970322147e-06,3.5999983083456755e-06
504,2.5999979698099196e-06,6.899997970322147e-06,3.4999975468963385e-06
505,2.5999979698099196e-06,6.999998731771484e-06,3.3999967854470015e-06
506,2.4999972083605826e-06,6.599999323952943e-06,3.3999967854470015e-06
507,2.4999972083605826e-06,6.899997970322147e-06,3.3999967854470015e-06
508,2.5999979698099196e-06,7.099999493220821e-06,3.6999990697950125e-06
509,2.5999979698099196e-06,6.499998562503606e-06,3.5999983083456755e-06
510,2.4999972083605826e-06,7.099999493220821e-06,3.4999975468963385e-06
511,2.5999979698099196e-06,6.900001608300954e-06,3.5999983083456755e-06
512,2.4999972083605826e-06,7.399998139590025e-06,4.300000000512227e-06
513,2.5999979698099196e-06,7.799997547408566e-06,4.19999923906289e-06
514,2.6999987312592566e-06,7.499998901039362e-06,4.099998477613553e-06
515,2.6999987312592566e-06,7.99999907030724e-06,4.19999923906289e-06
516,2.4999972083605826e-06,7.90000194683671e-06,4.099998477613553e-06
517,2.5999979698099196e-06,7.99999907030724e-06,3.999997716164216e-06
518,2.4999972083605826e-06,7.599999662488699e-06,3.899996954714879e-06
519,2.6000016077887267e-06,7.90000194683671e-06,3.999997716164216e-06
520,2.6999987312592566e-06,7.700000423938036e-06,3.999997716164216e-06
521,2.6999987312592566e-06,7.499998901039362e-06,4.099998477613553e-06
522,2.6999987312592566e-06,7.499998901039362e-06,4.099998477613553e-06
523,2.5000008463393897e-06,7.599999662488699e-06,4.099998477613553e-06
524,2.5999979698099196e-06,7.499998901039362e-06,4.099998477613553e-06
525,2.6999987312592566e-06,7.499998901039362e-06,4.099998477613553e-06
526,2.6999987312592566e-06,7.299997378140688e-06,4.0000013541430235e-06
527,2.6999987312592566e-06,7.299997378140688e-06,3.9000005926936865e-06
528,2.4000000848900527e-06,7.499998901039362e-06,4.099998477613553e-06
529,2.6999987312592566e-06,7.899998308857903e-06,4.499997885432094e-06
530,2.6999987312592566e-06,7.90000194683671e-06,4.19999923906289e-06
531,2.6999987312592566e-06,7.99999907030724e-06,4.099998477613553e-06
532,2.6999987312592566e-06,7.899998308857903e-06,4.19999923906289e-06
533,2.6999987312592566e-06,7.99999907030724e-06,3.899996954714879e-06
534,2.6999987312592566e-06,7.499998901039362e-06,3.999997716164216e-06
535,2.7999994927085936e-06,7.99999907030724e-06,3.999997716164216e-06
536,2.6999987312592566e-06,7.99999907030724e-06,3.999997716164216e-06
537,2.6999987312592566e-06,7.99999907030724e-06,4.099998477613553e-06
538,2.6999987312592566e-06,7.300001016119495e-06,4.099998477613553e-06
539,2.6999987312592566e-06,7.499998901039362e-06,3.999997716164216e-06
540,2.6999987312592566e-06,7.899998308857903e-06,3.899996954714879e-06
541,2.5999979698099196e-06,7.499998901039362e-06,3.899996954714879e-06
542,2.6999987312592566e-06,7.99999907030724e-06,4.19999923906289e-06
543,2.6999987312592566e-06,7.99999907030724e-06,4.099998477613553e-06
544,2.4999972083605826e-06,7.99999907030724e-06,3.899996954714879e-06
545,2.6999987312592566e-06,7.700000423938036e-06,3.899996954714879e-06
546,2.4000000848900527e-06,7.799997547408566e-06,3.899996954714879e-06
547,2.6999987312592566e-06,7.799997547408566e-06,4.099998477613553e-06
548,2.5999979698099196e-06,7.899998308857903e-06,3.999997716164216e-06
549,2.5999979698099196e-06,7.899998308857903e-06,3.899996954714879e-06
550,2.5999979698099196e-06,7.99999907030724e-06,3.7999998312443495e-06
551,2.6999987312592566e-06,7.499998901039362e-06,3.7999998312443495e-06
552,2.6999987312592566e-06,7.90000194683671e-06,4.099998477613553e-06
553,2.6999987312592566e-06,7.899998308857903e-06,4.099998477613553e-06
554,2.6999987312592566e-06,7.499998901039362e-06,3.9000005926936865e-06
555,2.6999987312592566e-06,7.99999907030724e-06,3.7999998312443495e-06
556,2.6999987312592566e-06,7.899998308857903e-06,3.899996954714879e-06
557,2.6999987312592566e-06,7.299997378140688e-06,3.7999998312443495e-06
558,2.5999979698099196e-06,7.399998139590025e-06,3.7999998312443495e-06
559,2.6000016077887267e-06,7.899998308857903e-06,3.899996954714879e-06
560,2.5999979698099196e-06,7.99999907030724e-06,3.999997716164216e-06
561,2.4999972083605826e-06,7.899998308857903e-06,3.899996954714879e-06
562,2.6999987312592566e-06,7.99999907030724e-06,3.7999998312443495e-06
563,2.6000016077887267e-06,7.500002539018169e-06,4.399997123982757e-06
564,2.6999987312592566e-06,7.899998308857903e-06,4.300000000512227e-06
565,2.4000000848900527e-06,7.499998901039362e-06,4.19999923906289e-06
566,2.6999987312592566e-06,7.99999907030724e-06,4.099998477613553e-06
567,2.6000016077887267e-06,7.599999662488699e-06,3.999997716164216e-06
568,2.4999972083605826e-06,7.899998308857903e-06,3.999997716164216e-06
569,2.6999987312592566e-06,7.99999907030724e-06,3.999997716164216e-06
570,2.7999994927085936e-06,7.899998308857903e-06,4.099998477613553e-06
571,2.6999987312592566e-06,7.299997378140688e-06,3.999997716164216e-06
572,2.6999987312592566e-06,7.299997378140688e-06,3.899996954714879e-06
573,2.6999987312592566e-06,7.899998308857903e-06,4.19999923906289e-06
574,2.6999987312592566e-06,7.499998901039362e-06,4.099998477613553e-06
575,2.6999987312592566e-06,7.499998901039362e-06,3.9000005926936865e-06
576,2.6999987312592566e-06,7.899998308857903e-06,3.7999998312443495e-06
577,2.5999979698099196e-06,7.300001016119495e-06,3.999997716164216e-06
578,2.5999979698099196e-06,7.90000194683671e-06,3.899996954714879e-06
579,2.6999987312592566e-06,7.299997378140688e-06,3.7999998312443495e-06
580,2.6999987312592566e-06,7.99999907030724e-06,3.899996954714879e-06
581,2.6999987312592566e-06,7.399998139590025e-06,3.999997716164216e-06
582,2.6999987312592566e-06,7.499998901039362e-06,3.999997716164216e-06
583,2.6999987312592566e-06,7.699996785959229e-06,4.099998477613553e-06
584,2.6999987312592566e-06,8.199996955227107e-06,4.399997123982757e-06
585,2.6999987312592566e-06,7.99999907030724e-06,4.099998477613553e-06
586,2.6999987312592566e-06,7.99999907030724e-06,3.999997716164216e-06
587,2.6999987312592566e-06,7.399998139590025e-06,3.899996954714879e-06
588,2.6999987312592566e-06,7.899998308857903e-06,3.9000005926936865e-06
589,2.6999987312592566e-06,7.300001016119495e-06,3.999997716164216e-06
590,2.6999987312592566e-06,7.499998901039362e-06,3.999997716164216e-06
591,2.5999979698099196e-06,7.99999907030724e-06,4.099998477613553e-06
592,2.6999987312592566e-06,7.99999907030724e-06,3.9000005926936865e-06
593,2.6999987312592566e-06,7.99999907030724e-06,3.999997716164216e-06
594,2.6999987312592566e-06,7.299997378140688e-06,4.099998477613553e-06
595,2.6999987312592566e-06,8.099999831756577e-06,4.19999923906289e-06
596,2.6999987312592566e-06,7.499998901039362e-06,3.999997716164216e-06
597,2.4999972083605826e-06,7.399998139590025e-06,3.899996954714879e-06
598,2.5999979698099196e-06,7.499998901039362e-06,3.899996954714879e-06
599,2.5999979698099196e-06,7.99999907030724e-06,3.7999998312443495e-06
600,2.6999987312592566e-06,7.500002539018169e-06,3.899996954714879e-06
601,2.6999987312592566e-06,7.299997378140688e-06,3.999997716164216e-06
602,2.4999972083605826e-06,7.99999907030724e-06,4.19999923906289e-06
603,2.6999987312592566e-06,7.99999907030724e-06,4.099998477613553e-06
604,2.5999979698099196e-06,7.399998139590025e-06,3.999997716164216e-06
605,2.4999972083605826e-06,7.499998901039362e-06,3.999997716164216e-06
606,2.6999987312592566e-06,7.599999662488699e-06,3.9000005926936865e-06
607,2.6000016077887267e-06,7.599999662488699e-06,3.7999998312443495e-06
608,2.7999994927085936e-06,7.300001016119495e-06,3.7999998312443495e-06
609,2.6999987312592566e-06,7.399998139590025e-06,3.7999998312443495e-06
610,2.6999987312592566e-06,7.899998308857903e-06,3.7999998312443495e-06
611,2.5999979698099196e-06,7.899998308857903e-06,3.7999998312443495e-06
612,2.6999987312592566e-06,7.499998901039362e-06,3.7999998312443495e-06
613,2.5999979698099196e-06,7.499998901039362e-06,3.7999998312443495e-06
614,2.7999994927085936e-06,7.99999907030724e-06,3.899996954714879e-06
615,2.6999987312592566e-06,7.99999907030724e-06,3.899996954714879e-06
616,2.6999987312592566e-06,7.899998308857903e-06,4.099998477613553e-06
617,2.5999979698099196e-06,7.899998308857903e-06,3.999997716164216e-06
618,2.6999987312592566e-06,7.899998308857903e-06,3.999997716164216e-06
619,2.6999987312592566e-06,7.99999907030724e-06,3.999997716164216e-06
620,2.6999987312592566e-06,7.399998139590025e-06,3.999997716164216e-06
621,2.4999972083605826e-06,7.99999907030724e-06,3.6999990697950125e-06
622,2.6999987312592566e-06,7.499998901039362e-06,3.6999990697950125e-06
623,2.7999994927085936e-06,7.799997547408566e-06,3.899996954714879e-06
624,2.8999966161791235e-06,7.899998308857903e-06,3.899996954714879e-06
625,2.7999994927085936e-06,7.499998901039362e-06,3.7999998312443495e-06
626,2.4999972083605826e-06,7.499998901039362e-06,3.7999998312443495e-06
627,2.6999987312592566e-06,7.899998308857903e-06,4.099998477613553e-06
628,2.4000000848900527e-06,7.499998901039362e-06,4.099998477613553e-06
629,2.7999994927085936e-06,7.499998901039362e-06,3.9000005926936865e-06
630,2.7999994927085936e-06,7.899998308857903e-06,3.7999998312443495e-06
631,2.4999972083605826e-06,7.499998901039362e-06,3.7999998312443495e-06
632,2.6999987312592566e-06,7.99999907030724e-06,3.7999998312443495e-06
633,2.6999987312592566e-06,7.400001777568832e-06,3.7999998312443495e-06
634,2.5999979698099196e-06,7.99999907030724e-06,3.7999998312443495e-06
635,2.7999994927085936e-06,7.499998901039362e-06,3.999997716164216e-06
636,2.6999987312592566e-06,7.499998901039362e-06,3.899996954714879e-06
637,2.6999987312592566e-06,7.299997378140688e-06,3.999997716164216e-06
638,2.6999987312592566e-06,7.499998901039362e-06,4.099998477613553e-06
639,2.7999994927085936e-06,7.99999907030724e-06,3.999997716164216e-06
640,2.6999987312592566e-06,7.899998308857903e-06,3.899996954714879e-06
641,2.8999966161791235e-06,7.99999907030724e-06,3.899996954714879e-06
642,2.9999973776284605e-06,7.99999907030724e-06,3.7999998312443495e-06
643,2.9999973776284605e-06,7.499998901039362e-06,3.7999998312443495e-06
644,2.6999987312592566e-06,7.99999907030724e-06,3.6999990697950125e-06
645,2.6999987312592566e-06,7.499998901039362e-06,3.999997716164216e-06
646,2.5999979698099196e-06,7.499998901039362e-06,3.999997716164216e-06
647,2.6999987312592566e-06,7.499998901039362e-06,3.6999990697950125e-06
648,2.7999994927085936e-06,7.499998901039362e-06,3.899996954714879e-06
649,2.6999987312592566e-06,7.99999907030724e-06,4.099998477613553e-06
650,3.0999981390777975e-06,7.899998308857903e-06,3.899996954714879e-06
651,2.8999966161791235e-06,7.99999907030724e-06,3.6999990697950125e-06
652,2.6999987312592566e-06,7.499998901039362e-06,3.7999998312443495e-06
653,2.6999987312592566e-06,7.99999907030724e-06,3.7999998312443495e-06
654,2.3999964469112456e-06,7.499998901039362e-06,3.999997716164216e-06
655,2.4999972083605826e-06,7.499998901039362e-06,3.999997716164216e-06
656,2.5999979698099196e-06,7.799997547408566e-06,3.899996954714879e-06
657,2.5999979698099196e-06,7.499998901039362e-06,3.6999990697950125e-06
658,2.6999987312592566e-06,8.099999831756577e-06,3.7999998312443495e-06
659,2.6999987312592566e-06,7.499998901039362e-06,3.999997716164216e-06
660,2.6999987312592566e-06,7.499998901039362e-06,3.999997716164216e-06
661,2.5999979698099196e-06,7.99999907030724e-06,3.6999990697950125e-06
662,2.4999972083605826e-06,7.99999907030724e-06,3.7999998312443495e-06
663,2.6999987312592566e-06,7.99999907030724e-06,3.899996954714879e-06
664,2.6999987312592566e-06,7.599999662488699e-06,3.999997716164216e-06
665,2.6999987312592566e-06,7.499998901039362e-06,3.899996954714879e-06
666,2.6999987312592566e-06,7.499998901039362e-06,4.099998477613553e-06
667,2.6000016077887267e-06,7.90000194683671e-06,3.7999998312443495e-06
668,2.6999987312592566e-06,7.899998308857903e-06,3.6999990697950125e-06
669,2.6999987312592566e-06,7.400001777568832e-06,3.899996954714879e-06
670,2.6999987312592566e-06,7.299997378140688e-06,4.19999923906289e-06
671,2.4999972083605826e-06,7.299997378140688e-06,3.999997716164216e-06
672,2.5999979698099196e-06,7.499998901039362e-06,3.7999998312443495e-06
673,2.6999987312592566e-06,8.199996955227107e-06,3.6999990697950125e-06
674,2.5000008463393897e-06,7.99999907030724e-06,3.6999990697950125e-06
675,2.6999987312592566e-06,7.499998901039362e-06,3.7999998312443495e-06
676,2.6999987312592566e-06,7.99999907030724e-06,3.7999998312443495e-06
677,2.6999987312592566e-06,7.99999907030724e-06,3.899996954714879e-06
678,2.6000016077887267e-06,7.699996785959229e-06,3.899996954714879e-06
679,2.5999979698099196e-06,7.899998308857903e-06,3.7999998312443495e-06
680,2.6999987312592566e-06,7.99999907030724e-06,3.999997716164216e-06
681,2.6999987312592566e-06,7.499998901039362e-06,4.099998477613553e-06
682,2.5999979698099196e-06,8.099999831756577e-06,3.899996954714879e-06
683,2.5999979698099196e-06,7.599999662488699e-06,3.7999998312443495e-06
684,2.6999987312592566e-06,7.99999907030724e-06,3.899996954714879e-06
685,2.4000000848900527e-06,7.499998901039362e-06,3.7999998312443495e-06
686,2.6999987312592566e-06,7.399998139590025e-06,3.7999998312443495e-06
687,2.6999987312592566e-06,8.200000593205914e-06,3.6999990697950125e-06
688,2.5999979698099196e-06,8.200000593205914e-06,4.099998477613553e-06
689,2.5999979698099196e-06,7.700000423938036e-06,3.999997716164216e-06
690,2.5999979698099196e-06,7.99999907030724e-06,3.899996954714879e-06
691,2.5000008463393897e-06,7.899998308857903e-06,3.999997716164216e-06
692,2.5999979698099196e-06,7.899998308857903e-06,4.099998477613553e-06
693,2.6999987312592566e-06,7.899998308857903e-06,3.999997716164216e-06
694,2.5999979698099196e-06,7.99999907030724e-06,3.999997716164216e-06
695,2.4999972083605826e-06,7.899998308857903e-06,3.899996954714879e-06
696,2.6999987312592566e-06,7.899998308857903e-06,3.899996954714879e-06
697,2.6999987312592566e-06,7.899998308857903e-06,3.999997716164216e-06
698,2.6999987312592566e-06,7.299997378140688e-06,4.19999923906289e-06
699,2.6999987312592566e-06,7.899998308857903e-06,3.999997716164216e-06
700,2.6999987312592566e-06,7.700000423938036e-06,3.999997716164216e-06
701,2.7999994927085936e-06,7.499998901039362e-06,4.19999923906289e-06
702,2.6999987312592566e-06,8.199996955227107e-06,4.19999923906289e-06
703,2.6999987312592566e-06,7.399998139590025e-06,3.999997716164216e-06
704,2.6999987312592566e-06,7.299997378140688e-06,3.999997716164216e-06
705,2.7999994927085936e-06,8.199996955227107e-06,3.9000005926936865e-06
706,2.6999987312592566e-06,7.299997378140688e-06,3.7999998312443495e-06
707,2.4000000848900527e-06,7.90000194683671e-06,3.7999998312443495e-06
708,2.6999987312592566e-06,7.899998308857903e-06,4.099998477613553e-06
709,2.6999987312592566e-06,7.299997378140688e-06,3.7999998312443495e-06
710,2.6999987312592566e-06,7.299997378140688e-06,3.7999998312443495e-06
711,2.6999987312592566e-06,7.899998308857903e-06,3.999997716164216e-06
712,2.6999987312592566e-06,7.799997547408566e-06,4.6000022848602384e-06
713,2.4999972083605826e-06,7.499998901039362e-06,3.999997716164216e-06
714,2.5999979698099196e-06,7.499998901039362e-06,3.9000005926936865e-06
715,2.4999972083605826e-06,7.399998139590025e-06,3.899996954714879e-06
716,2.5999979698099196e-06,7.499998901039362e-06,3.9000005926936865e-06
717,2.6999987312592566e-06,7.90000194683671e-06,3.7999998312443495e-06
718,2.6999987312592566e-06,7.899998308857903e-06,3.999997716164216e-06
719,2.6999987312592566e-06,7.700000423938036e-06,3.7999998312443495e-06
720,2.5999979698099196e-06,7.899998308857903e-06,3.9000005926936865e-06
721,2.6999987312592566e-06,7.899998308857903e-06,3.999997716164216e-06
722,2.6999987312592566e-06,7.499998901039362e-06,3.999997716164216e-06
723,2.5999979698099196e-06,7.300001016119495e-06,3.999997716164216e-06
724,2.5999979698099196e-06,7.499998901039362e-06,3.899996954714879e-06
725,2.4000000848900527e-06,7.499998901039362e-06,3.7999998312443495e-06
726,2.6999987312592566e-06,7.99999907030724e-06,3.899996954714879e-06
727,2.5999979698099196e-06,7.899998308857903e-06,3.7999998312443495e-06
728,2.6999987312592566e-06,7.99999907030724e-06,3.7999998312443495e-06
729,2.6999987312592566e-06,7.399998139590025e-06,3.999997716164216e-06
730,2.6999987312592566e-06,7.499998901039362e-06,3.7999998312443495e-06
731,2.5999979698099196e-06,7.899998308857903e-06,3.7999998312443495e-06
732,2.5999979698099196e-06,7.99999907030724e-06,3.7999998312443495e-06
733,2.6999987312592566e-06,7.99999907030724e-06,3.999997716164216e-06
734,2.9000002541579306e-06,7.899998308857903e-06,3.899996954714879e-06
735,2.8999966161791235e-06,7.499998901039362e-06,3.7999998312443495e-06
736,2.7999994927085936e-06,7.899998308857903e-06,3.6999990697950125e-06
737,2.7999994927085936e-06,8.199996955227107e-06,3.6999990697950125e-06
738,2.6999987312592566e-06,7.899998308857903e-06,3.7999998312443495e-06
739,2.7999994927085936e-06,7.899998308857903e-06,3.899996954714879e-06
740,2.9999973776284605e-06,8.199996955227107e-06,4.099998477613553e-06
741,2.6999987312592566e-06,7.700000423938036e-06,3.899996954714879e-06
742,2.6999987312592566e-06,7.499998901039362e-06,3.9000005926936865e-06
743,2.6999987312592566e-06,7.299997378140688e-06,3.999997716164216e-06
744,2.6999987312592566e-06,7.99999907030724e-06,3.999997716164216e-06
745,2.6000016077887267e-06,7.899998308857903e-06,3.7999998312443495e-06
746,2.6999987312592566e-06,7.499998901039362e-06,3.7999998312443495e-06
747,2.6999987312592566e-06,7.499998901039362e-06,3.7999998312443495e-06
748,2.6999987312592566e-06,7.499998901039362e-06,3.7999998312443495e-06
749,2.4999972083605826e-06,7.499998901039362e-06,3.7999998312443495e-06
750,2.7999994927085936e-06,8.099999831756577e-06,3.7999998312443495e-06
751,2.6999987312592566e-06,7.899998308857903e-06,3.999997716164216e-06
752,2.6999987312592566e-06,7.899998308857903e-06,3.7999998312443495e-06
753,2.6999987312592566e-06,7.499998901039362e-06,3.6999990697950125e-06
754,2.6999987312592566e-06,7.899998308857903e-06,3.6999990697950125e-06
755,2.6999987312592566e-06,8.199996955227107e-06,3.999997716164216e-06
756,2.5999979698099196e-06,7.99999907030724e-06,3.999997716164216e-06
757,2.5000008463393897e-06,7.700000423938036e-06,3.7999998312443495e-06
758,2.5999979698099196e-06,7.499998901039362e-06,3.7999998312443495e-06
759,2.6999987312592566e-06,7.90000194683671e-06,4.099998477613553e-06
760,2.3999964469112456e-06,7.899998308857903e-06,4.099998477613553e-06
761,2.6999987312592566e-06,7.899998308857903e-06,3.999997716164216e-06
