,Route,Direction,Stop,Model,RMSE,MAE
0,33X,2,3827,lin_reg,8.07956485557237,5.438266909327347
1,33X,2,3827,decision Tree,0.0,0.0
2,33X,2,3827,random forest,4.616781950431866,2.4995822890559736
0,38D,1,192,lin_reg,46.71542919025036,37.45756292051167
1,38D,1,192,decision Tree,0.0,0.0
2,38D,1,192,random forest,29.723578767567222,17.877659574468087
0,15B,1,6279,lin_reg,428.1703384486962,261.8030500945731
1,15B,1,6279,decision Tree,87.35797129820408,11.932622346616835
2,15B,1,6279,random forest,256.1989510568974,100.39105168120787
0,33A,1,3712,lin_reg,30.097187076582262,18.138507190674403
1,33A,1,3712,decision Tree,0.15453348185725116,0.012858783008036738
2,33A,1,3712,random forest,13.893600935593339,7.072713356295446
0,27B,1,1222,lin_reg,24.744274310050294,18.684622010330504
1,27B,1,1222,decision Tree,3.8258412870247898,0.8870328738989519
2,27B,1,1222,random forest,14.136391596866096,8.720865133030692
0,122,2,1660,lin_reg,82.5680289172164,51.07591168003849
1,122,2,1660,decision Tree,11.017802269121173,3.48043706601348
2,122,2,1660,random forest,35.751202562340175,20.788259477492034
0,220,2,1904,lin_reg,27.895182018139234,18.81889024773523
1,220,2,1904,decision Tree,0.0,0.0
2,220,2,1904,random forest,16.44425437986486,9.109704641350211
0,49,2,4759,lin_reg,16.624487429868967,12.46427825197255
1,49,2,4759,decision Tree,3.485602258173843,0.8700264618352571
2,49,2,4759,random forest,9.881131710541384,6.110637364858226
0,27,1,4522,lin_reg,106.59202774528785,78.60743467354688
1,27,1,4522,decision Tree,29.830498865148627,10.968359192787698
2,27,1,4522,random forest,61.089901610484105,37.3242785624101
0,45A,2,4143,lin_reg,22.91960689696495,17.069387576084544
1,45A,2,4143,decision Tree,3.935213650961415,0.9170826252004343
2,45A,2,4143,random forest,13.571271905702549,8.378551273088416
0,65,2,7266,lin_reg,46.965447036520246,29.584037527604085
1,65,2,7266,decision Tree,0.0,0.0
2,65,2,7266,random forest,26.95897901827149,15.03021442495127
0,122,2,1385,lin_reg,44.24608430532248,30.009735379695755
1,122,2,1385,decision Tree,8.493027216449164,2.6521230382173018
2,122,2,1385,random forest,23.7971472229918,13.497842691861262
0,33X,2,3816,lin_reg,12.62884041617544,8.265775772338628
1,33X,2,3816,decision Tree,0.45425676257949793,0.025898078529657476
2,33X,2,3816,random forest,7.7393445805469785,3.9107451167601543
0,27A,2,1791,lin_reg,324.8300952911098,269.0414080904246
1,27A,2,1791,decision Tree,0.0,0.0
2,27A,2,1791,random forest,381.6320633097169,194.14285714285714
0,150,1,2320,lin_reg,62.64033939911835,45.531615099495305
1,150,1,2320,decision Tree,12.357317934827634,3.395289790309115
2,150,1,2320,random forest,32.72964009627202,19.492747893123276
0,66X,1,777,lin_reg,20.9751240354454,17.8138834510067
1,66X,1,777,decision Tree,0.5692511930783407,0.03225806451612903
2,66X,1,777,random forest,12.610838020592553,7.9208211143695015
0,49,2,1342,lin_reg,24.006478161844306,16.477773530242903
1,49,2,1342,decision Tree,6.899400310836071,2.506360434252606
2,49,2,1342,random forest,13.721574931507012,8.463860089009454
0,46A,1,2008,lin_reg,29.364687795000712,20.332880696269264
1,46A,1,2008,decision Tree,8.199874009411888,3.0923661798622213
2,46A,1,2008,random forest,16.872851009951237,10.38082124193437
0,13,1,1949,lin_reg,33.75182493794072,21.42369822194392
1,13,1,1949,decision Tree,5.776677280744619,1.7620524618661924
2,13,1,1949,random forest,18.59923384677725,10.186294392901889
0,25D,1,400,lin_reg,59.68270546272266,28.579403063624838
1,25D,1,400,decision Tree,1.0991774771527405,0.12627986348122866
2,25D,1,400,random forest,28.706136676627732,13.460182025028441
0,77X,2,2379,lin_reg,40.714328571709096,33.240450038891645
1,77X,2,2379,decision Tree,0.0,0.0
2,77X,2,2379,random forest,20.1238810430616,13.641176470588235
0,18,2,2448,lin_reg,22.657710005887484,17.570539846547472
1,18,2,2448,decision Tree,7.444125360983249,2.751277965968822
2,18,2,2448,random forest,14.095861895264997,9.507535822932635
0,44,2,204,lin_reg,38.4017850664699,19.698227223980755
1,44,2,204,decision Tree,4.058736312280919,1.0645742971719818
2,44,2,204,random forest,19.70419797715474,9.23347320480125
0,53,2,2281,lin_reg,30.799409625120536,14.904853032126848
1,53,2,2281,decision Tree,0.6906440986622913,0.06207378012933568
2,53,2,2281,random forest,11.784580845242834,6.43329218106996
0,68A,1,1363,lin_reg,30.669724006078994,24.635918068166752
1,68A,1,1363,decision Tree,0.0,0.0
2,68A,1,1363,random forest,18.816041575040682,12.436291240045506
0,37,2,1705,lin_reg,18.108002976083203,13.875008749201509
1,37,2,1705,decision Tree,4.302836406569038,1.2911369938076789
2,37,2,1705,random forest,10.68466886528178,6.680107426743165
0,31,2,582,lin_reg,14.223136076573011,10.52412960488659
1,31,2,582,decision Tree,3.87868011892704,1.2966314328465673
2,31,2,582,random forest,8.44761081262732,5.24334673357706
0,27X,1,4388,lin_reg,11.18971791965459,8.870939780364866
1,27X,1,4388,decision Tree,0.0,0.0
2,27X,1,4388,random forest,6.485568781952304,4.335299901671583
0,32X,2,6135,lin_reg,10.480387906359521,8.428019609307958
1,32X,2,6135,decision Tree,0.0,0.0
2,32X,2,6135,random forest,7.281072979477018,4.148867313915858
0,44,2,2900,lin_reg,44.973189899079685,34.49475045834644
1,44,2,2900,decision Tree,7.577009766740609,2.1114287781986687
2,44,2,2900,random forest,25.32724461854224,16.38889793298738
0,44,2,887,lin_reg,39.274770707510505,27.869360694074064
1,44,2,887,decision Tree,4.541418298994548,1.0117856039861282
2,44,2,887,random forest,21.387897144903743,12.390398699391222
0,16,1,214,lin_reg,57.438211025731036,23.71385335124389
1,16,1,214,decision Tree,11.846586674668721,5.716107144023452
2,16,1,214,random forest,34.96764850679995,14.04354775257538
0,69,1,3435,lin_reg,46.80856408635794,34.45088423947461
1,69,1,3435,decision Tree,0.7145051145829695,0.06418861512319457
2,69,1,3435,random forest,26.067198788143248,15.726564926074271
0,15,1,666,lin_reg,19.717161306804154,14.119805690865164
1,15,1,666,decision Tree,7.317215564523703,3.025058403462454
2,15,1,666,random forest,12.884700964051435,8.167903746229936
0,18,1,2317,lin_reg,54.759572386509085,41.29546540522436
1,18,1,2317,decision Tree,11.590316040968396,2.7338828695815494
2,18,1,2317,random forest,30.798146534384305,18.857583020393985
0,76A,2,2123,lin_reg,19.235518585475695,14.572883428873054
1,76A,2,2123,decision Tree,0.2184825572710902,0.027508090614886727
2,76A,2,2123,random forest,10.693660221460135,6.847896440129449
0,220,1,1578,lin_reg,20.954540759430955,11.840723167666592
1,220,1,1578,decision Tree,0.0,0.0
2,220,1,1578,random forest,12.839452935244735,5.670615128844555
0,68,1,4669,lin_reg,14.20396507229242,10.718761848898296
1,68,1,4669,decision Tree,1.132180563093011,0.12823509523557208
2,68,1,4669,random forest,7.833260465285583,4.851907008438596
0,15D,1,2954,lin_reg,56.089761733680184,45.10077534244365
1,15D,1,2954,decision Tree,0.0,0.0
2,15D,1,2954,random forest,31.5022594384399,20.715846994535518
0,68X,2,3416,lin_reg,12.48103208537542,8.490612887735034
1,68X,2,3416,decision Tree,0.0,0.0
2,68X,2,3416,random forest,6.694087750456429,3.675675675675676
0,16D,1,1287,lin_reg,62.886435759150736,50.46945989844598
1,16D,1,1287,decision Tree,0.0,0.0
2,16D,1,1287,random forest,52.11912683115971,28.036231884057976
0,45A,1,3244,lin_reg,15.709866674875373,11.283595937179545
1,45A,1,3244,decision Tree,2.3758582596903652,0.44545759799464835
2,45A,1,3244,random forest,9.619056260936738,5.436212740955929
0,76A,1,2672,lin_reg,70.36676741119635,40.525808315021415
1,76A,1,2672,decision Tree,0.0,0.0
2,76A,1,2672,random forest,41.68765630374615,19.85786802030457
0,27,2,2186,lin_reg,31.632079091103353,22.97627475259177
1,27,2,2186,decision Tree,10.906820335557978,4.3871509334688
2,27,2,2186,random forest,19.90723968034868,12.624465492573075
0,151,1,6145,lin_reg,35.53210581902484,25.537576661099475
1,151,1,6145,decision Tree,8.532140512696262,2.8282877793275962
2,151,1,6145,random forest,20.40319164844934,12.667571213909714
0,14,2,670,lin_reg,28.58654060389815,21.271754693106118
1,14,2,670,decision Tree,6.303329532299174,2.0462723262565947
2,14,2,670,random forest,16.209258996738747,10.507688468721408
0,25D,1,2213,lin_reg,35.33745147506082,28.614670251691614
1,25D,1,2213,decision Tree,0.0,0.0
2,25D,1,2213,random forest,21.38724611886974,13.707053469852106
0,16,2,8,lin_reg,176.85956894836272,121.4311899961876
1,16,2,8,decision Tree,44.397890860775284,12.013710897326568
2,16,2,8,random forest,106.72286364541786,52.93456389996375
0,145,2,2064,lin_reg,38.454710708419995,31.187993126768514
1,145,2,2064,decision Tree,17.372388108262207,7.926101440167811
2,145,2,2064,random forest,25.73765380452059,17.89733170210887
0,66,2,3990,lin_reg,28.00888259388923,19.710270960162607
1,66,2,3990,decision Tree,5.731093571041281,1.6043031467617894
2,66,2,3990,random forest,16.490867317687343,9.728732620462338
0,41,1,7189,lin_reg,122.29023496123594,49.32774710318627
1,41,1,7189,decision Tree,0.0,0.0
2,41,1,7189,random forest,62.503165646750396,22.737810945273633
0,56A,2,2379,lin_reg,32.972934033187045,26.135439835785437
1,56A,2,2379,decision Tree,8.737393750867891,2.3615101537626804
2,56A,2,2379,random forest,18.965280839231717,12.225991658631537
0,116,1,761,lin_reg,31.069817421402856,24.132422044772852
1,116,1,761,decision Tree,0.0,0.0
2,116,1,761,random forest,15.323407525149822,9.791666666666668
0,16C,2,2978,lin_reg,29.041232614295506,21.763190695643168
1,16C,2,2978,decision Tree,0.0,0.0
2,16C,2,2978,random forest,16.86613964921039,10.793939393939395
0,70D,2,156,lin_reg,64.44863930386366,47.84750667705371
1,70D,2,156,decision Tree,0.0,0.0
2,70D,2,156,random forest,34.83353452380334,22.253822629969413
0,27X,2,1260,lin_reg,13.76336424161517,10.928752064748705
1,27X,2,1260,decision Tree,0.0,0.0
2,27X,2,1260,random forest,7.92836675174827,5.115009746588695
0,29A,1,725,lin_reg,21.776519872137303,15.68566556834843
1,29A,1,725,decision Tree,3.4957694584814103,0.8900610743915272
2,29A,1,725,random forest,12.832666506181134,7.904189007954318
0,39,1,1807,lin_reg,22.77429856905847,16.05152374245575
1,39,1,1807,decision Tree,4.956373544422156,1.4485498615125767
2,39,1,1807,random forest,13.823229048107171,8.741991501047508
0,7A,1,419,lin_reg,31.44636090996214,19.581976485078755
1,7A,1,419,decision Tree,2.4489960040683,0.4748426529266487
2,7A,1,419,random forest,17.84139986186745,9.443970607855913
0,123,2,1278,lin_reg,99.05933197448029,69.3909858542323
1,123,2,1278,decision Tree,25.956424841932126,8.892407153903784
2,123,2,1278,random forest,51.66763375681616,31.044151567515062
0,15,2,1154,lin_reg,21.499888581481226,15.032217335222796
1,15,2,1154,decision Tree,6.383562811250565,2.503263905843599
2,15,2,1154,random forest,12.89775124097424,7.849687547396036
0,130,2,1776,lin_reg,29.461503379864016,21.5392917424573
1,130,2,1776,decision Tree,10.11295572624722,4.064541079455655
2,130,2,1776,random forest,17.978664044906278,11.239189902426682
0,33,2,3850,lin_reg,14.027694830470542,10.784877217014683
1,33,2,3850,decision Tree,2.4397845287277313,0.5738733604151522
2,33,2,3850,random forest,8.250964574425636,5.047220208245668
0,13,1,7230,lin_reg,350.0513376879206,249.99032066059857
1,13,1,7230,decision Tree,0.14696051174733957,0.007334963325183374
2,13,1,7230,random forest,206.50780887514594,106.31990099308763
0,67X,2,3923,lin_reg,19.699702501221644,14.8715959554334
1,67X,2,3923,decision Tree,1.5893852285282895,0.23923182441700958
2,67X,2,3923,random forest,11.953301544048148,7.403389037185333
0,66,1,312,lin_reg,84.18538359817185,60.52729567781576
1,66,1,312,decision Tree,12.656565029649393,2.9982275317230083
2,66,1,312,random forest,45.039134173585595,27.079722946962992
0,31D,2,930,lin_reg,35.5268247090889,23.631936470540627
1,31D,2,930,decision Tree,0.0,0.0
2,31D,2,930,random forest,22.236969527096104,11.558752997601918
0,32X,2,909,lin_reg,65.99852780723377,49.67632030249929
1,32X,2,909,decision Tree,0.0,0.0
2,32X,2,909,random forest,43.13899039047374,25.610032362459545
0,83,1,1181,lin_reg,28.834374796086745,16.552421899662868
1,83,1,1181,decision Tree,2.446117503724614,0.5354393481725571
2,83,1,1181,random forest,15.238215198016807,6.770351223322204
0,270,1,3333,lin_reg,284.8111193293276,230.9139594988824
1,270,1,3333,decision Tree,45.73099421688861,8.064159922853083
2,270,1,3333,random forest,148.2464752977626,81.0322723232675
0,15B,1,400,lin_reg,41.52390486425007,31.062024970870812
1,15B,1,400,decision Tree,10.790503699401778,3.3761176537467774
2,15B,1,400,random forest,24.032164316210828,15.065944678218653
0,40,2,1518,lin_reg,29.84602683487864,23.011627399835017
1,40,2,1518,decision Tree,6.343740543979932,1.7538404397786875
2,40,2,1518,random forest,17.32765407011162,11.049801284226664
0,40,1,7132,lin_reg,521.8583947140878,410.7364021001342
1,40,1,7132,decision Tree,0.0,0.0
2,40,1,7132,random forest,345.36277893553336,238.76388888888889
0,69,2,4564,lin_reg,207.93875656160884,187.77752625585958
1,69,2,4564,decision Tree,0.0,0.0
2,69,2,4564,random forest,343.96161163388246,252.3125
0,114,1,450,lin_reg,24.36068355362876,15.34001314636315
1,114,1,450,decision Tree,0.9211143190407854,0.11121337827326938
2,114,1,450,random forest,12.258664261161401,6.7657403806450995
0,65B,2,1170,lin_reg,53.49743571117441,21.09672036121209
1,65B,2,1170,decision Tree,4.384412643045489,1.3765770781880904
2,65B,2,1170,random forest,30.43220280978472,9.88668679091277
0,33D,2,748,lin_reg,64.0898992942655,32.195416940024444
1,33D,2,748,decision Tree,0.0,0.0
2,33D,2,748,random forest,38.5622259146138,18.617283950617285
0,38B,2,4998,lin_reg,24.028622964632177,17.88689343446855
1,38B,2,4998,decision Tree,0.0,0.0
2,38B,2,4998,random forest,13.123980072013236,8.217098166127291
0,42,2,1272,lin_reg,22.1136842786653,15.824444985967105
1,42,2,1272,decision Tree,4.821085702908683,1.349590218370923
2,42,2,1272,random forest,13.791540475858381,8.25794140832737
0,27,1,2312,lin_reg,46.25895962922766,31.674994965014807
1,27,1,2312,decision Tree,14.4508026837767,5.991852262130123
2,27,1,2312,random forest,27.696551945763847,17.03895098548104
0,46A,2,2059,lin_reg,21.878847083465107,14.671271549486248
1,46A,2,2059,decision Tree,6.333869564640972,2.443949375991139
2,46A,2,2059,random forest,12.149852859432979,7.354528979915885
0,44,2,2897,lin_reg,20.090771199099763,13.684605499625611
1,44,2,2897,decision Tree,3.20930166340961,0.9117302263230529
2,44,2,2897,random forest,10.312752038934619,6.231075910672069
0,145,1,3133,lin_reg,15.170999475493604,11.841156771215111
1,145,1,3133,decision Tree,5.848621596929941,2.421618923970746
2,145,1,3133,random forest,9.753839551574607,6.543725850941181
0,120,1,72,lin_reg,14.849179288576952,10.611367176453486
1,120,1,72,decision Tree,4.7111456395455935,1.6565402379974847
2,120,1,72,random forest,8.97847833187914,5.430382095321889
0,65B,1,7460,lin_reg,206.11880182652027,56.00135508367647
1,65B,1,7460,decision Tree,1.5431058518120837,0.2905416212742371
2,65B,1,7460,random forest,126.33444073396261,26.58464239406237
0,84,2,4156,lin_reg,133.22588742456975,92.6302500847287
1,84,2,4156,decision Tree,4.948839389694208,0.5091422954042764
2,84,2,4156,random forest,60.227880906689094,29.466933882588833
0,39A,2,349,lin_reg,88.7671592197629,59.851771995532054
1,39A,2,349,decision Tree,27.438255355866072,11.09083073306192
2,39A,2,349,random forest,46.15206452188555,27.144345374056034
0,14C,1,1194,lin_reg,9.934607997699503,6.7052446389994325
1,14C,1,1194,decision Tree,0.0,0.0
2,14C,1,1194,random forest,5.616524857411646,3.020408163265306
0,17,2,1035,lin_reg,37.41119884225326,23.52335113327557
1,17,2,1035,decision Tree,4.329971992720888,0.7731501730560997
2,17,2,1035,random forest,23.919736816573902,10.86863753622557
0,84,1,4136,lin_reg,36.61990159561946,26.79142548623913
1,84,1,4136,decision Tree,5.752054167355631,1.1911911744449846
2,84,1,4136,random forest,19.898156298924214,11.927312164874264
0,270,1,4323,lin_reg,67.42082512619774,39.5466769276352
1,270,1,4323,decision Tree,3.522918168066322,0.5933987507950104
2,270,1,4323,random forest,34.5256805716619,15.764008082260938
0,75,1,4647,lin_reg,21.570630933629545,14.968457447055735
1,75,1,4647,decision Tree,4.71238498263186,1.3787752601162402
2,75,1,4647,random forest,12.383843609180142,7.404637806520238
0,69,1,1970,lin_reg,18.785911877516437,10.348455981645822
1,69,1,1970,decision Tree,3.528927385570175,1.13691864390395
2,69,1,1970,random forest,10.910260171441427,4.978950400289073
0,83A,1,1181,lin_reg,35.21623234950847,17.64353183615477
1,83A,1,1181,decision Tree,0.5307697539403464,0.04369373948203616
2,83A,1,1181,random forest,19.187904818382282,7.506292584811359
0,44,2,2903,lin_reg,43.93518149468286,32.738556069498586
1,44,2,2903,decision Tree,18.096851214169405,6.857139086741558
2,44,2,2903,random forest,25.309251183857835,16.25826230627507
0,40D,2,1533,lin_reg,26.015219381497374,17.985284715706683
1,40D,2,1533,decision Tree,3.6599089059711583,0.9715766713921694
2,40D,2,1533,random forest,16.844591199377167,9.113430819179921
0,31A,1,707,lin_reg,38.65752150806198,24.257765696184656
1,31A,1,707,decision Tree,0.3850549955207556,0.03043097083794758
2,31A,1,707,random forest,24.212249624293037,11.434560723514211
0,116,1,2852,lin_reg,25.471207902551175,19.512630512149823
1,116,1,2852,decision Tree,0.0,0.0
2,116,1,2852,random forest,14.539144554846562,9.606060606060607
0,75,2,4637,lin_reg,50.84635991187392,29.88641521602919
1,75,2,4637,decision Tree,3.1486950500928437,0.39318717644053536
2,75,2,4637,random forest,26.629402887265126,13.850463640290897
0,17,1,1305,lin_reg,40.60820498910608,28.00902550346234
1,17,1,1305,decision Tree,10.588789593457923,3.390814276100743
2,17,1,1305,random forest,23.020111913806968,14.028333873970984
0,54A,1,1096,lin_reg,18.154488797374064,13.540104043879266
1,54A,1,1096,decision Tree,3.575907392466539,1.0954375191963006
2,54A,1,1096,random forest,10.805045516571143,6.904036803734407
0,56A,1,2735,lin_reg,25.370321607121127,12.698212890315082
1,56A,1,2735,decision Tree,0.21444078083435641,0.018368983957219257
2,56A,1,2735,random forest,12.898571940438876,4.183356357694593
0,39A,2,756,lin_reg,48.99370059598746,34.988799367218256
1,39A,2,756,decision Tree,15.06844973924771,6.166312757714838
2,39A,2,756,random forest,28.531242783170566,17.636214994685297
0,70D,2,1699,lin_reg,13.29386111994391,10.194498774134019
1,70D,2,1699,decision Tree,0.0,0.0
2,70D,2,1699,random forest,7.401889722070725,4.6880733944954125
0,116,2,4477,lin_reg,47.99601540172205,41.436573826281546
1,116,2,4477,decision Tree,0.0,0.0
2,116,2,4477,random forest,36.37248760266653,23.708812260536398
0,116,1,2845,lin_reg,147.85906738374928,109.37483380966086
1,116,1,2845,decision Tree,0.0,0.0
2,116,1,2845,random forest,101.79008183626694,63.10964912280703
0,16,2,1344,lin_reg,35.301121006388684,26.33168738427313
1,16,2,1344,decision Tree,14.063763064838938,6.118395963552764
2,16,2,1344,random forest,22.247604156653704,14.980158651896224
0,7B,1,2053,lin_reg,22.248699848228682,17.231333863387093
1,7B,1,2053,decision Tree,0.3732383763024853,0.036935704514363885
2,7B,1,2053,random forest,11.481998837729497,7.213406292749658
0,66X,2,759,lin_reg,25.951479869794216,18.07198168096337
1,66X,2,759,decision Tree,4.115665041174595,0.8761586793221081
2,66X,2,759,random forest,16.17481424724284,9.08377099697461
0,239,1,2681,lin_reg,35.44589442220844,25.087419515823072
1,239,1,2681,decision Tree,2.1875649226839493,0.37276300299758164
2,239,1,2681,random forest,17.967379535630343,11.01496977778472
0,102,2,4926,lin_reg,62.14503841239742,35.91914200497792
1,102,2,4926,decision Tree,6.516125758845393,0.9654071340045937
2,102,2,4926,random forest,32.446581409533465,14.459957007549493
0,38B,2,750,lin_reg,40.11056269150689,31.99736633453624
1,38B,2,750,decision Tree,0.0,0.0
2,38B,2,750,random forest,24.210290209883556,14.96019138755981
0,122,2,1433,lin_reg,14.253464661425056,10.535521988693569
1,122,2,1433,decision Tree,3.0671734059566256,0.9252010753534976
2,122,2,1433,random forest,7.700574888708377,4.841625057541436
0,9,2,1348,lin_reg,51.33264413263776,39.453738169377466
1,9,2,1348,decision Tree,16.023482558234914,5.713302154264468
2,9,2,1348,random forest,30.553167503195652,19.104028311118263
0,9,1,2457,lin_reg,24.766635684853057,12.561833057495571
1,9,1,2457,decision Tree,5.972892879158365,2.621549154948727
2,9,1,2457,random forest,15.60616445353612,7.098557355847143
0,77A,2,4713,lin_reg,484.4823648101134,328.0997366173204
1,77A,2,4713,decision Tree,0.0,0.0
2,77A,2,4713,random forest,528.2136720431736,422.5166666666666
0,13,1,327,lin_reg,103.56529834114015,51.82187938562898
1,13,1,327,decision Tree,20.075744395866245,6.47153073227295
2,13,1,327,random forest,60.51745270179621,27.936978137359812
0,66B,1,3366,lin_reg,17.242033246607427,11.632209811485659
1,66B,1,3366,decision Tree,2.765965800290289,0.6615400779088838
2,66B,1,3366,random forest,9.539803348819587,5.030904820384194
0,32,2,3594,lin_reg,39.248039572977504,24.10744328919627
1,32,2,3594,decision Tree,2.3072683916209344,0.40269142551673104
2,32,2,3594,random forest,20.728173127835824,10.731245356328822
0,66,2,7387,lin_reg,184.16712006392342,70.76090192753698
1,66,2,7387,decision Tree,29.819894872599125,6.0123716018537
2,66,2,7387,random forest,117.77953943867365,34.30207015571954
0,33,1,3772,lin_reg,8.673198684532698,5.754679244313801
1,33,1,3772,decision Tree,0.841162359946204,0.12699718486890496
2,33,1,3772,random forest,5.069811196580874,2.73751798310899
0,51D,2,2152,lin_reg,11.031089795911019,7.9379896812213495
1,51D,2,2152,decision Tree,0.0,0.0
2,51D,2,2152,random forest,6.196723888348679,3.901472882169427
0,63,2,3295,lin_reg,7.038811652279715,4.279050189383122
1,63,2,3295,decision Tree,0.0,0.0
2,63,2,3295,random forest,4.822358762361196,2.0716049382716055
0,32X,2,1741,lin_reg,59.24184111198757,40.17682645958513
1,32X,2,1741,decision Tree,0.0,0.0
2,32X,2,1741,random forest,34.11413200064597,19.448220064724918
0,14,1,4415,lin_reg,44.21235167168635,30.69199279241546
1,14,1,4415,decision Tree,13.137603927565443,5.496442292371938
2,14,1,4415,random forest,24.51101849164457,15.143769504591946
0,31B,1,535,lin_reg,22.851062050732555,17.158082341179295
1,31B,1,535,decision Tree,0.0,0.0
2,31B,1,535,random forest,13.463153714360834,8.142857142857142
0,32X,2,3610,lin_reg,21.756184309287324,14.573146892944067
1,32X,2,3610,decision Tree,0.0,0.0
2,32X,2,3610,random forest,12.989851652528314,6.91747572815534
0,1,1,47,lin_reg,30.572821289703757,19.737931987995
1,1,1,47,decision Tree,7.326127196417488,2.3522518881272734
2,1,1,47,random forest,19.131725808196784,10.478878075980829
0,31,2,583,lin_reg,25.946773589912777,17.258762205566374
1,31,2,583,decision Tree,3.288266334425222,0.7339615215051747
2,31,2,583,random forest,14.357069806171687,7.983881208755724
0,145,2,1444,lin_reg,34.955982079783475,21.872049581754215
1,145,2,1444,decision Tree,11.2116338681495,4.539053101977291
2,145,2,1444,random forest,22.179255052839466,11.82469260992881
0,69,2,2159,lin_reg,47.27434147505344,32.66922286238843
1,69,2,2159,decision Tree,5.093326593455643,0.9652937338742371
2,69,2,2159,random forest,22.435205212226197,13.040288219832409
0,31B,2,692,lin_reg,19.660761595640174,12.235828032366248
1,31B,2,692,decision Tree,0.0,0.0
2,31B,2,692,random forest,11.417744234388877,5.63668430335097
0,38,2,1838,lin_reg,28.38211893872864,17.28311353781454
1,38,2,1838,decision Tree,0.0,0.0
2,38,2,1838,random forest,17.16621565199723,8.767375886524823
0,84A,1,4126,lin_reg,13.832313365650977,8.474499660770444
1,84A,1,4126,decision Tree,0.2004459314343183,0.012175324675324676
2,84A,1,4126,random forest,8.186069954312481,3.8393533549783547
0,41X,2,747,lin_reg,51.6779420575078,37.5169649553346
1,41X,2,747,decision Tree,0.0,0.0
2,41X,2,747,random forest,35.384733503014616,24.523809523809522
0,76A,1,2206,lin_reg,17.21190537899548,12.936341814071298
1,76A,1,2206,decision Tree,0.0,0.0
2,76A,1,2206,random forest,8.497868084721931,5.490693739424704
0,63,1,3265,lin_reg,13.441215294621614,9.926422516822425
1,63,1,3265,decision Tree,0.0,0.0
2,63,1,3265,random forest,7.930601770637866,4.307142857142857
0,16D,1,45,lin_reg,22.886063704420675,16.845685144496876
1,16D,1,45,decision Tree,0.0,0.0
2,16D,1,45,random forest,14.344497032087885,8.491525423728813
0,31,1,563,lin_reg,15.614007136973369,12.609486198909439
1,31,1,563,decision Tree,3.4059489761319264,0.9057863208451779
2,31,1,563,random forest,9.133439144914451,5.799675390981061
0,46E,2,3114,lin_reg,35.94926404856684,27.517306538475726
1,46E,2,3114,decision Tree,0.0,0.0
2,46E,2,3114,random forest,18.72491519285446,12.465986394557824
0,41B,2,7145,lin_reg,9.262999785914797,7.067060487505847
1,41B,2,7145,decision Tree,0.0,0.0
2,41B,2,7145,random forest,4.796434825684285,2.627777777777778
0,33,2,231,lin_reg,37.38775850237141,27.651100108146323
1,33,2,231,decision Tree,4.941064404340558,1.1346476497866342
2,33,2,231,random forest,20.75747676239231,12.660733368374803
0,69,1,1949,lin_reg,32.76958225699494,19.940139660847745
1,69,1,1949,decision Tree,1.8885368072585298,0.3581176269320599
2,69,1,1949,random forest,18.238944124277154,9.615161912699621
0,46A,1,435,lin_reg,30.03244105198483,24.69268297754249
1,46A,1,435,decision Tree,14.883925028184215,7.414943048167793
2,46A,1,435,random forest,19.6316721904386,13.763482619852159
0,38A,2,4998,lin_reg,21.82091751603999,15.913680169979077
1,38A,2,4998,decision Tree,2.6470073280663033,0.5225036404009477
2,38A,2,4998,random forest,13.045836046727084,7.967816521720231
0,18,1,2472,lin_reg,27.327580438857666,16.04956209216306
1,18,1,2472,decision Tree,1.71219133703702,0.3809014934147881
2,18,1,2472,random forest,13.183781264684177,6.583602712506026
0,84A,1,3130,lin_reg,9.062148976663185,6.646448664566012
1,84A,1,3130,decision Tree,1.4249685150754203,0.3352830763579459
2,84A,1,3130,random forest,4.755759909190492,2.8626724828578167
0,15B,1,7445,lin_reg,14.770398178489744,10.592658883771898
1,15B,1,7445,decision Tree,1.9481955715951695,0.48020850242267726
2,15B,1,7445,random forest,7.891031420264263,4.806062511418819
0,69,2,7665,lin_reg,175.0577028218063,124.72974555275383
1,69,2,7665,decision Tree,3.2934584769899296,0.26272972737566413
2,69,2,7665,random forest,96.87121897148155,55.0515879048803
0,83,1,4891,lin_reg,24.63034398194777,15.591810669629938
1,83,1,4891,decision Tree,4.718188817028391,1.414469506139834
2,83,1,4891,random forest,15.270177502107224,8.004551325211791
0,69,2,3454,lin_reg,20.3757316283532,12.741194375272462
1,69,2,3454,decision Tree,0.7298228265502548,0.07652629621882916
2,69,2,3454,random forest,11.761197738665231,5.672383715099244
0,67,2,1474,lin_reg,42.88196245931408,31.564528413154925
1,67,2,1474,decision Tree,10.194571757978332,3.4293238015514977
2,67,2,1474,random forest,24.906856197878458,15.388884305518495
0,7A,1,429,lin_reg,21.059489970562556,15.397082304306494
1,7A,1,429,decision Tree,4.542836405852237,1.3297092240088986
2,7A,1,429,random forest,12.908224063103733,7.6424179261257725
0,70,2,1845,lin_reg,126.85008236923517,78.37806907249096
1,70,2,1845,decision Tree,7.642817145556781,1.5062343761769874
2,70,2,1845,random forest,61.23154577947874,28.010006396198428
0,75,2,2040,lin_reg,80.19254655136882,57.80192411129488
1,75,2,2040,decision Tree,18.371264114478567,5.215788898411644
2,75,2,2040,random forest,47.192558369386646,26.94303334091246
0,7D,2,3536,lin_reg,29.555104853699657,14.884966425339044
