,Route,Direction,Stop,Model,RMSE,MAE
0,56A,1,2727,lin_reg,14.520180090255009,9.979518812535039
1,56A,1,2727,decision Tree,2.4796926540239594,0.5801332231843415
2,56A,1,2727,random forest,10.164279288471484,4.174689456305538
0,75,2,2521,lin_reg,16.36823505554371,12.219737768253713
1,75,2,2521,decision Tree,3.729069143640866,1.0760489536709175
2,75,2,2521,random forest,9.533958334514704,5.867896777807073
0,7B,1,759,lin_reg,22.542026532406076,16.45577222355778
1,7B,1,759,decision Tree,0.6949101645528762,0.07387140902872777
2,7B,1,759,random forest,13.14788517833056,7.814952337524156
0,13,1,118,lin_reg,35.18689564353025,17.615633601901582
1,13,1,118,decision Tree,5.772409035579202,1.9250308147368735
2,13,1,118,random forest,19.622003262870596,8.75603795105219
0,40,2,2696,lin_reg,32.68955436535658,22.8492614358121
1,40,2,2696,decision Tree,10.935472168991213,4.142543847164746
2,40,2,2696,random forest,20.050470854049497,12.147773827032418
0,14C,2,1036,lin_reg,31.321352549250324,24.141134101843694
1,14C,2,1036,decision Tree,0.0,0.0
2,14C,2,1036,random forest,21.731949173009305,12.218963831867056
0,38A,2,4999,lin_reg,23.986643637476256,14.414698434491067
1,38A,2,4999,decision Tree,3.532063897685118,1.0583328175011175
2,38A,2,4999,random forest,14.121446093053088,7.409658216893349
0,40E,1,4364,lin_reg,22.973218431700644,15.292424220927366
1,40E,1,4364,decision Tree,0.0,0.0
2,40E,1,4364,random forest,12.870051909272725,7.299390774586598
0,65B,2,1069,lin_reg,35.68750413681838,25.996823152080022
1,65B,2,1069,decision Tree,5.222960054653028,1.2912894577072977
2,65B,2,1069,random forest,20.56514211233773,12.138845994345168
0,40,1,841,lin_reg,50.126234160071206,29.891288461587706
1,40,1,841,decision Tree,8.925536418927788,3.187437688999855
2,40,1,841,random forest,25.458660290654876,13.345617140120734
0,56A,1,2097,lin_reg,20.41807116600781,15.414575308191942
1,56A,1,2097,decision Tree,1.086595483838702,0.13701873144548304
2,56A,1,2097,random forest,10.592055831997811,6.439467168142858
0,45A,2,3553,lin_reg,21.621635156595907,13.371389235716167
1,45A,2,3553,decision Tree,1.3549403288391222,0.16291690603855485
2,45A,2,3553,random forest,12.479262722665029,6.0980462124990185
0,31,1,562,lin_reg,20.18119891949766,14.953126846917801
1,31,1,562,decision Tree,3.2085765047701447,0.7248441698397307
2,31,1,562,random forest,12.098913269904838,7.513569167731966
0,161,1,2965,lin_reg,8.165449231280357,6.123106520036242
1,161,1,2965,decision Tree,0.0,0.0
2,161,1,2965,random forest,4.69041575982343,3.0648148148148144
0,45A,2,3551,lin_reg,23.35880330590293,13.972784770004468
1,45A,2,3551,decision Tree,0.0,0.0
2,45A,2,3551,random forest,14.398423506870609,8.087209302325581
0,66,1,3968,lin_reg,23.371559950540505,17.31687557022742
1,66,1,3968,decision Tree,1.8351245861308343,0.3323328770007501
2,66,1,3968,random forest,9.991776990264864,5.9819044571016295
0,123,2,1485,lin_reg,51.78795976050059,32.029127199551446
1,123,2,1485,decision Tree,8.144256387503333,2.544589739550872
2,123,2,1485,random forest,25.570672451499853,14.239818542097654
0,31A,1,715,lin_reg,10.972649779584144,8.51280580774466
1,31A,1,715,decision Tree,0.09630430576277718,0.008369688156406527
2,31A,1,715,random forest,6.046643858320217,3.5378801868137786
0,220,1,137,lin_reg,14.996655803626565,11.074811890362584
1,220,1,137,decision Tree,0.0,0.0
2,220,1,137,random forest,6.742030549168843,3.3688611111111104
0,69X,1,3435,lin_reg,43.320838709373625,29.157706601858884
1,69X,1,3435,decision Tree,0.0,0.0
2,69X,1,3435,random forest,21.37562652620965,13.654188948306594
0,43,2,3751,lin_reg,22.18435229200452,15.01586781781057
1,43,2,3751,decision Tree,4.852533632900555,1.6215291372931413
2,43,2,3751,random forest,12.685116134765053,7.4241465931885795
0,9,1,1286,lin_reg,56.85369353217411,40.337783952797636
1,9,1,1286,decision Tree,17.146410078627703,6.906032345550965
2,9,1,1286,random forest,31.884140517389003,20.12575125085375
0,17A,1,6068,lin_reg,20.69229432185737,15.905565392337817
1,17A,1,6068,decision Tree,7.153202743404874,2.3666845700672883
2,17A,1,6068,random forest,12.01761631456154,7.821567380756497
0,44B,2,3518,lin_reg,22.057688632989343,16.918324698350297
1,44B,2,3518,decision Tree,0.17970223593576706,0.014526894385551627
2,44B,2,3518,random forest,11.55303770778277,6.710836277974087
0,15,2,6316,lin_reg,66.18440955006606,24.302556602278962
1,15,2,6316,decision Tree,12.083215214558672,3.5841901997091856
2,15,2,6316,random forest,36.9762567470751,13.069021315705692
0,31A,2,703,lin_reg,10.772941214267632,7.672033936791084
1,31A,2,703,decision Tree,2.457170342531114,0.6320098839262247
2,31A,2,703,random forest,6.3846901166522905,3.5193251581224896
0,42D,1,94,lin_reg,21.000838752206445,16.24705239811986
1,42D,1,94,decision Tree,0.0,0.0
2,42D,1,94,random forest,12.799507058960549,8.380952380952381
0,15B,2,6285,lin_reg,211.84799333476974,179.8880851949846
1,15B,2,6285,decision Tree,0.0,0.0
2,15B,2,6285,random forest,272.7789185106474,177.74242424242425
0,43,2,4958,lin_reg,25.475583935925094,18.227942544124733
1,43,2,4958,decision Tree,1.1218656348995406,0.16943521594684385
2,43,2,4958,random forest,15.300436568056698,8.834994462901438
0,61,2,7449,lin_reg,14.98091958311737,11.104275779655643
1,61,2,7449,decision Tree,0.7979704144738308,0.10325156097638803
2,61,2,7449,random forest,8.227448172509439,5.062505901350101
0,66,1,400,lin_reg,37.84384540251083,27.42980996455732
1,66,1,400,decision Tree,3.5441892102352455,0.6220361842796148
2,66,1,400,random forest,21.55761626332066,12.659433757872836
0,16,1,1289,lin_reg,23.240968785140083,16.570237574993993
1,16,1,1289,decision Tree,7.111585526930829,2.525553734275553
2,16,1,1289,random forest,13.555976413358335,8.292867246324223
0,66X,1,3956,lin_reg,20.09191574398307,12.656285874020261
1,66X,1,3956,decision Tree,0.6139584444707981,0.04876660341555978
2,66X,1,3956,random forest,11.21404461121289,5.380771663504111
0,69X,1,3453,lin_reg,13.397726470262675,10.306931856062072
1,69X,1,3453,decision Tree,0.0,0.0
2,69X,1,3453,random forest,7.284189571014508,4.479500891265597
0,37,2,315,lin_reg,106.0815897275652,68.25890513679323
1,37,2,315,decision Tree,16.06112663421383,3.780571776886956
2,37,2,315,random forest,62.04646535383779,31.479936848467037
0,67X,1,3925,lin_reg,16.206837946943597,12.946100050265148
1,67X,1,3925,decision Tree,1.5006003393462617,0.16666666666666666
2,67X,1,3925,random forest,9.190990739683201,5.885547201336675
0,16C,2,1336,lin_reg,11.59866171940755,8.000363959086048
1,16C,2,1336,decision Tree,0.0,0.0
2,16C,2,1336,random forest,6.527132355799402,3.3362962962962968
0,51D,1,2145,lin_reg,9.464754487398567,7.350821051032869
1,51D,1,2145,decision Tree,0.0,0.0
2,51D,1,2145,random forest,5.838914066749261,3.573099415204678
0,39A,2,1700,lin_reg,24.70867712068922,19.80694541938571
1,39A,2,1700,decision Tree,13.27481915441992,6.428929838530792
2,39A,2,1700,random forest,16.620815752212334,11.530983658012707
0,69,2,1981,lin_reg,14.440942147739444,10.908295243264984
1,69,2,1981,decision Tree,0.6139178123130059,0.06899117603485999
2,69,2,1981,random forest,7.678290055373756,4.748238571445853
0,38D,2,1803,lin_reg,15.046141588623211,11.646669040051954
1,38D,2,1803,decision Tree,0.0,0.0
2,38D,2,1803,random forest,10.517393001859137,7.086666666666666
0,33A,2,3848,lin_reg,10.357449633481009,7.127496633633232
1,33A,2,3848,decision Tree,0.05739696864825128,0.004503753127606337
2,33A,2,3848,random forest,5.672426788743781,3.2182976554536187
0,51D,2,4413,lin_reg,52.268301379106425,39.48865279053857
1,51D,2,4413,decision Tree,0.0,0.0
2,51D,2,4413,random forest,27.66117090656071,17.271234832262667
0,41C,2,1632,lin_reg,43.94675190647095,6.281342747724124
1,41C,2,1632,decision Tree,0.3104135668141949,0.06933082427877968
2,41C,2,1632,random forest,26.458397708814005,3.129926479455478
0,61,1,2925,lin_reg,21.4511752872762,13.913607134402739
1,61,1,2925,decision Tree,0.54682887098679,0.03188105740090617
2,61,1,2925,random forest,11.204665122902032,6.578487490831814
0,185,2,4422,lin_reg,18.473048684114627,12.971183792858634
1,185,2,4422,decision Tree,2.3664304619020236,0.4381473994442632
2,185,2,4422,random forest,9.942922868406567,6.011874312609938
0,31B,2,720,lin_reg,14.47061189006519,11.474847305028925
1,31B,2,720,decision Tree,0.0,0.0
2,31B,2,720,random forest,7.344888576413181,4.596768132281097
0,31A,2,607,lin_reg,18.47074164642082,13.507039364067458
1,31A,2,607,decision Tree,0.38664704640956976,0.03930954453147665
2,31A,2,607,random forest,11.096572053163117,6.718802639004825
0,123,2,1935,lin_reg,41.18790583337591,30.853091766998592
1,123,2,1935,decision Tree,9.654715109203549,2.7581325737114253
2,123,2,1935,random forest,24.01546623139406,15.41545485573085
0,41C,2,7655,lin_reg,8.844205807970129e-13,7.753797603982093e-13
1,41C,2,7655,decision Tree,0.0,0.0
2,41C,2,7655,random forest,26.326475900380842,20.416666666666664
0,67,2,3938,lin_reg,13.199872758432369,10.388163208396085
1,67,2,3938,decision Tree,3.6933276570646947,1.1380054451316968
2,67,2,3938,random forest,8.117194575076324,5.051419603953214
0,37,2,1528,lin_reg,24.581557873034104,16.888052150129077
1,37,2,1528,decision Tree,4.269802553996396,1.195072285441842
2,37,2,1528,random forest,14.269128881214325,8.702042848377427
0,31,1,720,lin_reg,11.823467622400727,9.310614114111548
1,31,1,720,decision Tree,0.0,0.0
2,31,1,720,random forest,5.882169419632553,3.747512437810945
0,42D,1,3598,lin_reg,23.13515100893201,16.00671398497021
1,42D,1,3598,decision Tree,0.0,0.0
2,42D,1,3598,random forest,13.375745553265098,7.940379403794037
0,220,1,1826,lin_reg,51.60032510259121,24.412527107225227
1,220,1,1826,decision Tree,2.9834592727102147,0.457638356514438
2,220,1,1826,random forest,31.836602188208712,11.825298997473368
0,38,1,7333,lin_reg,581.5825703963659,443.53367821390555
1,38,1,7333,decision Tree,0.0,0.0
2,38,1,7333,random forest,405.2240849551983,265.5104166666667
0,42,2,7538,lin_reg,9.523989832309399e-14,8.064660050877137e-14
1,42,2,7538,decision Tree,0.0,0.0
2,42,2,7538,random forest,3.214550253664319,2.4666666666666672
0,15,2,1161,lin_reg,17.893113011847735,12.812778118497842
1,15,2,1161,decision Tree,5.714126047945703,2.2709108068805897
2,15,2,1161,random forest,10.399117587707053,6.459607780007493
0,25,1,2198,lin_reg,17.438865092223285,12.857432672539288
1,25,1,2198,decision Tree,4.867283875258313,1.5112112541210836
2,25,1,2198,random forest,9.690005617327603,6.105637632968811
0,66,2,2232,lin_reg,16.96997855576417,12.290622865333294
1,66,2,2232,decision Tree,2.560406109099984,0.630588207008288
2,66,2,2232,random forest,9.209053361341043,5.57205901211945
0,38B,2,1702,lin_reg,23.182436999510838,17.58169920097863
1,38B,2,1702,decision Tree,1.2020501693296135,0.13411416262789444
2,38B,2,1702,random forest,13.257122287694,7.82609115888599
0,7A,2,3236,lin_reg,41.86362636199682,30.363597153002377
1,7A,2,3236,decision Tree,7.324797167254776,1.5713591548870571
2,7A,2,3236,random forest,23.87506760294468,14.069451563669285
0,75,2,2843,lin_reg,29.669008798809422,20.505615186991076
1,75,2,2843,decision Tree,1.3419945268496472,0.16150733478576612
2,75,2,2843,random forest,16.627178863704962,9.153395125317347
0,41,2,46,lin_reg,41.86849654975802,28.946317946386426
1,41,2,46,decision Tree,13.391856185020666,5.510978277236167
2,41,2,46,random forest,25.67395664244792,15.923821778438178
0,16,2,1341,lin_reg,36.56783318752539,28.47680353994812
1,16,2,1341,decision Tree,13.354509443723833,5.240163865759906
2,16,2,1341,random forest,22.616191842657106,15.020433226889766
0,45A,2,3069,lin_reg,34.69864703478947,13.888463165784616
1,45A,2,3069,decision Tree,1.2409019645917745,0.18322141955226615
2,45A,2,3069,random forest,22.169858156172825,6.836420595050599
0,68,2,3421,lin_reg,30.472016773016094,20.16029657219608
1,68,2,3421,decision Tree,2.1152931168439255,0.35579203013481364
2,68,2,3421,random forest,15.295587189845566,7.989312305678285
0,116,1,5143,lin_reg,47.48973710533994,24.702319064355812
1,116,1,5143,decision Tree,0.0,0.0
2,116,1,5143,random forest,35.049214076886344,17.093333333333334
0,39,1,773,lin_reg,17.375284935145825,13.657409035262422
1,39,1,773,decision Tree,0.0,0.0
2,39,1,773,random forest,9.087755585803437,6.166666666666666
0,83A,1,1076,lin_reg,27.382924818322763,20.341539166494055
1,83A,1,1076,decision Tree,1.1166632927963636,0.09578380575027938
2,83A,1,1076,random forest,15.72491804232723,9.658531674563372
0,122,2,14,lin_reg,40.16806556208115,27.25713348021549
1,122,2,14,decision Tree,12.670538782903396,5.531522980620819
2,122,2,14,random forest,23.816637438457004,14.05254177379373
0,239,2,4410,lin_reg,31.429433660757486,20.4426329840901
1,239,2,4410,decision Tree,0.08355930056330291,0.00517196793379881
2,239,2,4410,random forest,13.172729927878178,6.232859441509558
0,45A,2,3045,lin_reg,32.02876886086753,21.81131564356564
1,45A,2,3045,decision Tree,2.3100208688010295,0.4210649418395897
2,45A,2,3045,random forest,17.550205605735588,9.742831524426572
0,67,2,7385,lin_reg,232.22038652336346,91.46309746980177
1,67,2,7385,decision Tree,22.246025755012518,2.20490222068219
2,67,2,7385,random forest,139.85695040966436,42.317488548229974
0,67,1,1444,lin_reg,50.08928639593484,32.50385589940883
1,67,1,1444,decision Tree,6.465700148891566,1.4985654021961452
2,67,1,1444,random forest,28.650596333713054,15.87940139391576
0,104,2,674,lin_reg,33.10713634983137,23.32847887636036
1,104,2,674,decision Tree,7.646594726791501,2.64176304060028
2,104,2,674,random forest,20.79325828260443,12.799329494934305
0,27,1,4595,lin_reg,631.4302538987255,430.39555672047914
1,27,1,4595,decision Tree,0.0,0.0
2,27,1,4595,random forest,512.1082448136626,339.4367816091953
0,70,1,1660,lin_reg,38.305937374437846,28.377066070898277
1,70,1,1660,decision Tree,3.6864703902707356,0.7061014571697064
2,70,1,1660,random forest,19.92733444696144,12.591510834311746
0,40D,2,1535,lin_reg,20.989228209772186,16.27830585488794
1,40D,2,1535,decision Tree,8.694109052378098,3.539877748455433
2,40D,2,1535,random forest,13.633108895050025,9.022062643489862
0,13,1,6125,lin_reg,30.72977530475375,21.942708590364838
1,13,1,6125,decision Tree,4.221466510673452,0.9833051880952337
2,13,1,6125,random forest,17.68080887349198,10.626418886068235
0,185,2,4156,lin_reg,50.14981679081304,28.58731480257277
1,185,2,4156,decision Tree,3.4502397343317703,0.5572030761274235
2,185,2,4156,random forest,30.76272023284067,15.059307934610649
0,40D,1,7343,lin_reg,29.96865029792459,17.282065172448878
1,40D,1,7343,decision Tree,2.8646942416412937,0.6896814881251768
2,40D,1,7343,random forest,16.552759049684454,8.055703030484915
0,7,2,4705,lin_reg,18.03753853501558,13.45544528453155
1,7,2,4705,decision Tree,4.669366043581349,1.474074882304599
2,7,2,4705,random forest,10.760496103057507,6.638575972785933
0,47,2,397,lin_reg,32.999675538466136,25.812473812127042
1,47,2,397,decision Tree,4.561188317732321,0.7482897632250682
2,47,2,397,random forest,19.26425104285626,11.976476062446489
0,142,2,7623,lin_reg,30.900943521415908,23.41441316912802
1,142,2,7623,decision Tree,3.171213294866118,0.40840716131413807
2,142,2,7623,random forest,20.43707649364838,12.563953488372093
0,33A,1,3711,lin_reg,51.38651651001378,34.33128570423987
1,33A,1,3711,decision Tree,1.7252437652061565,0.27469135802469136
2,33A,1,3711,random forest,29.442485521839078,16.12307098765432
0,32,1,941,lin_reg,27.55178138215071,4.85635805931379
1,32,1,941,decision Tree,0.8876339444281954,0.21826718932574965
2,32,1,941,random forest,20.405643713813717,2.6535195140624204
0,83A,1,1285,lin_reg,52.571201126028335,36.68212069107929
1,83A,1,1285,decision Tree,4.5705258047026875,1.013016219742574
2,83A,1,1285,random forest,32.666183854807954,18.412847766145617
0,104,2,4790,lin_reg,18.29427773658982,14.140848061765185
1,104,2,4790,decision Tree,2.9103602313169086,0.5406590476852853
2,104,2,4790,random forest,10.774845102563903,6.997006958127706
0,33E,1,1175,lin_reg,7.743906656712687,7.041778295287873
1,33E,1,1175,decision Tree,0.0,0.0
2,33E,1,1175,random forest,6.651497894641796,5.090909090909091
0,67,1,2193,lin_reg,11.1967384913425,7.089692511137068
1,67,1,2193,decision Tree,2.2199859394694172,0.5954018756813513
2,67,1,2193,random forest,6.317747238131421,3.298987722860766
0,15,1,4415,lin_reg,49.339135520474414,34.31218945110435
1,15,1,4415,decision Tree,9.676167228565745,3.1985542645156553
2,15,1,4415,random forest,25.73735735447865,15.285764033986437
0,31B,2,690,lin_reg,38.888898737489995,12.189379059819894
1,31B,2,690,decision Tree,0.0,0.0
2,31B,2,690,random forest,18.852131452067393,5.656765676567656
0,83A,2,199,lin_reg,27.138750090104217,21.014366929859495
1,83A,2,199,decision Tree,13.905347003493192,6.400340371007331
2,83A,2,199,random forest,16.229880125062756,10.504291135210838
0,13,1,2145,lin_reg,32.56774774639489,14.429395804768504
1,13,1,2145,decision Tree,5.431664009894359,2.0953294094100463
2,13,1,2145,random forest,20.62217433956485,8.287140762006901
0,40B,2,1537,lin_reg,39.034980073828656,27.305656979417183
1,40B,2,1537,decision Tree,0.29917582261858355,0.0191358024691358
2,40B,2,1537,random forest,20.68306920773249,11.760185185185184
0,118,2,3486,lin_reg,17.507860736559167,13.466442350532356
1,118,2,3486,decision Tree,0.0,0.0
2,118,2,3486,random forest,8.812067024967824,5.848484848484849
0,39A,2,1702,lin_reg,17.12606836291483,12.183256228239074
1,39A,2,1702,decision Tree,8.743057921893982,4.179808674119137
2,39A,2,1702,random forest,10.932372362031074,7.155544574978837
0,41B,2,1640,lin_reg,40.740138807588245,28.754391697950233
1,41B,2,1640,decision Tree,0.9437327900138728,0.09866666666666667
2,41B,2,1640,random forest,21.638247368670697,12.697543859649125
0,39X,2,751,lin_reg,39.45475186121018,31.48817446429816
1,39X,2,751,decision Tree,0.0,0.0
2,39X,2,751,random forest,23.467207564246163,15.310468096587078
0,65,2,1357,lin_reg,47.9494237963335,34.45439001814428
1,65,2,1357,decision Tree,7.75513657752935,2.0305611784830275
2,65,2,1357,random forest,26.234471951365993,15.319354228590104
0,42,1,3574,lin_reg,24.55916472777265,16.125241288859154
1,42,1,3574,decision Tree,5.322697546704402,1.9587359327466827
2,42,1,3574,random forest,13.504243707835444,8.030067329470272
0,33D,1,2499,lin_reg,66.12058945310673,53.21825101797596
1,33D,1,2499,decision Tree,0.0,0.0
2,33D,1,2499,random forest,38.906411396280504,27.126543209876544
0,7B,2,3553,lin_reg,17.593819659499832,12.836180912755715
1,7B,2,3553,decision Tree,0.0,0.0
2,7B,2,3553,random forest,10.038536465023725,6.1803103662321535
0,46A,1,2017,lin_reg,16.663354609783667,12.224190332576446
1,46A,1,2017,decision Tree,5.59820004678627,2.3058259238046204
2,46A,1,2017,random forest,10.172021070907972,6.498351141281765
0,9,1,1289,lin_reg,25.110345339710427,16.45359140270958
1,9,1,1289,decision Tree,8.368138752927319,3.4598664115188424
2,9,1,1289,random forest,15.039869760139004,8.379167671393153
0,44,1,3472,lin_reg,27.5201929198579,13.844170850536667
1,44,1,3472,decision Tree,0.5472276397155172,0.08357894736842104
2,44,1,3472,random forest,12.918768321362046,5.905269936983678
0,31B,2,585,lin_reg,50.58076283833083,36.537460369433035
1,31B,2,585,decision Tree,0.0,0.0
2,31B,2,585,random forest,24.696883630552684,14.507132132132133
0,14,2,1170,lin_reg,32.562139185960525,21.059417861340812
1,14,2,1170,decision Tree,7.620823522416042,2.8776718777609473
2,14,2,1170,random forest,18.0463380245062,10.477091029719093
0,14,1,255,lin_reg,38.41739584267001,27.811828003123637
1,14,1,255,decision Tree,10.397482545444955,3.6237650887903032
2,14,1,255,random forest,23.492641117056674,14.497532531897452
0,39,2,1905,lin_reg,22.46556047627127,17.387562845017143
1,39,2,1905,decision Tree,5.8808800153950305,1.9238258523044325
2,39,2,1905,random forest,13.729029650857939,9.170593502539349
0,31,1,544,lin_reg,22.822641428199056,15.484699659523196
1,31,1,544,decision Tree,2.930951755834252,0.7053101909660184
2,31,1,544,random forest,12.705578135981591,7.605414991207309
0,41B,1,3864,lin_reg,13.960093823708782,10.684580359500066
1,41B,1,3864,decision Tree,0.27455197664338143,0.0303030303030303
2,41B,1,3864,random forest,8.314232655300467,5.056363636363637
0,15,1,618,lin_reg,27.557675260839215,19.116021875648563
1,15,1,618,decision Tree,9.577007651291465,4.1310717420326455
2,15,1,618,random forest,17.10929123804118,11.121875357754968
0,84X,2,4284,lin_reg,23.635677642603792,16.412521721183793
1,84X,2,4284,decision Tree,1.8515346520753373,0.16156793398172706
2,84X,2,4284,random forest,13.547912208658135,7.693869731800766
0,116,2,2854,lin_reg,25.382158922345727,16.15560227816913
1,116,2,2854,decision Tree,0.0,0.0
2,116,2,2854,random forest,11.572305867487122,7.088122605363986
0,15D,1,397,lin_reg,39.65289162649264,29.56222623213289
1,15D,1,397,decision Tree,0.0,0.0
2,15D,1,397,random forest,22.104756242447273,14.231359649122808
0,40B,1,980,lin_reg,49.46938616251334,36.18832558044438
1,40B,1,980,decision Tree,2.6914037323983173,0.3166134670922633
2,40B,1,980,random forest,27.35019129225529,16.533850129198967
0,45A,2,5090,lin_reg,8.208039717092747,5.078516367527636
1,45A,2,5090,decision Tree,2.1049232741153596,0.557989506224059
2,45A,2,5090,random forest,4.9772066660275645,2.566660036381086
0,75,2,4708,lin_reg,15.008356583456518,11.423622751609617
1,75,2,4708,decision Tree,3.942274985236086,1.0696382157290785
2,75,2,4708,random forest,9.361992075417362,5.734286718247887
0,56A,1,6075,lin_reg,21.743825781381005,15.020161279911617
1,56A,1,6075,decision Tree,2.492323800979559,0.474843662013574
2,56A,1,6075,random forest,12.120605883497756,7.093789845198221
0,15A,2,1117,lin_reg,37.21711679303648,28.795255781441625
1,15A,2,1117,decision Tree,9.801852593507808,3.2114240640368896
2,15A,2,1117,random forest,22.586375952752913,14.714629790803404
0,65B,2,2592,lin_reg,15.334426986410563,11.469548976927559
1,65B,2,2592,decision Tree,3.493685380050255,0.922092933455593
2,65B,2,2592,random forest,8.833746959262713,5.411971714858233
0,79A,2,2667,lin_reg,16.921307985160844,13.055022692141243
1,79A,2,2667,decision Tree,3.372344604745141,0.8783533600197031
2,79A,2,2667,random forest,10.115685361708866,6.413524438032218
0,53,1,7671,lin_reg,27.28843330950662,20.275400203123322
1,53,1,7671,decision Tree,0.0,0.0
2,53,1,7671,random forest,15.731520492896594,9.597989949748744
0,41C,1,3706,lin_reg,18.641147937594198,14.176462625104065
1,41C,1,3706,decision Tree,4.918846509135597,1.6754847541692004
2,41C,1,3706,random forest,11.155534140204175,7.211309143047149
0,54A,2,2440,lin_reg,29.835749758909422,21.918878016497118
1,54A,2,2440,decision Tree,6.130492021171978,1.8731316887197742
2,54A,2,2440,random forest,16.213731530146728,10.178893826063343
0,70,2,1697,lin_reg,22.37454333515684,15.548789304682346
1,70,2,1697,decision Tree,1.7170638228031012,0.2598116291807881
2,70,2,1697,random forest,13.760682702848362,7.475292150594894
0,13,2,29,lin_reg,16.426558905457377,12.07569069012167
1,13,2,29,decision Tree,4.515286238606819,1.5034361252028499
2,13,2,29,random forest,9.852924370549127,6.342310033374882
0,184,2,5135,lin_reg,8.233558286663607,3.7344805421615157
1,184,2,5135,decision Tree,0.30135859011068944,0.06603461106441769
2,184,2,5135,random forest,3.6173377377538,1.2029629862891533
0,41,1,1173,lin_reg,62.52589189010927,33.46489412366179
1,41,1,1173,decision Tree,14.042876113781977,5.087081072151428
2,41,1,1173,random forest,41.34199026550073,18.001108891621936
0,120,2,408,lin_reg,47.94349656384516,36.500103719531054
1,120,2,408,decision Tree,0.0,0.0
2,120,2,408,random forest,30.695059586300463,19.077205882352942
0,47,2,3485,lin_reg,25.588812232043537,18.768013158377286
1,47,2,3485,decision Tree,0.7692653328122822,0.08490131977236953
2,47,2,3485,random forest,14.835237556208977,9.022618522907777
0,33X,1,3714,lin_reg,24.661575771094377,20.341365229991016
1,33X,1,3714,decision Tree,0.0,0.0
2,33X,1,3714,random forest,16.090011157816885,10.206318504190845
0,27A,2,1220,lin_reg,25.610683779535137,18.957795276176714
1,27A,2,1220,decision Tree,6.688617221395914,2.538023921061882
2,27A,2,1220,random forest,15.668105037819743,10.367673839643812
0,238,1,7100,lin_reg,25.311658255283938,18.655530828229804
1,238,1,7100,decision Tree,4.302016834756581,1.069168801183817
2,238,1,7100,random forest,14.138385589047175,8.580478292036762
0,31A,2,618,lin_reg,26.524270882032493,16.408453976416506
1,31A,2,618,decision Tree,1.4773769495138878,0.247340741033651
2,31A,2,618,random forest,17.79897834744475,8.190437169440099
0,13,1,1946,lin_reg,29.22925451872703,18.600322734422917
1,13,1,1946,decision Tree,2.974201740561353,0.6201944302437981
2,13,1,1946,random forest,18.714489807776438,9.359815099733499
0,49,1,1293,lin_reg,19.226632881812268,13.968257148137795
1,49,1,1293,decision Tree,4.209035518107106,1.236179560053488
2,49,1,1293,random forest,11.118706760892245,6.920727782581584
0,83A,2,2467,lin_reg,86.92471835348732,21.903300859331686
1,83A,2,2467,decision Tree,1.2366788478807362,0.1849211095921622
2,83A,2,2467,random forest,49.685622916428386,10.883261256566536
0,41B,2,1641,lin_reg,41.90713386336404,28.83287981721816
1,41B,2,1641,decision Tree,1.7510498104270167,0.3381754385964912
2,41B,2,1641,random forest,29.28430013324597,13.335491759702284
0,9,1,191,lin_reg,46.00424508648304,31.593082671523796
1,9,1,191,decision Tree,16.671783329917606,5.965914453172045
2,9,1,191,random forest,28.28118772512597,16.49316811183049
0,39,2,1478,lin_reg,60.1225344364852,41.1948391089811
1,39,2,1478,decision Tree,6.744422349249054,1.5577835586917959
2,39,2,1478,random forest,31.36613935053057,17.67176655578724
0,45A,1,5091,lin_reg,14.982208346249841,11.31286769395454
1,45A,1,5091,decision Tree,2.1858235362207488,0.5307632202131544
2,45A,1,5091,random forest,9.305482889249914,5.890403661733757
0,33,2,119,lin_reg,33.88433732395145,26.751942511931112
1,33,2,119,decision Tree,8.160260140809642,2.2242938441000937
2,33,2,119,random forest,20.312031728800434,13.403763488446067
0,53,1,2264,lin_reg,60.07007903000626,40.60675819132552
1,53,1,2264,decision Tree,11.008316146065813,3.32063444732873
2,53,1,2264,random forest,33.59058575145081,18.422131060162112
0,33A,1,3798,lin_reg,63.828125650811316,36.38328950222648
1,33A,1,3798,decision Tree,0.707921101631879,0.0920169616519174
2,33A,1,3798,random forest,33.88877168806585,14.97678837237321
0,17A,2,113,lin_reg,30.497880405510987,23.03499155182489
1,17A,2,113,decision Tree,6.2550224026488905,1.740186431149899
2,17A,2,113,random forest,18.38629934143148,11.534207734171055
0,43,2,3659,lin_reg,13.314883752142803,10.39139765055402
1,43,2,3659,decision Tree,1.0106404505827,0.12677486837956387
2,43,2,3659,random forest,7.803956499035022,4.61321534554162
0,41X,2,4907,lin_reg,16.195315334963617,12.622493846821145
1,41X,2,4907,decision Tree,1.7020359366019477,0.19066514880468366
2,41X,2,4907,random forest,10.299442374131141,6.347048300536673
0,31B,2,608,lin_reg,30.754599305277626,23.684816781588413
1,31B,2,608,decision Tree,0.0,0.0
2,31B,2,608,random forest,17.682742616946168,10.805836139169472
0,161,2,2949,lin_reg,11.046097056482116,8.096366304515618
1,161,2,2949,decision Tree,0.0,0.0
2,161,2,2949,random forest,15.00136446035875,5.9561403508771935
0,150,1,1387,lin_reg,25.571944225290324,12.118731576305542
1,150,1,1387,decision Tree,3.1410774256267984,0.8250213686343048
2,150,1,1387,random forest,16.280537130233757,6.061636202887987
0,83A,2,1443,lin_reg,73.49861962688632,49.025614345417566
1,83A,2,1443,decision Tree,13.211033385013298,3.5665453162821583
