,Route,Direction,Stop,Max,Min
0,17,2,1035,1501.0,-111.0
0,49,2,1340,204.0,-42.0
0,63,2,2036,2194.0,-177.0
0,84,1,7272,1516.0,-191.0
0,15,2,1162,846.0,-90.0
0,123,1,2002,956.0,-1187.0
0,27,2,4434,1416.0,-146.0
0,84A,1,425,49.0,-27.0
0,38B,1,4745,1834.0,-52.0
0,39A,2,1858,744.0,-606.0
0,67,2,2234,677.0,-1630.0
0,66A,2,4000,202.0,-53.0
0,40,1,1608,217.0,-40.0
0,15,1,1020,298.0,-2725.0
0,11,2,454,317.0,-23.0
0,42,1,515,1044.0,-246.0
0,14,1,4712,869.0,-29.0
0,120,2,30,826.0,-242.0
0,41X,1,5076,130.0,-52.0
0,84X,2,791,295.0,-77.0
0,4,1,423,771.0,-60.0
0,46A,2,2069,576.0,-1079.0
0,65,1,1283,1743.0,-176.0
0,31,2,594,644.0,-39.0
0,84,2,4206,554.0,-78.0
0,41A,2,1640,291.0,-55.0
0,49,1,7180,366.0,-50.0
0,120,2,818,155.0,-65.0
0,68A,2,1382,390.0,-78.0
0,83,1,1285,811.0,-200.0
0,40B,1,1511,207.0,-22.0
0,25A,2,1479,1151.0,-117.0
0,84A,1,4168,2599.0,-943.0
0,27,1,617,668.0,-63.0
0,9,2,2461,373.0,-156.0
0,39,2,7159,1946.0,-107.0
0,39X,2,1909,534.0,-199.0
0,150,1,2320,476.0,-93.0
0,41X,1,4913,127.0,-32.0
0,47,1,7564,2547.0,-273.0
0,38,2,1804,236.0,-82.0
0,40E,2,7679,283.0,-96.0
0,4,1,420,427.0,-328.0
0,120,2,414,76.0,-44.0
0,44,1,2819,530.0,-49.0
0,14C,2,1167,108.0,-27.0
0,40E,2,7681,115.0,-31.0
0,33,1,3788,139.0,-163.0
0,33,1,3756,1929.0,-289.0
0,9,1,138,414.0,-211.0
0,41C,2,3691,866.0,-532.0
0,32,2,3593,853.0,-198.0
0,66,2,347,1213.0,10.0
0,44,1,340,1543.0,-266.0
0,75,2,450,114.0,-115.0
0,40,1,188,107.0,-25.0
0,33E,1,3738,310.0,48.0
0,69,2,3445,605.0,-647.0
0,75,1,2872,264.0,-102.0
0,66X,2,748,149.0,-10.0
0,220,1,193,40.0,-131.0
0,7B,1,3244,72.0,-32.0
0,84,2,3156,571.0,-107.0
0,79,2,2703,613.0,-33.0
0,25,2,2230,419.0,-45.0
0,25A,1,5058,236.0,-69.0
0,104,1,1774,146.0,-53.0
0,38A,2,1820,137.0,-26.0
0,27,2,4435,518.0,-678.0
0,7D,1,847,309.0,-93.0
0,63,2,4773,309.0,-156.0
0,75,1,2036,788.0,-157.0
0,79,2,7453,592.0,-179.0
0,29A,1,496,991.0,-177.0
0,39A,1,1661,523.0,-96.0
0,69,1,1956,1859.0,-83.0
0,122,1,1364,644.0,-177.0
0,83,2,1070,294.0,-336.0
0,15D,2,7216,199.0,-28.0
0,65B,2,2539,900.0,-69.0
0,65,2,4646,480.0,-248.0
0,38,1,4994,555.0,-86.0
0,66B,2,2239,816.0,-107.0
0,31A,2,570,143.0,-512.0
0,69,2,5122,441.0,-526.0
0,40B,2,1555,561.0,-38.0
0,31A,2,575,164.0,-70.0
0,17,1,467,357.0,-222.0
0,40,1,2711,349.0,-37.0
0,161,2,1311,95.0,-27.0
0,42,2,1275,288.0,-116.0
0,56A,1,1406,455.0,-95.0
0,41A,2,4923,258.0,-19.0
0,66X,2,6164,267.0,-10.0
0,47,2,396,470.0,-99.0
0,33A,1,3773,41.0,-11.0
0,39A,1,7389,1115.0,-299.0
0,220,2,1875,81.0,-34.0
0,185,2,4421,1013.0,-49.0
0,53,1,2260,274.0,-83.0
0,33E,1,3795,11.0,-8.0
0,69,1,1968,682.0,-62.0
0,61,1,1281,61.0,-38.0
0,27B,2,1238,291.0,-904.0
0,39A,1,783,1550.0,-58.0
0,38,1,192,1527.0,-1420.0
0,29A,1,725,441.0,-79.0
0,68A,2,1350,525.0,-107.0
0,41X,1,768,433.0,-47.0
0,102,1,6135,132.0,-79.0
0,65B,1,4878,877.0,-81.0
0,111,2,3215,556.0,-306.0
0,220,1,1827,848.0,-936.0
0,236,1,7107,68.0,-16.0
0,27,2,4593,1513.0,-995.0
0,29A,1,650,250.0,-75.0
0,41D,1,1630,33.0,-19.0
0,84,1,4136,485.0,-105.0
0,54A,1,2551,524.0,-125.0
0,7D,2,776,112.0,-68.0
0,29A,1,653,620.0,-145.0
0,49,2,4760,172.0,-40.0
0,270,2,3340,848.0,-131.0
0,33X,2,2810,155.0,-67.0
0,40,1,2643,357.0,-74.0
0,27,1,398,200.0,-22.0
0,33A,1,3801,664.0,-36.0
0,56A,1,5169,586.0,-61.0
0,27B,2,324,2933.0,-882.0
0,104,1,1197,124.0,-62.0
0,123,1,4400,299.0,-46.0
0,130,2,614,378.0,-99.0
0,38D,2,265,240.0,-129.0
0,33X,2,7292,134.0,-47.0
0,16D,1,49,165.0,-50.0
0,27,1,2310,1081.0,-163.0
0,14,2,1188,1218.0,-91.0
0,67,1,3897,346.0,-27.0
0,27B,1,7490,2631.0,-222.0
0,1,2,371,1062.0,-92.0
0,41C,1,3710,290.0,-49.0
0,31A,1,557,403.0,-64.0
0,40D,1,7105,472.0,-7.0
0,33A,2,3842,228.0,-8.0
0,27X,2,419,86.0,-46.0
0,14C,2,4708,138.0,-33.0
0,25A,2,4633,664.0,-117.0
0,7D,2,7555,2060.0,-159.0
0,145,2,461,307.0,-737.0
0,43,1,7189,2109.0,-1532.0
0,239,2,4613,355.0,-601.0
0,220,2,1883,108.0,-272.0
0,17,1,1305,474.0,-111.0
0,77A,1,4929,507.0,-325.0
0,13,1,1947,1358.0,-42.0
0,27,1,2099,1285.0,-200.0
0,16,2,1342,503.0,-275.0
0,51D,2,4691,54.0,-29.0
0,43,1,1209,354.0,-57.0
0,38A,2,7374,243.0,-518.0
0,11,2,15,1503.0,-165.0
0,44,1,47,428.0,-132.0
0,37,2,1528,359.0,-64.0
0,39,1,1853,422.0,-69.0
0,220,2,1877,105.0,-49.0
0,27A,2,620,2255.0,-73.0
0,116,2,2069,118.0,-66.0
0,66A,2,2241,821.0,-188.0
0,13,2,102,1544.0,-50.0
0,33E,1,7690,144.0,16.0
0,67X,1,4401,218.0,-11.0
0,14,2,7582,1100.0,-159.0
0,84,2,3141,369.0,-379.0
0,38A,2,4997,248.0,-266.0
0,77A,2,2002,1058.0,-810.0
0,70,1,1649,937.0,-40.0
0,27B,2,1635,1395.0,-76.0
0,83,2,195,893.0,-1363.0
0,65,1,1127,376.0,-127.0
0,25X,2,3891,1256.0,-62.0
0,26,2,2250,111.0,-98.0
0,7B,1,3217,47.0,-34.0
0,7D,1,6059,165.0,-112.0
0,4,1,415,1347.0,-343.0
0,13,2,92,270.0,-42.0
0,39,1,1879,287.0,-17.0
0,220,1,661,706.0,-131.0
0,150,1,1386,594.0,-61.0
0,83A,1,7502,384.0,16.0
0,79,2,2696,495.0,-295.0
0,25B,1,4562,411.0,-42.0
0,1,2,7615,2107.0,-460.0
0,31,1,545,601.0,-107.0
0,111,2,7647,370.0,-8.0
0,238,1,7100,247.0,-63.0
0,239,1,4411,252.0,-47.0
0,31B,1,532,172.0,-86.0
0,70D,2,1697,56.0,-32.0
0,46A,2,906,729.0,-147.0
0,56A,2,1424,661.0,-23.0
0,67,2,3924,756.0,-484.0
0,41B,2,5079,860.0,-65.0
0,102,1,815,625.0,-165.0
0,123,2,6094,622.0,-175.0
0,38A,1,57,1728.0,-266.0
0,118,2,908,85.0,-74.0
0,27X,1,4593,400.0,-113.0
0,15,2,4886,1112.0,-149.0
0,18,1,2317,921.0,-82.0
0,65B,2,1164,416.0,-330.0
0,70D,2,1687,119.0,-73.0
0,142,1,3631,101.0,-14.0
0,184,2,4151,1487.0,-22.0
0,15,1,1220,511.0,-88.0
0,83,1,324,1006.0,-1990.0
0,15A,2,7589,764.0,-572.0
0,38,2,1699,148.0,-39.0
0,142,1,6252,429.0,-2.0
0,39A,2,1867,299.0,-227.0
0,33E,1,3766,76.0,3.0
0,84A,1,424,176.0,-916.0
0,32X,1,3608,133.0,-21.0
0,84A,2,471,59.0,-193.0
0,65,1,7207,120.0,-60.0
0,83A,2,7428,266.0,-48.0
0,65,1,4014,193.0,-27.0
0,40B,2,1558,534.0,-119.0
0,68,2,1352,518.0,-168.0
0,67X,1,3907,244.0,-49.0
0,66X,1,1445,256.0,-88.0
0,40D,2,1529,318.0,-516.0
0,51D,2,2160,220.0,-14.0
0,7D,2,3237,74.0,-12.0
0,17,1,2010,694.0,-393.0
0,40,2,2718,1417.0,-975.0
0,9,1,1090,1770.0,-73.0
0,4,1,37,1321.0,-203.0
0,33,1,1622,1175.0,-170.0
0,14,2,4336,347.0,-53.0
0,69,1,1958,104.0,-44.0
0,27B,2,253,1658.0,-496.0
0,7B,2,345,1047.0,-116.0
0,25D,1,7391,795.0,-340.0
0,220,2,1608,176.0,-28.0
0,13,1,2140,109.0,-57.0
0,65,2,2584,118.0,-44.0
0,83A,1,336,1862.0,-818.0
0,67X,1,3911,100.0,-11.0
0,15,2,516,2167.0,-100.0
0,16D,1,2975,1368.0,-27.0
0,15,1,4495,2331.0,-198.0
0,54A,2,4348,1301.0,-169.0
0,27B,1,1628,653.0,-68.0
0,38B,2,751,902.0,-74.0
0,70D,1,3330,12.0,-17.0
0,49,1,1298,860.0,-260.0
0,27B,2,1235,962.0,-485.0
0,39,1,7025,1990.0,-465.0
0,38A,2,1700,175.0,-883.0
0,25A,2,2234,462.0,-140.0
0,40,1,1947,693.0,-375.0
0,83,2,319,1488.0,-1061.0
0,47,1,7326,386.0,-111.0
0,41C,2,46,1447.0,-64.0
0,123,1,1423,438.0,-298.0
0,83,1,182,1516.0,-596.0
0,38D,2,1698,68.0,-93.0
0,63,1,5127,330.0,-59.0
0,40D,2,7099,457.0,-125.0
0,56A,2,2773,458.0,-74.0
0,39,2,748,1197.0,-122.0
0,38B,1,274,474.0,-132.0
0,33,2,214,356.0,-71.0
0,54A,2,2599,684.0,-627.0
0,65B,2,1353,535.0,-114.0
0,25A,1,4608,227.0,-238.0
0,27,2,1265,422.0,-30.0
0,38A,2,2468,111.0,-61.0
0,17A,2,958,611.0,-114.0
0,69X,2,5022,269.0,-60.0
0,66X,1,7187,95.0,-287.0
0,142,1,3606,113.0,-7.0
0,39,1,771,1129.0,-177.0
0,145,1,7622,1308.0,-567.0
0,65B,1,4872,530.0,-338.0
0,123,2,511,626.0,-555.0
0,33,1,3799,1323.0,-169.0
0,14,1,2859,294.0,-3183.0
0,83A,1,1019,294.0,-51.0
0,111,2,3064,317.0,-58.0
0,67,2,1473,460.0,-56.0
0,49,1,1291,2573.0,-208.0
0,46E,2,768,217.0,-103.0
0,7B,2,7420,463.0,-146.0
0,31,2,619,391.0,-92.0
0,76A,1,2619,171.0,-64.0
0,102,2,3588,451.0,-32.0
0,38B,1,1816,1768.0,-146.0
0,39A,1,7160,1748.0,-405.0
0,161,2,2965,60.0,-788.0
0,79A,2,6024,575.0,-74.0
0,33A,2,7173,536.0,-19.0
0,41,1,3671,795.0,-845.0
0,83A,2,4528,188.0,-80.0
0,40B,2,186,636.0,-186.0
0,41C,2,47,2091.0,-78.0
0,42,2,618,786.0,-80.0
0,38A,2,7166,403.0,-1086.0
0,238,2,4986,108.0,-872.0
0,4,2,400,1092.0,-595.0
0,67X,2,7108,262.0,-129.0
0,33,2,7594,391.0,-1160.0
0,31,2,615,1806.0,-219.0
0,15B,2,354,2786.0,-1200.0
0,67,1,2216,371.0,-29.0
0,114,2,3178,964.0,-123.0
0,122,1,271,1757.0,-711.0
0,17,1,1299,1086.0,-329.0
0,14,2,254,364.0,-102.0
0,54A,1,4640,770.0,-111.0
0,25,1,2217,1556.0,-46.0
0,15D,2,2965,1768.0,-24.0
0,151,2,6152,537.0,-406.0
0,26,2,406,1799.0,-226.0
0,66X,2,6160,153.0,-12.0
0,32,1,3604,236.0,-121.0
0,41C,1,204,1317.0,-229.0
0,84A,2,4203,337.0,-99.0
0,61,1,1319,105.0,-49.0
0,31,2,600,473.0,-256.0
0,66X,1,7185,93.0,-33.0
0,79A,2,2708,2331.0,-42.0
0,47,2,395,1600.0,-157.0
0,16,2,2991,301.0,-327.0
0,16D,1,1295,94.0,-33.0
0,7A,2,494,1267.0,-852.0
0,102,1,4339,318.0,0.0
0,16,2,21,606.0,-204.0
0,17,2,875,1007.0,-88.0
0,25A,1,1444,2322.0,-88.0
0,151,2,2185,1004.0,-158.0
0,31,2,592,556.0,-99.0
0,42,1,3580,553.0,-208.0
0,16C,1,49,407.0,-84.0
0,27,1,5008,816.0,-127.0
0,32X,1,1731,209.0,-1.0
0,41,1,1173,2533.0,-86.0
0,77A,2,2569,284.0,-56.0
0,17A,1,141,262.0,-106.0
0,31B,1,686,217.0,-17.0
0,40D,2,7344,1794.0,-85.0
0,142,1,1024,183.0,-55.0
0,41B,2,52,135.0,-47.0
0,39,1,7588,1000.0,-742.0
0,17A,2,4364,1826.0,-63.0
0,17A,2,1229,414.0,-337.0
0,104,1,114,379.0,-30.0
0,40,1,838,502.0,-760.0
0,25B,1,2213,1051.0,-83.0
0,32,1,941,1995.0,-40.0
0,27X,2,763,115.0,-49.0
0,39A,1,781,1191.0,-72.0
0,7A,2,7472,265.0,-92.0
0,15,1,1019,1354.0,-46.0
0,66,2,3987,579.0,-178.0
0,102,2,6055,1236.0,-185.0
0,11,1,41,595.0,-323.0
0,11,2,29,535.0,-50.0
0,102,2,3710,379.0,-51.0
0,41X,1,5075,423.0,-255.0
0,27,1,667,1662.0,-814.0
0,33,2,3862,136.0,-18.0
0,25B,2,2234,352.0,-859.0
0,15,2,6282,4895.0,-2303.0
0,18,1,2318,1238.0,-108.0
0,25,2,1476,443.0,-119.0
0,65,1,4023,253.0,-179.0
0,83,2,2478,709.0,-166.0
0,63,2,7637,189.0,-72.0
0,7B,2,3544,725.0,725.0
0,41C,1,5031,822.0,-1139.0
0,14,2,7577,804.0,-187.0
0,41B,2,49,476.0,-175.0
0,40E,1,826,234.0,-51.0
0,25B,2,7390,2611.0,-200.0
0,13,2,19,769.0,-44.0
0,13,1,4545,742.0,-906.0
0,44B,1,3493,422.0,-85.0
0,61,2,2983,1058.0,-59.0
0,33,1,3712,442.0,-502.0
0,33X,2,3844,58.0,-37.0
0,220,1,1837,108.0,-89.0
0,51D,2,752,344.0,-126.0
0,151,2,1479,1188.0,-1460.0
0,13,1,1952,111.0,-140.0
0,38A,1,783,1159.0,-158.0
0,239,2,2678,467.0,-709.0
0,145,2,2064,280.0,-433.0
0,17A,2,7241,189.0,-20.0
0,31B,1,703,133.0,-11.0
0,44,2,18,578.0,-157.0
0,67X,1,791,157.0,-125.0
0,31A,2,583,417.0,-142.0
0,29A,2,291,2401.0,-858.0
0,77A,2,2185,1244.0,-36.0
0,41B,1,5075,447.0,-166.0
0,42,1,516,1650.0,-372.0
0,45A,2,4169,378.0,-122.0
0,238,2,7102,340.0,-7.0
0,39X,1,7587,354.0,-175.0
0,69X,1,2637,244.0,-45.0
0,142,1,1076,522.0,-45.0
0,47,2,7325,426.0,-267.0
0,31D,2,597,41.0,-33.0
0,25A,2,4624,347.0,-26.0
0,13,1,1945,1277.0,-342.0
0,14C,2,1052,105.0,-252.0
0,31,1,559,644.0,-74.0
0,31,1,551,459.0,-91.0
0,66,1,312,1844.0,-191.0
0,68,2,3419,587.0,-323.0
0,27,2,4644,463.0,-120.0
0,79,1,2645,848.0,-355.0
0,43,2,3689,1191.0,-273.0
0,63,2,4771,284.0,-55.0
0,145,2,4182,1628.0,-218.0
0,33,1,3772,110.0,-31.0
0,75,2,2848,440.0,-181.0
0,41,2,3885,1232.0,-614.0
0,16D,1,2971,1095.0,-3.0
0,150,2,5148,611.0,-45.0
0,118,2,3310,78.0,-11.0
0,37,1,1659,1026.0,-57.0
0,25,2,2234,312.0,-21.0
0,42,2,1215,346.0,-46.0
0,84X,2,3143,488.0,-514.0
0,76,1,2672,574.0,-549.0
0,75,1,2018,191.0,-43.0
0,63,2,4395,1114.0,-24.0
0,46E,2,775,117.0,-58.0
0,16D,1,7603,88.0,-27.0
0,17A,1,93,261.0,-55.0
0,11,1,261,1962.0,-338.0
0,65B,1,1285,692.0,-142.0
0,33X,2,3854,172.0,-10.0
0,4,2,2051,1056.0,-102.0
0,39X,2,335,777.0,-134.0
0,40D,1,1576,713.0,-57.0
0,7,2,2041,1143.0,-80.0
0,44,2,6074,369.0,-360.0
0,44B,1,2832,260.0,-19.0
0,49,2,1162,578.0,-81.0
0,14C,1,301,658.0,-309.0
0,84A,1,3032,635.0,-105.0
0,33A,1,3787,71.0,-62.0
0,33A,1,3785,122.0,-56.0
0,11,1,4847,1128.0,-21.0
0,220,1,6273,164.0,-69.0
0,11,1,3022,433.0,-188.0
0,56A,1,2743,338.0,-17.0
0,51D,2,4690,146.0,-51.0
0,76A,1,2960,1027.0,-347.0
0,66X,2,2239,259.0,-244.0
0,16C,2,1342,97.0,-24.0
0,142,1,877,1034.0,-144.0
0,61,2,2899,231.0,-58.0
0,11,2,786,495.0,-68.0
0,63,1,2054,152.0,-50.0
0,45A,1,3539,1318.0,-99.0
0,16,2,1332,290.0,-90.0
0,7D,2,3235,56.0,-23.0
0,51X,2,752,118.0,-56.0
0,29A,2,740,2421.0,-87.0
0,17A,2,129,263.0,-42.0
0,150,1,6132,1228.0,-56.0
0,33,2,7592,637.0,-2284.0
0,7,1,3038,886.0,-324.0
0,33E,1,3801,70.0,-5.0
0,39,2,315,2362.0,-233.0
0,41B,1,1173,874.0,-64.0
0,39,2,1865,247.0,-34.0
0,7D,2,2025,67.0,-28.0
0,43,2,664,250.0,-67.0
0,14C,1,614,150.0,-34.0
0,11,2,7615,1666.0,-107.0
0,236,2,7103,383.0,-9.0
0,75,2,2517,366.0,-24.0
0,15,1,1219,349.0,-336.0
0,76A,1,2173,220.0,-76.0
0,66X,1,318,270.0,-585.0
0,33X,2,3829,125.0,-29.0
0,1,1,390,1090.0,-154.0
0,51D,2,4667,77.0,-23.0
0,66X,2,2236,239.0,-220.0
0,66X,1,771,99.0,-27.0
0,11,2,3025,279.0,-41.0
0,145,1,846,1585.0,-224.0
0,32X,1,760,342.0,-51.0
0,40B,1,1507,561.0,-40.0
0,70D,1,1605,189.0,-145.0
0,31A,2,572,252.0,-22.0
0,25,1,2215,834.0,-28.0
0,41A,2,4905,547.0,-42.0
0,40B,2,1556,335.0,-48.0
0,239,1,1883,502.0,-46.0
0,27,1,4441,783.0,-22.0
0,31A,1,717,98.0,-24.0
0,43,2,3647,761.0,-46.0
0,17,1,2085,163.0,-86.0
0,68X,2,7665,2093.0,44.0
0,41X,1,906,351.0,-55.0
0,122,1,1412,413.0,-619.0
0,67,2,7110,212.0,-32.0
0,40D,2,7100,343.0,-83.0
0,83,2,7428,1839.0,-30.0
0,65,2,2583,375.0,-43.0
0,11,1,37,1807.0,-26.0
0,66A,2,2232,390.0,-50.0
0,32X,2,941,12.0,-34.0
0,41B,2,47,272.0,-157.0
0,67,2,2235,182.0,-204.0
0,42,1,3640,453.0,-1880.0
0,67X,2,755,93.0,-62.0
0,120,1,490,806.0,-62.0
0,41A,2,47,159.0,-96.0
0,18,1,781,536.0,-69.0
0,42,2,3636,233.0,-27.0
0,65,2,1157,339.0,-130.0
0,13,2,1994,1064.0,-1166.0
0,15B,1,6277,2349.0,-87.0
0,18,2,2483,372.0,-59.0
0,44,2,3481,84.0,-27.0
0,84,1,4170,1758.0,-129.0
0,67X,1,3947,157.0,-22.0
0,39A,1,6107,647.0,-2.0
0,69,2,7435,339.0,-66.0
0,40,2,835,1037.0,-108.0
0,63,1,5128,207.0,-152.0
0,9,1,2453,401.0,-254.0
0,151,1,6244,512.0,-41.0
0,47,2,7529,280.0,-10.0
0,7D,2,417,113.0,-90.0
0,40E,2,1600,109.0,-112.0
0,31B,2,609,201.0,-79.0
0,116,1,2008,73.0,-151.0
0,220,2,4369,232.0,-126.0
0,68,2,3417,81.0,-479.0
0,184,2,4299,148.0,-27.0
0,15D,1,2924,343.0,-40.0
0,38A,2,80,1420.0,-646.0
0,38D,2,7339,111.0,-32.0
0,27X,1,488,720.0,-61.0
0,15,2,7582,1307.0,-863.0
0,150,1,4862,2070.0,-931.0
0,31A,1,560,272.0,-53.0
0,11,1,851,289.0,-77.0
0,70D,1,1813,254.0,-91.0
0,220,2,1841,688.0,-60.0
0,43,1,3652,236.0,-359.0
0,220,2,1538,267.0,-130.0
0,44,2,4123,393.0,-145.0
0,77A,1,2447,189.0,-33.0
0,68,2,3415,285.0,-363.0
0,123,2,335,2445.0,-654.0
0,33X,2,3861,52.0,-22.0
0,16,1,4456,1434.0,-159.0
0,116,2,2854,220.0,-26.0
0,41D,1,1620,156.0,15.0
0,41,1,1175,1405.0,-107.0
0,84,1,4156,363.0,-627.0
0,26,1,2200,244.0,-21.0
0,142,2,876,1220.0,-105.0
0,38,2,7339,2523.0,-277.0
0,66,1,3887,933.0,-47.0
0,66X,2,1476,233.0,-639.0
0,32,1,523,857.0,-63.0
0,43,1,1208,194.0,-58.0
0,66,1,3366,566.0,-36.0
0,41A,2,4921,185.0,-31.0
0,49,2,3004,210.0,-99.0
0,123,1,1377,1128.0,-795.0
0,16,2,1347,970.0,-137.0
0,41D,2,1633,34.0,-282.0
0,39A,1,1665,408.0,-50.0
0,220,1,1862,192.0,-24.0
0,13,2,281,1838.0,-1765.0
0,40D,2,49,581.0,-746.0
0,83,1,1479,614.0,-617.0
0,67,2,2233,399.0,-86.0
0,41X,1,771,149.0,-22.0
0,40,1,4691,545.0,-30.0
0,33X,2,3819,144.0,-9.0
0,17A,2,1838,255.0,-56.0
0,39A,2,1863,293.0,-41.0
0,38B,1,785,124.0,-18.0
0,16,2,1348,1127.0,-130.0
0,16D,1,1633,45.0,-18.0
0,84,2,3152,307.0,-413.0
0,77A,2,2606,386.0,-1198.0
0,25D,2,7390,2601.0,-122.0
0,38B,1,2289,46.0,-168.0
0,63,1,3274,215.0,-28.0
0,39X,2,749,364.0,-232.0
0,59,1,3050,341.0,-25.0
0,31,1,715,70.0,-11.0
0,39,1,7047,1567.0,-871.0
0,67X,2,3941,38.0,-12.0
0,32X,1,3589,72.0,-41.0
0,76,2,2110,424.0,-382.0
0,40,2,7661,956.0,-124.0
0,33X,2,3565,72.0,-24.0
0,76,1,5006,1647.0,-162.0
0,83A,1,1479,1032.0,-94.0
0,27B,2,7484,1376.0,-65.0
0,15A,1,397,1112.0,-85.0
0,39A,1,1648,1100.0,-385.0
0,65,2,4058,167.0,-16.0
0,39A,1,1869,433.0,-185.0
0,63,2,2033,76.0,-57.0
0,31D,1,531,179.0,-154.0
0,41X,1,774,89.0,-45.0
0,41C,1,7602,269.0,-62.0
0,27,1,1275,666.0,-596.0
0,25B,1,7118,1291.0,-56.0
0,39,1,7029,173.0,-14.0
0,33,1,3675,892.0,-206.0
0,67X,1,3904,241.0,-334.0
0,65,2,4066,471.0,-30.0
0,70D,2,90,82.0,-17.0
0,9,1,1278,1081.0,-175.0
0,25X,1,7587,255.0,-206.0
0,40B,1,1182,425.0,-48.0
0,79A,1,2909,918.0,-20.0
0,102,2,3708,959.0,-241.0
0,27B,2,1179,578.0,27.0
0,77A,1,2611,1354.0,-36.0
0,39A,2,1478,2297.0,-488.0
0,53,2,618,181.0,-44.0
0,44B,2,6007,231.0,-351.0
0,104,1,5141,104.0,-60.0
0,46A,2,771,756.0,-1197.0
0,130,1,4384,443.0,-246.0
0,17,1,2437,231.0,-75.0
0,47,1,435,305.0,-209.0
0,84X,2,5128,359.0,-97.0
0,32,2,613,299.0,-55.0
0,63,1,4772,365.0,-13.0
0,69X,1,3427,141.0,-31.0
0,25B,2,2722,892.0,-58.0
0,11,1,52,284.0,-56.0
0,68,1,4495,766.0,-1054.0
0,15,1,1127,1794.0,-134.0
0,16,2,17,1926.0,-222.0
0,42D,2,3630,39.0,-19.0
0,33,1,3790,472.0,-69.0
0,45A,1,4169,1092.0,-45.0
0,66B,1,7186,269.0,-118.0
0,38B,2,80,669.0,-216.0
0,31A,2,601,185.0,-20.0
0,70,1,1648,596.0,-61.0
0,83,2,2493,1495.0,-94.0
0,29A,1,724,273.0,-71.0
0,236,2,7570,170.0,-19.0
0,38,2,1698,423.0,-134.0
0,79A,1,6023,1292.0,-78.0
0,70D,1,1670,306.0,-18.0
0,66B,1,4401,2199.0,-219.0
0,29A,1,530,362.0,-118.0
0,46E,2,7491,362.0,-113.0
0,17A,2,960,1000.0,-168.0
0,68A,1,1285,332.0,-113.0
0,32X,1,4465,78.0,-31.0
0,17,2,2068,688.0,-458.0
0,33,1,3713,317.0,-133.0
0,161,1,1035,85.0,-49.0
0,15,2,1069,1580.0,-341.0
0,79A,1,2646,1171.0,-45.0
0,43,2,667,711.0,-113.0
0,53,1,2270,2711.0,-367.0
0,16,1,1295,698.0,-54.0
0,68,1,3384,195.0,-134.0
0,40,1,2709,602.0,-975.0
0,31B,2,615,144.0,-69.0
0,13,1,4670,1447.0,-208.0
0,32X,2,7616,319.0,-37.0
0,33A,1,3775,251.0,-6.0
0,41A,2,1639,305.0,-115.0
0,66,2,6089,1152.0,-180.0
0,7A,1,3218,300.0,-119.0
0,220,1,1857,448.0,-150.0
0,15A,1,1086,672.0,-53.0
0,37,2,4574,538.0,-56.0
0,27,1,615,286.0,-803.0
0,45A,1,4127,225.0,-62.0
0,102,1,3636,223.0,-56.0
0,83A,1,175,355.0,-42.0
0,25A,1,4407,983.0,-104.0
0,16C,2,1331,95.0,-35.0
0,83A,1,1566,209.0,-39.0
0,27,2,2433,62.0,-16.0
0,77A,2,4348,1180.0,-566.0
0,66,2,315,1714.0,-435.0
0,44,2,2895,318.0,-55.0
0,27B,1,497,410.0,-75.0
0,27,1,4640,1316.0,-362.0
0,120,2,4936,548.0,-261.0
0,15,2,4528,1589.0,-373.0
0,14,1,1048,416.0,-45.0
0,83,1,5026,2483.0,-112.0
0,16,2,1359,1696.0,-493.0
0,84A,2,472,89.0,-42.0
0,38A,2,1837,678.0,-184.0
0,13,1,2137,254.0,-63.0
0,16,1,1279,1136.0,-438.0
0,15A,1,1104,1842.0,-897.0
0,116,2,453,262.0,-36.0
0,68,1,1372,248.0,-49.0
0,27,2,1436,405.0,-128.0
0,77A,2,353,2064.0,-50.0
0,33,1,3793,873.0,-40.0
0,111,2,3207,181.0,-24.0
0,15B,2,2942,343.0,-231.0
0,76A,1,2620,650.0,-18.0
0,42,2,5081,361.0,-40.0
0,25X,1,775,154.0,-34.0
0,84,1,4211,1577.0,-106.0
0,220,2,1869,252.0,-121.0
0,1,1,231,1169.0,-259.0
0,17,2,4391,2057.0,-143.0
0,25A,2,2722,469.0,-37.0
0,130,2,1755,671.0,-230.0
0,54A,2,1111,217.0,-147.0
0,47,2,392,1258.0,-161.0
0,104,2,530,438.0,-88.0
0,102,2,3598,529.0,-209.0
0,51D,1,3465,81.0,-34.0
0,41D,2,3697,51.0,-19.0
0,18,2,2448,745.0,-38.0
0,184,2,7461,298.0,-660.0
0,38,1,1818,414.0,-106.0
0,41C,1,6033,962.0,-686.0
0,31B,1,534,170.0,-41.0
0,31,2,612,518.0,-47.0
0,27X,1,480,171.0,-59.0
0,13,2,3418,928.0,-259.0
0,40B,2,1529,244.0,-75.0
0,32X,2,773,156.0,-70.0
0,41B,1,3864,99.0,-29.0
0,13,2,2151,348.0,-24.0
0,38B,1,1665,104.0,-24.0
0,65B,2,1072,1321.0,-79.0
0,46A,1,2010,499.0,-728.0
0,76,1,2345,680.0,-1752.0
0,29A,2,610,255.0,-47.0
0,42D,2,3636,17.0,-236.0
0,31A,2,699,207.0,-18.0
0,16,1,1637,848.0,-467.0
0,67,1,3895,427.0,-60.0
