,Route,Direction,Stop,Max,Min
0,59,1,7652,1053.0,-17.0
0,61,2,1055,1608.0,-137.0
0,67X,1,3912,124.0,-35.0
0,25A,2,4631,539.0,-50.0
0,37,2,1478,844.0,-205.0
0,46E,2,7555,1276.0,-101.0
0,9,2,129,406.0,-72.0
0,122,2,1435,370.0,-55.0
0,161,2,7440,22.0,-20.0
0,102,2,952,669.0,-1959.0
0,14,2,2850,185.0,-32.0
0,65B,1,2518,135.0,-33.0
0,17,1,2436,514.0,-246.0
0,16C,2,278,20.0,-207.0
0,27,2,2628,1176.0,-285.0
0,32X,2,4339,677.0,-47.0
0,14,1,234,694.0,-304.0
0,84,2,7653,289.0,-1248.0
0,104,1,4784,341.0,-44.0
0,140,2,7589,778.0,-26.0
0,104,1,251,105.0,-164.0
0,7B,2,3224,569.0,-192.0
0,84X,2,4727,214.0,-118.0
0,40B,2,1181,301.0,-73.0
0,7A,2,490,433.0,-59.0
0,116,2,2956,382.0,-22.0
0,9,2,2439,411.0,-495.0
0,65,2,4051,2794.0,-206.0
0,120,1,487,2644.0,-84.0
0,145,1,7453,2015.0,-276.0
0,66X,1,2637,205.0,-54.0
0,66B,1,2219,499.0,-78.0
0,76,1,4798,1210.0,-828.0
0,39,2,1897,381.0,-45.0
0,15B,1,1301,319.0,-104.0
0,33X,2,3827,60.0,-53.0
0,45A,2,4205,217.0,-16.0
0,17,2,1329,449.0,-37.0
0,66A,1,2216,219.0,-38.0
0,83A,2,1357,625.0,-440.0
0,27X,1,4388,63.0,-15.0
0,17A,2,128,1077.0,-212.0
0,15,1,675,1470.0,-48.0
0,17,2,1087,327.0,-80.0
0,111,1,3224,370.0,-246.0
0,40,2,2002,777.0,-135.0
0,17A,1,1010,735.0,-1473.0
0,75,1,2605,996.0,-72.0
0,25B,1,7140,192.0,-72.0
0,122,2,1383,475.0,-559.0
0,40,1,1946,984.0,-187.0
0,14,2,2848,776.0,-110.0
0,122,2,1385,581.0,-900.0
0,66X,2,751,131.0,-48.0
0,27,2,2185,1047.0,-27.0
0,77A,1,2310,764.0,-170.0
0,31A,1,545,260.0,-151.0
0,26,1,7078,1354.0,-144.0
0,75,1,453,1163.0,-43.0
0,38B,2,1847,232.0,-59.0
0,33,2,3840,289.0,-38.0
0,84,1,3114,731.0,-240.0
0,40,1,2673,610.0,-1227.0
0,38D,1,1802,87.0,-50.0
0,116,2,2855,50.0,-22.0
0,15A,1,1091,711.0,-796.0
0,67,1,3008,211.0,-33.0
0,14C,2,1168,107.0,-27.0
0,25D,1,7012,72.0,-61.0
0,15,2,1157,1573.0,-750.0
0,41B,1,7133,182.0,-28.0
0,56A,2,340,1239.0,-1064.0
0,46A,2,2058,778.0,-448.0
0,161,1,4333,83.0,-21.0
0,39A,2,755,787.0,-264.0
0,41B,2,4432,401.0,-93.0
0,79A,1,6026,1267.0,-40.0
0,47,2,371,329.0,-98.0
0,66A,2,1473,399.0,-55.0
0,83A,1,2487,140.0,-279.0
0,84,2,4302,504.0,-133.0
0,31A,2,568,374.0,-127.0
0,66X,1,768,230.0,-43.0
0,46A,2,796,1506.0,-339.0
0,42,1,497,2177.0,-195.0
0,68,2,2177,17.0,-17.0
0,84X,1,4215,310.0,-190.0
0,15,1,1082,534.0,-85.0
0,77A,2,2607,204.0,-97.0
0,32,1,522,518.0,-69.0
0,33,1,7690,254.0,-34.0
0,63,1,3266,55.0,-9.0
0,9,1,263,2233.0,-654.0
0,44,2,15,1759.0,-343.0
0,42D,2,905,29.0,-49.0
0,66B,1,1450,212.0,-48.0
0,61,1,2818,428.0,-80.0
0,40B,1,1512,133.0,-73.0
0,18,1,2696,385.0,-597.0
0,1,2,17,2774.0,-771.0
0,31B,1,704,99.0,-27.0
0,33,2,277,1905.0,-196.0
0,7,1,7643,326.0,-253.0
0,27A,2,1799,181.0,-23.0
0,83,2,1072,393.0,-88.0
0,51D,1,2637,162.0,-52.0
0,27A,1,626,1006.0,-61.0
0,67,1,400,1338.0,-465.0
0,65,1,1016,1306.0,-134.0
0,150,2,1397,423.0,-303.0
0,18,2,2487,155.0,-80.0
0,15,1,1016,1231.0,-266.0
0,43,2,3657,197.0,-528.0
0,37,2,1680,379.0,-79.0
0,7D,2,469,75.0,-7.0
0,25A,1,4604,563.0,-33.0
0,17A,2,7458,665.0,-66.0
0,151,2,3952,219.0,-66.0
0,104,1,1646,526.0,-84.0
0,270,2,4770,178.0,-27.0
0,4,1,327,2324.0,-809.0
0,41,2,213,558.0,-1459.0
0,40,2,2123,1238.0,-421.0
0,38B,2,1803,249.0,-51.0
0,67X,2,7082,133.0,-72.0
0,33E,1,3571,7.0,-11.0
0,18,2,2656,778.0,-181.0
0,38,1,1819,717.0,-80.0
0,13,2,4409,689.0,-560.0
0,15A,1,395,5274.0,-1368.0
0,67,2,2251,132.0,-59.0
0,63,1,2050,258.0,-59.0
0,38A,1,1819,632.0,-58.0
0,79A,2,2703,1171.0,-29.0
0,26,1,2193,307.0,-32.0
0,83A,1,2448,2082.0,-349.0
0,65B,2,1071,142.0,-76.0
0,41D,1,1175,133.0,-25.0
0,46A,1,756,397.0,-714.0
0,40,2,2120,683.0,-264.0
0,120,2,4502,143.0,-52.0
0,65,1,7268,460.0,-112.0
0,43,2,6117,1396.0,-521.0
0,33X,2,3823,155.0,-31.0
0,41B,2,3698,110.0,-335.0
0,41C,2,277,902.0,-602.0
0,31,1,542,768.0,-124.0
0,14C,2,3000,79.0,-30.0
0,16C,2,1328,58.0,-13.0
0,42D,2,3604,63.0,-201.0
0,13,2,1966,658.0,-731.0
0,84A,1,7638,567.0,-74.0
0,33B,2,7204,586.0,-90.0
0,84A,1,7639,170.0,-177.0
0,68A,2,1380,131.0,-165.0
0,77X,2,4932,84.0,-138.0
0,39A,1,1878,188.0,-2.0
0,15D,2,407,553.0,-279.0
0,116,1,4987,278.0,-52.0
0,17,2,1367,1768.0,-2738.0
0,150,2,7412,2169.0,-156.0
0,83A,1,1076,342.0,-48.0
0,32,2,617,940.0,-142.0
0,27X,1,1266,226.0,-39.0
0,15B,2,2941,402.0,-476.0
0,41A,2,44,118.0,-43.0
0,40D,1,1579,214.0,-802.0
0,33,1,1629,153.0,-114.0
0,39A,2,1908,308.0,-106.0
0,75,2,444,1181.0,-116.0
0,68A,2,1379,187.0,-113.0
0,70D,2,1696,61.0,-74.0
0,16,1,227,111.0,-171.0
0,25B,2,7435,268.0,-295.0
0,84A,2,3152,274.0,-77.0
0,77A,2,1358,1880.0,-217.0
0,150,2,2326,168.0,-64.0
0,40,2,7,2082.0,-1828.0
0,70,2,1698,170.0,-60.0
0,42D,2,3629,41.0,-10.0
0,65B,1,4877,317.0,-118.0
0,53,1,2258,332.0,-54.0
0,1,1,378,2609.0,-74.0
0,67,1,1450,691.0,-34.0
0,46E,2,4354,229.0,-85.0
0,7D,2,7586,236.0,-83.0
0,49,2,7122,582.0,-184.0
0,13,1,2139,210.0,-40.0
0,77A,2,2571,2202.0,-82.0
0,43,1,523,551.0,-53.0
0,38,2,2468,291.0,-60.0
0,7,2,493,2719.0,-89.0
0,11,1,441,175.0,-16.0
0,67X,1,3897,164.0,-24.0
0,44,2,2893,210.0,-265.0
0,13,2,6239,627.0,-42.0
0,61,1,854,301.0,-93.0
0,26,2,2248,167.0,-37.0
0,13,2,3465,471.0,-598.0
0,270,1,3329,625.0,-317.0
0,68X,2,1358,237.0,4.0
0,67X,1,2201,-4.0,-170.0
0,65B,1,2573,2679.0,-411.0
0,220,1,1859,194.0,-36.0
0,83A,1,324,1015.0,-1921.0
0,151,2,4434,504.0,-97.0
0,7D,2,2024,35.0,-50.0
0,63,1,7360,1402.0,-576.0
0,41X,1,4910,397.0,-15.0
0,40B,2,1549,657.0,-72.0
0,84,1,4249,177.0,-862.0
0,65,2,1071,313.0,-110.0
0,40,1,1585,325.0,-531.0
0,140,1,1016,1003.0,-581.0
0,7,2,477,170.0,-38.0
0,41C,1,205,1300.0,-149.0
0,68X,2,3404,85.0,-1.0
0,83A,1,1478,1108.0,-151.0
0,33,1,3757,317.0,-162.0
0,75,2,2056,691.0,-171.0
0,42,2,7539,66.0,-3.0
0,7D,2,772,1758.0,-229.0
0,61,2,2948,148.0,-235.0
0,9,2,2438,428.0,-496.0
0,15A,1,1076,802.0,-56.0
0,38,1,4974,114.0,-55.0
0,38A,2,1828,427.0,-82.0
0,59,2,3111,117.0,-140.0
0,16,2,215,712.0,-49.0
0,79A,2,2722,1253.0,-757.0
0,65,2,4064,40.0,-10.0
0,40E,2,7101,608.0,-12.0
0,7D,2,490,62.0,-219.0
0,7A,2,3237,279.0,-254.0
0,16C,1,1634,57.0,-43.0
0,41A,2,1637,169.0,-66.0
0,41B,1,3679,2817.0,-607.0
0,77A,2,2184,168.0,-43.0
0,9,1,186,822.0,-1246.0
0,39A,1,1879,341.0,0.0
0,151,1,4545,288.0,-64.0
0,16,1,2970,643.0,-48.0
0,37,2,1695,339.0,-44.0
0,49,2,946,509.0,-140.0
0,25X,1,2721,451.0,-42.0
0,142,2,3011,819.0,-90.0
0,4,1,426,378.0,-1678.0
0,41C,1,288,4763.0,-2577.0
0,140,2,1509,803.0,-64.0
0,15A,1,1019,478.0,-43.0
0,61,1,340,2591.0,-113.0
0,33,1,220,1195.0,-293.0
0,29A,2,600,423.0,-341.0
0,67,1,2215,646.0,-39.0
0,220,1,7124,174.0,-35.0
0,145,2,4727,247.0,-144.0
0,15B,1,6325,368.0,-108.0
0,145,2,2068,289.0,-90.0
0,17,2,5032,356.0,-72.0
0,41,1,1629,723.0,-164.0
0,67X,1,3902,276.0,-67.0
0,7D,2,777,76.0,-38.0
0,66B,2,1473,436.0,-85.0
0,40,2,4799,373.0,-846.0
0,16,1,3669,2074.0,-70.0
0,17,2,1336,409.0,-47.0
0,75,2,5045,57.0,-72.0
0,53,1,516,522.0,-108.0
0,123,1,1465,157.0,-541.0
0,66A,1,2213,246.0,-82.0
0,15D,2,1332,244.0,-111.0
0,16D,1,1284,378.0,-33.0
0,31B,1,697,44.0,-415.0
0,38,2,751,1547.0,-120.0
0,31D,2,591,191.0,-89.0
0,38B,1,1827,92.0,-22.0
0,66A,1,2201,1316.0,-356.0
0,220,2,4793,870.0,-398.0
0,140,2,894,1364.0,-111.0
0,38,1,784,694.0,-129.0
0,25A,2,7626,872.0,196.0
0,31A,1,515,893.0,-101.0
0,120,2,80,934.0,-286.0
0,66,1,1451,1140.0,-150.0
0,33,1,3766,226.0,-16.0
0,44,2,4121,206.0,-129.0
0,68,2,1379,259.0,-63.0
0,7D,2,2070,198.0,-100.0
0,33,2,3858,460.0,-70.0
0,122,1,74,1365.0,-257.0
0,29A,2,918,443.0,-122.0
0,9,2,2463,274.0,-232.0
0,39,1,1914,699.0,-51.0
0,17A,2,957,1377.0,-81.0
0,27A,2,957,93.0,52.0
0,53,1,7671,118.0,-128.0
0,220,1,6239,457.0,-114.0
0,51D,2,754,4837.0,-113.0
0,84,1,3117,197.0,-55.0
0,31B,2,719,71.0,-34.0
0,123,2,1460,269.0,-28.0
0,45A,1,3548,140.0,-19.0
0,184,2,4658,190.0,-49.0
0,18,1,903,478.0,-156.0
0,70D,2,4314,95.0,-87.0
0,65B,2,2566,337.0,-110.0
0,38D,2,747,163.0,-107.0
0,7,2,3070,647.0,-110.0
0,184,2,4240,457.0,-271.0
0,54A,1,2386,1331.0,-179.0
0,161,2,2970,205.0,-27.0
0,39,2,7453,920.0,-375.0
0,39X,2,751,172.0,-85.0
0,17,2,3361,405.0,-283.0
0,51D,1,2678,54.0,-19.0
0,84A,2,3084,973.0,-414.0
0,76,2,2696,406.0,-133.0
0,185,1,4186,196.0,-67.0
0,120,1,192,943.0,-227.0
0,33E,1,21,64.0,-27.0
0,116,2,2830,73.0,-73.0
0,40D,2,1533,735.0,-851.0
0,59,1,3056,134.0,-33.0
0,32X,2,4529,747.0,157.0
0,65,1,1121,496.0,-69.0
0,33X,2,3566,766.0,-42.0
0,41C,1,220,1368.0,-747.0
0,33,1,3720,104.0,-46.0
0,14,1,675,1146.0,-69.0
0,40,2,1547,150.0,-345.0
0,68X,2,6152,65.0,-68.0
0,38A,1,1802,1054.0,-94.0
0,63,1,3279,1240.0,-697.0
0,32,2,599,138.0,-55.0
0,43,2,1274,568.0,-77.0
0,13,1,46,531.0,-75.0
0,17A,1,4976,232.0,-204.0
0,14,2,245,548.0,-264.0
0,4,1,39,681.0,-266.0
0,238,1,4980,435.0,-74.0
0,25,2,748,1556.0,-145.0
0,239,1,1890,856.0,-41.0
0,17A,1,1251,527.0,-56.0
0,39X,2,7048,184.0,-25.0
0,150,2,4577,1128.0,-26.0
0,120,2,4501,721.0,-160.0
0,33E,1,1620,18.0,-68.0
0,65B,2,1357,511.0,-248.0
0,25X,1,6058,4.0,-50.0
0,39A,1,1666,564.0,-147.0
0,47,1,3187,506.0,-91.0
0,83A,1,2484,289.0,-53.0
0,40,1,261,2130.0,-1744.0
0,42,2,665,246.0,-91.0
0,54A,2,2438,340.0,-358.0
0,14,1,1076,350.0,-55.0
0,16,2,19,664.0,-80.0
0,33A,1,3782,596.0,-30.0
0,102,2,948,144.0,-44.0
0,45A,1,7556,154.0,-59.0
0,63,1,2040,1817.0,-81.0
0,33A,1,3768,152.0,-85.0
0,25,2,315,1091.0,-389.0
0,17,1,1307,215.0,-64.0
0,116,2,4988,79.0,-43.0
0,38,1,4902,556.0,-50.0
0,39,1,4464,768.0,-127.0
0,120,1,491,933.0,-49.0
0,7D,1,3049,76.0,-24.0
0,47,2,383,751.0,-155.0
0,66,1,2218,580.0,-144.0
0,220,2,4747,751.0,-719.0
0,83,1,183,1491.0,-726.0
0,37,2,1684,307.0,-23.0
0,42D,1,3641,111.0,-26.0
0,69,2,1977,904.0,-191.0
0,15,1,1123,533.0,-348.0
0,33A,1,3797,391.0,-34.0
0,70,2,1906,291.0,-99.0
0,13,2,323,1485.0,-396.0
0,38,2,78,851.0,-79.0
0,67,2,3936,256.0,-38.0
0,41D,1,5073,-45.0,-109.0
0,15D,1,1019,299.0,-38.0
0,142,2,1068,352.0,-49.0
0,11,2,7576,892.0,-93.0
0,15,2,4887,1128.0,-341.0
0,33D,2,7170,60.0,-45.0
0,84A,2,3155,164.0,-96.0
0,151,1,2133,240.0,-67.0
0,15B,1,399,1790.0,-118.0
0,18,2,2206,311.0,-82.0
0,40B,2,1557,158.0,-89.0
0,79A,1,2645,308.0,-96.0
0,1,1,52,654.0,-75.0
0,25X,1,4599,394.0,-48.0
0,31A,1,549,329.0,-147.0
0,15B,1,2917,498.0,-69.0
0,47,2,451,294.0,-80.0
0,42,1,3585,381.0,-231.0
0,32X,1,4952,273.0,-180.0
0,25X,2,7453,437.0,-160.0
0,33A,2,3751,379.0,-17.0
0,27B,1,1225,1654.0,-185.0
0,130,1,1763,1590.0,-402.0
0,32,2,928,756.0,-93.0
0,77X,2,2357,108.0,-127.0
0,116,1,2845,740.0,-96.0
0,16,2,1629,271.0,-372.0
0,66,2,3985,348.0,-186.0
0,67X,2,757,102.0,-46.0
0,44,1,853,422.0,-139.0
0,42,2,3647,442.0,-73.0
0,69,2,3446,1681.0,-201.0
0,32,2,944,378.0,-34.0
0,33,2,5053,48.0,-89.0
0,25A,1,2637,1548.0,-156.0
0,102,2,3089,970.0,-148.0
0,39,2,1840,1097.0,-107.0
0,7D,2,3230,1219.0,-14.0
0,83,2,2497,1464.0,-331.0
0,14,1,2862,466.0,-172.0
0,16C,2,1333,51.0,-31.0
0,16D,1,1299,87.0,-57.0
0,41B,1,1627,151.0,-165.0
0,38B,2,4998,219.0,-47.0
0,25A,1,312,1746.0,-217.0
0,41,1,1620,649.0,-99.0
0,27B,2,1178,316.0,59.0
0,39,2,1894,200.0,-46.0
0,83A,2,7131,1338.0,-658.0
0,66B,1,3366,1606.0,-58.0
0,31B,2,689,113.0,-35.0
0,122,2,56,865.0,-154.0
0,63,1,3276,681.0,-220.0
0,63,1,3254,708.0,-110.0
0,7D,2,3236,143.0,-20.0
0,27X,1,482,66.0,-108.0
0,75,1,4348,2305.0,-145.0
0,75,1,1134,217.0,-48.0
0,33,2,3848,111.0,-45.0
0,238,2,7072,1138.0,-1151.0
0,33,1,3770,1419.0,-10.0
0,31B,2,591,185.0,-88.0
0,43,1,522,765.0,-496.0
0,41A,2,3699,118.0,-33.0
0,120,2,413,78.0,-23.0
0,66X,1,7587,218.0,-192.0
0,27,2,521,370.0,-3085.0
0,66,1,3964,222.0,-24.0
0,32X,1,6207,807.0,-111.0
0,145,1,2963,241.0,-45.0
0,31B,1,690,223.0,-20.0
0,4,2,4680,1967.0,-30.0
0,14,2,244,1666.0,-341.0
0,41B,1,7134,93.0,-100.0
0,77X,2,5192,1031.0,-105.0
0,145,2,4844,103.0,-27.0
0,77A,2,354,2242.0,-2608.0
0,39A,2,748,1715.0,-90.0
0,184,2,4238,1247.0,-64.0
0,13,1,1960,262.0,-3058.0
0,44,1,4087,282.0,-50.0
0,41B,2,3695,123.0,-122.0
0,56A,1,2747,244.0,-24.0
0,42,2,3633,473.0,-81.0
0,13,2,89,336.0,-65.0
0,41C,1,1625,496.0,-704.0
0,40D,2,7097,1292.0,-114.0
0,102,1,816,1125.0,-226.0
0,37,1,1911,896.0,-125.0
0,17,1,1120,944.0,-173.0
0,130,2,1778,828.0,-139.0
0,47,1,2089,321.0,-133.0
0,7D,2,3071,54.0,-28.0
0,4,1,428,192.0,-374.0
0,41C,1,1630,170.0,-119.0
0,102,1,3641,683.0,-51.0
0,77A,2,4713,1312.0,-2293.0
0,41X,2,3705,221.0,-67.0
0,42D,1,3628,29.0,-49.0
0,69,1,1952,626.0,-29.0
0,77A,2,2429,216.0,-38.0
0,111,2,3068,323.0,-87.0
0,29A,1,709,351.0,-129.0
0,150,2,4865,297.0,-50.0
0,33B,2,3749,623.0,-176.0
0,66X,1,782,255.0,-54.0
0,33X,2,3820,125.0,-22.0
0,18,2,850,736.0,-145.0
0,32,1,526,1183.0,-72.0
0,32,2,588,1107.0,-21.0
0,49,1,2517,120.0,-24.0
0,69X,2,1982,346.0,-280.0
0,77A,1,2424,237.0,-33.0
0,43,1,1207,212.0,-36.0
0,31B,1,691,227.0,-108.0
0,38D,1,192,232.0,-43.0
0,16D,1,4456,131.0,-65.0
0,29A,2,919,489.0,-73.0
0,68A,2,1357,98.0,-95.0
0,33A,1,3794,214.0,-37.0
0,49,2,2635,390.0,-84.0
0,220,1,1826,1061.0,-147.0
0,66A,1,4599,2083.0,-75.0
0,49,2,2383,681.0,-86.0
0,16,1,210,631.0,1.0
0,15D,2,1169,124.0,-112.0
0,45A,1,3213,272.0,-57.0
0,41D,2,213,120.0,30.0
0,122,1,1366,647.0,-517.0
0,130,2,1727,957.0,-440.0
0,47,1,378,377.0,-159.0
0,31A,1,550,765.0,-148.0
0,31,1,529,267.0,-185.0
0,66X,1,7186,205.0,-16.0
0,83,1,1279,2064.0,-1104.0
0,45A,2,3237,243.0,-26.0
0,14,1,236,803.0,-380.0
0,31A,2,569,145.0,-26.0
0,31,2,601,411.0,-19.0
0,16,2,1327,582.0,-122.0
0,116,2,2858,134.0,7.0
0,15B,1,400,1258.0,-121.0
0,41C,1,3712,735.0,-611.0
0,70,2,3335,268.0,-82.0
0,145,2,1445,1607.0,-415.0
0,67,1,3365,240.0,-38.0
0,41,1,3682,597.0,-322.0
0,31,2,589,689.0,-29.0
0,122,2,821,593.0,-59.0
0,11,1,45,820.0,-79.0
0,38D,2,817,78.0,-47.0
0,185,1,4106,372.0,-213.0
0,18,2,2783,561.0,-140.0
0,15A,2,2437,691.0,-364.0
0,66B,2,2244,230.0,-42.0
0,67,1,1444,1450.0,-145.0
0,45A,2,3552,507.0,-1061.0
0,44,2,19,383.0,-70.0
0,31A,1,731,289.0,-40.0
0,151,1,6149,372.0,-59.0
0,46A,2,2045,371.0,-309.0
0,25X,1,4953,877.0,877.0
0,122,1,1286,1024.0,-90.0
0,75,1,2540,915.0,-371.0
0,15A,1,1087,624.0,-98.0
0,27A,2,665,222.0,-639.0
0,65B,1,4749,232.0,-222.0
0,66X,2,7193,201.0,-96.0
0,32X,1,2810,160.0,-59.0
0,140,1,1019,375.0,-48.0
0,27A,1,634,781.0,-154.0
0,83,2,7426,1813.0,-33.0
0,33E,1,3794,113.0,-11.0
0,27A,1,523,330.0,-57.0
0,25A,1,7239,491.0,-1663.0
0,42,1,1203,751.0,-303.0
0,27X,1,4697,92.0,-19.0
0,1,2,395,2493.0,-725.0
0,47,2,453,1613.0,-419.0
0,145,1,4175,1348.0,-585.0
0,145,1,847,1093.0,-318.0
0,31A,1,552,150.0,-57.0
0,67,2,2238,357.0,-63.0
0,77X,2,4960,649.0,-138.0
0,68X,2,3416,20.0,-65.0
0,15D,1,1081,221.0,-81.0
0,31B,2,558,264.0,-44.0
0,38,1,7576,1162.0,-158.0
0,31,1,714,30.0,-10.0
0,130,1,7617,953.0,-45.0
0,33X,1,3783,123.0,-27.0
0,130,1,1750,730.0,-57.0
0,220,2,1581,64.0,-29.0
0,184,1,4170,2278.0,-101.0
0,56A,2,7178,370.0,-418.0
0,102,1,3705,729.0,-39.0
0,66X,2,759,265.0,-34.0
0,29A,1,523,1272.0,-51.0
0,25,2,2243,453.0,-68.0
0,63,2,3261,233.0,-6.0
0,120,2,69,899.0,-75.0
0,54A,2,2411,212.0,-73.0
0,77A,1,2574,263.0,-1719.0
0,111,2,3057,1514.0,257.0
0,145,2,2070,275.0,-474.0
0,69,2,4534,146.0,-66.0
0,40D,1,980,325.0,-63.0
0,27,2,1268,886.0,-115.0
0,17A,1,1816,1833.0,-329.0
0,142,1,7581,1204.0,81.0
0,65,1,4027,1095.0,-297.0
0,44,2,1074,940.0,-160.0
0,15B,2,5131,435.0,-62.0
0,40,2,2686,1615.0,-881.0
0,33D,2,3750,-9.0,-9.0
0,33,2,3846,252.0,-22.0
0,68A,1,1362,93.0,-58.0
0,68,2,1355,434.0,-52.0
0,84,1,3136,275.0,-458.0
0,9,2,1355,858.0,-98.0
0,41D,1,17,45.0,-27.0
0,31,2,574,247.0,-102.0
0,220,1,1573,328.0,-204.0
0,220,1,1861,173.0,-42.0
0,161,2,2937,42.0,-12.0
0,7B,2,2068,135.0,-62.0
0,75,2,4569,382.0,-65.0
0,15A,1,1283,1072.0,-200.0
0,31D,2,590,52.0,-40.0
0,41B,1,21,372.0,-116.0
0,39,1,7167,452.0,-40.0
0,83A,2,196,114.0,-1526.0
0,65B,2,2567,144.0,-36.0
0,15B,1,1077,344.0,-126.0
0,31B,2,684,108.0,-35.0
0,43,2,1216,486.0,-110.0
0,33E,1,3778,47.0,3.0
0,14,2,1353,1335.0,-1104.0
0,13,1,2160,1940.0,-153.0
0,84,2,5136,367.0,-59.0
0,41,2,3669,940.0,-693.0
0,27A,2,643,173.0,-63.0
0,67X,2,754,79.0,-54.0
0,41C,1,3670,502.0,-47.0
0,18,2,755,874.0,-117.0
0,17A,2,7025,2616.0,-2660.0
0,7,2,485,745.0,-145.0
0,111,1,3227,176.0,-59.0
0,33E,1,1627,68.0,-16.0
0,67,2,2246,464.0,-128.0
0,69,2,2172,465.0,-230.0
0,69,2,2170,106.0,-22.0
0,65,2,1069,2017.0,-84.0
0,14,2,2847,295.0,-57.0
0,7A,1,3034,558.0,-238.0
0,130,2,1777,669.0,-174.0
0,84X,1,848,725.0,-171.0
0,25,2,4530,281.0,-116.0
0,32,1,531,958.0,-47.0
0,17,2,2415,319.0,-62.0
0,15D,2,354,742.0,-41.0
0,184,1,4653,711.0,-29.0
0,79A,2,326,2839.0,-1348.0
0,116,2,2970,76.0,-35.0
0,104,2,1748,1438.0,-203.0
0,130,2,619,822.0,-705.0
0,15D,1,1020,166.0,-38.0
0,27X,2,4692,183.0,-17.0
0,7A,2,3238,608.0,-216.0
0,17A,1,991,606.0,-91.0
0,67X,2,7083,139.0,-171.0
0,65,2,4060,501.0,-43.0
0,65,1,7283,1933.0,-770.0
0,7D,2,3067,48.0,-19.0
0,120,1,276,1887.0,-278.0
0,66B,1,2215,161.0,-143.0
0,66X,1,4003,231.0,-7.0
0,14,2,523,377.0,-52.0
0,39A,2,1905,1227.0,-61.0
0,66X,2,6089,186.0,-63.0
0,236,1,7105,186.0,-4.0
0,51D,2,4796,71.0,-135.0
0,76A,1,2668,720.0,-260.0
0,54A,2,2359,1379.0,-114.0
0,32X,2,3615,74.0,-5.0
0,77X,2,2002,209.0,-124.0
0,66B,2,3991,359.0,-173.0
0,15D,2,5131,380.0,-81.0
0,68,1,3385,905.0,-411.0
0,27,2,2353,797.0,-1846.0
0,7A,2,3240,463.0,-319.0
0,238,2,1831,548.0,-48.0
0,75,2,2852,189.0,-22.0
0,76A,1,2673,188.0,-74.0
0,39,2,349,963.0,-240.0
0,14C,1,248,1663.0,97.0
0,29A,1,729,718.0,-34.0
0,63,1,2048,995.0,-38.0
0,44,2,7176,372.0,-174.0
0,17,2,1317,515.0,-77.0
0,83A,2,1618,415.0,-1205.0
0,42,2,5082,287.0,-184.0
0,70,1,1444,2062.0,-375.0
0,220,2,1881,262.0,-46.0
0,41,2,1633,705.0,-899.0
0,66A,2,2238,250.0,-165.0
0,66,1,2217,1366.0,-63.0
0,49,2,5192,2612.0,-23.0
0,42,2,3632,304.0,-52.0
0,68,2,3425,88.0,-28.0
0,33,1,5165,99.0,-9.0
0,40,1,192,166.0,-75.0
0,67,1,3366,474.0,-250.0
0,66,2,2242,326.0,-37.0
0,25D,2,2722,159.0,-13.0
0,38A,2,4998,224.0,-39.0
0,31B,1,709,211.0,-131.0
0,68,1,1957,350.0,-24.0
0,39,2,1479,716.0,-170.0
0,83A,2,1182,1299.0,-556.0
0,65,2,4052,419.0,-75.0
0,33,1,3786,914.0,-48.0
0,239,1,6126,169.0,-44.0
0,13,2,1998,696.0,-1313.0
0,9,1,1286,1117.0,-345.0
0,75,2,2887,138.0,-369.0
0,83A,2,2478,220.0,-67.0
0,76A,2,2114,864.0,-45.0
0,65B,2,1352,1770.0,-225.0
0,239,1,7563,238.0,-70.0
0,239,1,7026,282.0,-1814.0
0,26,1,2195,150.0,-22.0
0,13,1,4664,801.0,-190.0
0,40,2,11,2210.0,-966.0
0,15A,2,1119,719.0,-106.0
0,79,2,326,3431.0,-349.0
0,41C,1,1622,955.0,-111.0
0,51D,1,2145,52.0,-7.0
0,56A,1,2359,839.0,-44.0
0,29A,1,521,208.0,-59.0
0,76A,2,2201,406.0,-135.0
0,239,1,4903,83.0,-58.0
0,37,2,1681,207.0,-48.0
0,68,1,2134,272.0,-81.0
0,40D,1,4364,1953.0,-54.0
0,70,1,7333,638.0,-2016.0
0,42D,2,7571,119.0,-176.0
0,17,2,2867,1594.0,-567.0
0,70D,1,1660,444.0,-526.0
0,130,2,1726,1461.0,-99.0
0,41B,1,288,128.0,-2021.0
0,84,2,3149,313.0,-148.0
0,84,1,4132,1337.0,-527.0
0,51D,2,2152,61.0,-19.0
0,65,1,1017,1211.0,-825.0
0,25A,1,4612,569.0,-21.0
0,9,1,168,374.0,-84.0
0,38D,1,1662,96.0,-39.0
0,25A,1,4601,606.0,-58.0
0,79,1,2650,1464.0,-23.0
0,104,2,4785,263.0,-113.0
0,76A,2,2689,104.0,-19.0
0,145,1,435,358.0,-394.0
0,25X,2,750,241.0,-198.0
0,31B,2,565,111.0,-28.0
0,42D,1,3585,119.0,-70.0
0,40,1,840,786.0,-69.0
0,33A,1,3777,190.0,-3.0
0,84,2,4286,1033.0,-78.0
0,13,2,2152,232.0,-466.0
0,56A,2,2771,470.0,-49.0
0,84,1,4248,157.0,-147.0
0,7D,2,3075,313.0,-22.0
0,68,1,1374,109.0,-69.0
0,13,1,52,522.0,-328.0
0,46E,2,2,294.0,-17.0
0,27B,1,519,508.0,-128.0
