,Route,Direction,Model,RMSE,MAE
0,13,1,lin_reg,58.82172599918373,31.759893280795797
1,13,1,decision Tree,33.006975430584106,15.90305285908297
2,13,1,random forest,38.981180061152436,18.368452191986947
0,37,1,lin_reg,67.2444139094938,29.46890399474419
1,37,1,decision Tree,40.25458684229381,16.953084972989164
2,37,1,random forest,45.04606012936665,18.582709952913838
0,38B,1,lin_reg,30.731289821367916,22.209930995612677
1,38B,1,decision Tree,14.166399441844257,8.231287534189418
2,38B,1,random forest,17.387690426502516,10.986113950292584
0,79,1,lin_reg,43.292023536769015,22.08376387741844
1,79,1,decision Tree,24.021174103287827,11.176704732987252
2,79,1,random forest,29.54387456248774,13.812069870448909
0,238,1,lin_reg,58.10194832480214,31.200185549581175
1,238,1,decision Tree,11.942422980819824,3.921651785344422
2,238,1,random forest,28.524169832166717,12.43221121786298
0,14C,1,lin_reg,20.414859128779142,14.352422517575885
1,14C,1,decision Tree,3.266254372728917,0.6241663567621172
2,14C,1,random forest,9.952569368084923,5.663792154397399
0,38,2,lin_reg,98.24165343760309,40.26262222391947
1,38,2,decision Tree,51.336871340706814,17.3850199130945
2,38,2,random forest,63.89272869046695,22.51598423418309
0,83,2,lin_reg,52.59470753470998,27.558634365274276
1,83,2,decision Tree,34.7238459306068,16.178749994726896
2,83,2,random forest,38.29576084939291,17.84719685276734
0,150,1,lin_reg,52.95404732721588,27.083891724500358
1,150,1,decision Tree,30.69314193729984,14.63034632005283
2,150,1,random forest,35.81617865356508,16.58259668555672
0,15A,1,lin_reg,49.99491222709671,28.390062914289388
1,15A,1,decision Tree,27.348801319312482,15.853547693566323
2,15A,1,random forest,31.107171679312874,17.21256191775553
0,66X,2,lin_reg,70.15903525982552,45.536062586878
1,66X,2,decision Tree,45.960996281206704,26.142594098178517
2,66X,2,random forest,50.27979212535189,28.934708578841708
0,15,2,lin_reg,88.43527410038014,35.88412368760047
1,15,2,decision Tree,67.75503038180345,26.30104428512005
2,15,2,random forest,71.69345908049037,27.062630646491332
0,33X,2,lin_reg,41.19050124622905,28.20101350716011
1,33X,2,decision Tree,11.283151796095597,5.369074571862606
2,33X,2,random forest,17.514678286151184,9.148453815612072
0,116,1,lin_reg,55.48597974263907,39.17596506917667
1,116,1,decision Tree,0.11549354644008161,0.004431181045396998
2,116,1,random forest,22.529617839420933,12.71595225176343
0,122,2,lin_reg,51.277017067388364,30.388870917006216
1,122,2,decision Tree,32.627597537612054,18.66520996827405
2,122,2,random forest,35.48463074291423,20.12728018497629
0,63,2,lin_reg,73.72932936485094,30.487302594928373
1,63,2,decision Tree,44.925161487536165,13.578522468511158
2,63,2,random forest,53.622981162616576,17.635043486110966
0,220,2,lin_reg,55.96332182275343,28.034202116282344
1,220,2,decision Tree,8.84986522035657,3.239420150529122
2,220,2,random forest,26.644936455600917,10.922307438569483
0,27A,2,lin_reg,35.16448176454283,20.09033482956088
1,27A,2,decision Tree,19.272782969125558,10.18158031111089
2,27A,2,random forest,24.755108052405213,12.938149724869133
0,31B,1,lin_reg,30.07690082633068,20.17515781556931
1,31B,1,decision Tree,6.928943480951954,2.1846059807089806
2,31B,1,random forest,15.88079026514819,8.758644656629711
0,7A,1,lin_reg,51.49448672509004,30.823936868924264
1,7A,1,decision Tree,29.970385290443183,17.125658004693843
2,7A,1,random forest,33.40152201833597,19.056657384873542
0,59,2,lin_reg,38.81153112399859,18.126648172870045
1,59,2,decision Tree,8.498841844113915,2.767027426103325
2,59,2,random forest,22.078618551247384,8.327235984554942
0,25B,1,lin_reg,56.434823058547245,30.992176008674566
1,25B,1,decision Tree,31.64781872695523,16.446969493301633
2,25B,1,random forest,35.072317308136746,18.299411802142313
0,40B,1,lin_reg,67.10167658250333,28.6476617010246
1,40B,1,decision Tree,7.007426349016368,2.3961619050304046
2,40B,1,random forest,29.002518823073046,11.047075359262244
0,43,1,lin_reg,57.92675170229436,26.399562598242625
1,43,1,decision Tree,25.471275867464747,9.995665405805582
2,43,1,random forest,33.51176728475016,14.303658488411333
0,32,2,lin_reg,29.739615944854272,18.690437778007283
1,32,2,decision Tree,17.939528576768332,9.070073034776465
2,32,2,random forest,20.59937804302155,11.598837802401647
0,31D,1,lin_reg,41.25784726248594,26.57452562405176
1,31D,1,decision Tree,2.3400589146043242,0.3041008691394296
2,31D,1,random forest,21.01358108995517,10.936714573269079
0,31,1,lin_reg,36.77527444840064,21.90000937689297
1,31,1,decision Tree,19.994229996457477,11.57505865495198
2,31,1,random forest,23.64834905326475,13.450491261633376
0,140,2,lin_reg,94.20598010056234,37.54825635933165
1,140,2,decision Tree,67.55115793119336,24.7221236324958
2,140,2,random forest,72.89139756661847,26.20654215812774
0,44B,2,lin_reg,51.713532080906305,28.007117321268698
1,44B,2,decision Tree,2.441066444154685,0.4646143094292676
2,44B,2,random forest,25.8392130190504,10.251481874129237
0,51D,2,lin_reg,55.06605445714231,37.013306028219404
1,51D,2,decision Tree,17.007990814349974,6.809880684578624
2,51D,2,random forest,26.77707707842906,14.579843630402342
0,51D,1,lin_reg,28.69222187690449,20.8802678208503
1,51D,1,decision Tree,6.313392981432899,1.773818288911795
2,51D,1,random forest,14.193076414151042,8.307809347050862
0,84X,1,lin_reg,93.44533603893942,42.729415634188335
1,84X,1,decision Tree,31.224778753286976,11.195855631537265
2,84X,1,random forest,50.352235752581684,21.22169128408222
0,42,2,lin_reg,50.170447453756175,22.852104783598556
1,42,2,decision Tree,31.218463285554765,13.225728569267948
2,42,2,random forest,36.742232499631555,14.704649907719599
0,25,1,lin_reg,64.63827713104163,30.25130956432664
1,25,1,decision Tree,18.244003062837375,6.217762314675994
2,25,1,random forest,36.54814678986796,13.892938226331877
0,70D,2,lin_reg,32.93565676355886,21.97059202897282
1,70D,2,decision Tree,0.7450249729339238,0.05132959258355697
2,70D,2,random forest,15.60101033406506,8.690974053550292
0,104,1,lin_reg,55.074131376977505,27.21594664888561
1,104,1,decision Tree,18.43589441439108,5.0447677465691845
2,104,1,random forest,31.993756284759982,12.93843316595563
0,84A,2,lin_reg,62.528884581670795,36.96771916237659
1,84A,2,decision Tree,15.243268598981306,5.262216411803826
2,84A,2,random forest,31.846234038736515,15.166010604522198
0,68X,2,lin_reg,66.3372162824702,38.537289074065384
1,68X,2,decision Tree,1.492826323125303,0.1738141650422352
2,68X,2,random forest,29.833759390460262,13.919890260631002
0,25D,1,lin_reg,43.81632349058948,30.810369135719853
1,25D,1,decision Tree,18.732018175210126,11.04627562559464
2,25D,1,random forest,24.280203504814548,15.834003371935701
0,140,1,lin_reg,59.15976898238567,32.66939685015424
1,140,1,decision Tree,41.13140956442748,21.81466851600975
2,140,1,random forest,44.183062183912504,22.92571262813232
0,7D,2,lin_reg,38.343452673384604,23.250694392267736
1,7D,2,decision Tree,4.298944746153922,0.8641349718558643
2,7D,2,random forest,18.123392144148657,8.63975263760557
0,104,2,lin_reg,66.60674531178239,29.645693868132437
1,104,2,decision Tree,30.2079719584166,7.630702991100452
2,104,2,random forest,42.381525338528895,14.404762112870479
0,61,2,lin_reg,45.96904634332827,27.354447253362544
1,61,2,decision Tree,14.138677771457877,6.375345198117122
2,61,2,random forest,23.68223436999834,12.608615676457607
0,130,2,lin_reg,32.66190499768416,21.126644304619465
1,130,2,decision Tree,24.848213541178257,15.432741918112095
2,130,2,random forest,26.045420389733458,16.01155923817179
0,38B,2,lin_reg,50.47466935108645,34.68491864467235
1,38B,2,decision Tree,18.878591841612455,9.241689845952454
2,38B,2,random forest,26.65820396847526,15.681348235440499
0,17A,1,lin_reg,49.94876300298193,28.699639066646792
1,17A,1,decision Tree,30.396952234042555,15.747429959907839
2,17A,1,random forest,33.06665470076054,16.96705711647797
0,44,1,lin_reg,54.69633193263369,29.273238757306146
1,44,1,decision Tree,18.427676154181526,7.409928365509349
2,44,1,random forest,28.299494712614504,13.923982911621914
0,239,2,lin_reg,144.04726398819258,57.65611695013324
1,239,2,decision Tree,19.63351262361566,5.543544157647584
2,239,2,random forest,68.36594852801863,21.780882770973854
0,13,2,lin_reg,51.16842191673785,29.71292027329213
1,13,2,decision Tree,34.421950393257006,18.912131178610405
2,13,2,random forest,37.36491854986809,20.143382309337685
0,33X,1,lin_reg,40.11129359258772,27.674323655976483
1,33X,1,decision Tree,13.088666265048982,7.2037156277121035
2,33X,1,random forest,17.020580845534628,9.925140861611528
0,41D,1,lin_reg,61.91496019105828,47.88525914438536
1,41D,1,decision Tree,0.0,0.0
2,41D,1,random forest,25.781144709352326,15.902494331065762
0,27,1,lin_reg,54.456751016956886,29.36857056182992
1,27,1,decision Tree,37.86392423492546,20.17767501493926
2,27,1,random forest,39.7792485512527,20.772521013737798
0,18,2,lin_reg,51.51423031568522,30.859086070517897
1,18,2,decision Tree,30.54231222257107,15.158118190734886
2,18,2,random forest,33.9957651209163,17.708891656668474
0,31B,2,lin_reg,29.87853126892503,19.40490396981066
1,31B,2,decision Tree,6.876513144863295,2.7326437200193587
2,31B,2,random forest,14.792646062004096,8.039273844027022
0,7D,1,lin_reg,35.11186636306187,25.0851471275532
1,7D,1,decision Tree,4.503551794891218,0.7610825950686751
2,7D,1,random forest,18.798877530654362,10.935248263711408
0,79A,2,lin_reg,62.54690335210731,31.255108151021453
1,79A,2,decision Tree,31.667536968479705,11.592135350527181
2,79A,2,random forest,41.87314027114492,16.700672137550583
0,41,2,lin_reg,58.63952042644756,32.33320716627084
1,41,2,decision Tree,37.1352792554261,18.012111291999318
2,41,2,random forest,41.044709398442635,20.035750129139995
0,69X,2,lin_reg,82.35129071413331,60.1726664562345
1,69X,2,decision Tree,0.8966099133181766,0.04533166978581825
2,69X,2,random forest,40.680968039993395,23.100644624662092
0,39X,2,lin_reg,48.64111903616579,36.37469372059524
1,39X,2,decision Tree,21.47874154128334,12.622683721375875
2,39X,2,random forest,29.92957840754099,19.631725478130473
0,25,2,lin_reg,54.983542631573776,27.14801969965115
1,25,2,decision Tree,13.667375024805782,5.30435917772396
2,25,2,random forest,31.835831399502652,13.246534376520096
0,33,1,lin_reg,57.016436033955344,26.143314781625648
1,33,1,decision Tree,19.545294414955382,7.510720981485735
2,33,1,random forest,32.744525002637,12.89595531508079
0,43,2,lin_reg,48.19525602072277,25.708085074129393
1,43,2,decision Tree,24.408806029596768,11.742096977654253
2,43,2,random forest,31.486007302214986,14.617085486929318
0,76,1,lin_reg,75.52380155842792,37.191862913442414
1,76,1,decision Tree,39.3802928873386,15.876809893392107
2,76,1,random forest,47.61980457976032,19.941068152269338
0,14,2,lin_reg,48.69411721120424,27.103607360272715
1,14,2,decision Tree,31.354813228148018,17.009114727297924
2,14,2,random forest,34.50811136446544,18.276818186678756
0,70D,1,lin_reg,50.86997196771504,32.326026187595325
1,70D,1,decision Tree,2.1482601299881967,0.15656794808337457
2,70D,1,random forest,24.31416110970994,13.274314184001117
0,16,1,lin_reg,62.136508858037125,33.31111206677312
1,16,1,decision Tree,44.15471117908917,21.577186611676535
2,16,1,random forest,46.713309179816456,22.577132755468224
0,29A,1,lin_reg,35.453821350462306,23.27440792132485
1,29A,1,decision Tree,21.164648714603686,12.51426963648183
2,29A,1,random forest,23.86199673767627,14.320908310242112
0,151,1,lin_reg,53.599684190353585,31.451716076799286
1,151,1,decision Tree,32.30979939501449,17.626232347481817
2,151,1,random forest,36.00991990764204,19.461008369513927
0,84A,1,lin_reg,77.82610566361302,33.20632368906013
1,84A,1,decision Tree,29.547333818430015,6.504670412295085
2,84A,1,random forest,48.45784993717676,15.700312281601818
0,14,1,lin_reg,55.665760900655734,28.910275068913887
1,14,1,decision Tree,36.65809870341307,17.872159261704127
2,14,1,random forest,39.61414983730202,18.995009435567354
0,83A,1,lin_reg,54.0859865962552,28.99905357970014
1,83A,1,decision Tree,15.715291384086346,6.599008530159872
2,83A,1,random forest,29.622893383905385,13.628832017254076
0,25X,2,lin_reg,59.611935665630874,39.82358306978575
1,25X,2,decision Tree,12.810262016360667,1.3886409886409887
